member_a_id,member_b_id,member_a_name,member_b_name,votes_same,bills_same,mutual_sponsorships
A000360,M001169,Lamar Alexander,Christopher Murphy,27,33,1
A000360,M001111,Lamar Alexander,Patty Murray,30,33,2
A000360,N000032,Lamar Alexander,Bill Nelson,28,32,2
A000360,P000603,Lamar Alexander,Rand Paul,19,31,1
A000360,P000612,Lamar Alexander,David Perdue,25,32,2
A000360,P000595,Lamar Alexander,Gary Peters,27,32,1
A000360,P000449,Lamar Alexander,Rob Portman,30,33,3
A000360,R000122,Lamar Alexander,Jack Reed,27,33,0
A000360,R000146,Lamar Alexander,Harry Reid,24,30,0
A000360,R000584,Lamar Alexander,Jim Risch,24,33,2
A000360,R000307,Lamar Alexander,Pat Roberts,30,33,2
A000360,R000605,Lamar Alexander,Mike Rounds,32,33,1
A000360,R000595,Lamar Alexander,Marco Rubio,21,29,2
A000360,S000033,Lamar Alexander,Bernard Sanders,12,19,1
A000360,S001197,Lamar Alexander,Ben Sasse,22,33,1
A000360,S001194,Lamar Alexander,Brian Schatz,29,33,3
A000360,S000148,Lamar Alexander,Charles Schumer,27,33,1
A000360,S001184,Lamar Alexander,Tim Scott,24,31,1
A000360,S001141,Lamar Alexander,Jeff Sessions,22,31,2
A000360,S001181,Lamar Alexander,Jeanne Shaheen,30,33,2
A000360,S000320,Lamar Alexander,Richard Shelby,26,33,1
A000360,S000770,Lamar Alexander,Debbie Stabenow,27,32,2
A000360,S001198,Lamar Alexander,Dan Sullivan,27,29,3
A000360,T000464,Lamar Alexander,Jon Tester,29,33,3
A000360,T000250,Lamar Alexander,John Thune,31,33,1
A000360,T000476,Lamar Alexander,Thom Tillis,31,33,3
A000360,T000461,Lamar Alexander,Patrick Toomey,28,31,2
A000360,U000039,Lamar Alexander,Tom Udall,27,33,3
A000360,V000127,Lamar Alexander,David Vitter,26,29,2
A000360,W000805,Lamar Alexander,Mark Warner,29,32,3
A000360,W000817,Lamar Alexander,Elizabeth Warren,22,33,2
A000360,W000802,Lamar Alexander,Sheldon Whitehouse,27,33,2
A000360,W000437,Lamar Alexander,Roger Wicker,30,33,3
A000360,W000779,Lamar Alexander,Ron Wyden,25,33,0
A000368,B001230,Kelly Ayotte,Tammy Baldwin,26,32,2
A000368,B001261,Kelly Ayotte,John Barrasso,31,32,1
A000368,B001267,Kelly Ayotte,Michael Bennet,31,32,1
A000368,B001277,Kelly Ayotte,Richard Blumenthal,28,32,4
A000368,B000575,Kelly Ayotte,Roy Blunt,29,32,5
A000368,B001288,Kelly Ayotte,Cory Booker,23,31,2
A000368,B001236,Kelly Ayotte,John Boozman,30,32,4
A000368,B000711,Kelly Ayotte,Barbara Boxer,20,25,2
A000368,B000944,Kelly Ayotte,Sherrod Brown,26,32,0
A000368,B001135,Kelly Ayotte,Richard Burr,30,32,2
A000368,C000127,Kelly Ayotte,Maria Cantwell,29,32,1
A000368,C001047,Kelly Ayotte,Shelley Capito,31,31,5
A000368,C000141,Kelly Ayotte,Benjamin Cardin,28,32,0
A000368,C000174,Kelly Ayotte,Thomas Carper,28,30,2
A000368,C001070,Kelly Ayotte,Bob Casey,29,32,3
A000368,C001075,Kelly Ayotte,Bill Cassidy,29,30,2
A000368,C000542,Kelly Ayotte,Daniel Coats,30,32,4
A000368,C000567,Kelly Ayotte,Thad Cochran,31,32,3
A000368,C001035,Kelly Ayotte,Susan Collins,29,32,5
A000368,C001088,Kelly Ayotte,Christopher Coons,28,31,5
A000368,C001071,Kelly Ayotte,Bob Corker,25,31,1
A000368,C001056,Kelly Ayotte,John Cornyn,31,32,4
A000368,C001095,Kelly Ayotte,Tom Cotton,26,32,2
A000368,C000880,Kelly Ayotte,Michael Crapo,25,32,3
A000368,C001098,Kelly Ayotte,Ted Cruz,14,23,1
A000368,D000618,Kelly Ayotte,Steve Daines,28,32,4
A000368,D000607,Kelly Ayotte,Joe Donnelly,29,32,3
A000368,D000563,Kelly Ayotte,Richard Durbin,27,31,4
A000368,E000285,Kelly Ayotte,Michael Enzi,30,31,2
A000368,E000295,Kelly Ayotte,Joni Ernst,30,32,2
A000368,F000062,Kelly Ayotte,Dianne Feinstein,30,32,5
A000368,F000463,Kelly Ayotte,Deb Fischer,29,32,3
A000368,F000444,Kelly Ayotte,Jeff Flake,26,32,2
A000368,F000457,Kelly Ayotte,Al Franken,26,32,3
A000368,G000562,Kelly Ayotte,Cory Gardner,29,30,2
A000368,G000555,Kelly Ayotte,Kirsten Gillibrand,26,32,3
A000368,G000359,Kelly Ayotte,Lindsey Graham,23,24,5
A000368,G000386,Kelly Ayotte,Charles Grassley,31,32,6
A000368,H000338,Kelly Ayotte,Orrin Hatch,31,32,6
A000368,H001046,Kelly Ayotte,Martin Heinrich,28,32,1
A000368,H001069,Kelly Ayotte,Heidi Heitkamp,30,32,3
A000368,H001041,Kelly Ayotte,Dean Heller,27,31,2
A000368,H001042,Kelly Ayotte,Mazie Hirono,28,32,2
A000368,H001061,Kelly Ayotte,John Hoeven,31,32,3
A000368,I000024,Kelly Ayotte,James Inhofe,29,32,3
A000368,I000055,Kelly Ayotte,Johnny Isakson,30,32,3
A000368,J000293,Kelly Ayotte,Ron Johnson,30,31,2
A000368,K000384,Kelly Ayotte,Tim Kaine,28,30,2
A000368,K000383,Kelly Ayotte,Angus King,29,32,2
A000368,K000360,Kelly Ayotte,Mark Kirk,28,29,5
A000368,K000367,Kelly Ayotte,Amy Klobuchar,29,32,5
A000368,L000575,Kelly Ayotte,James Lankford,26,32,2
A000368,L000174,Kelly Ayotte,Patrick Leahy,25,32,3
A000368,L000577,Kelly Ayotte,Mike Lee,16,30,2
A000368,M001183,Kelly Ayotte,Joe Manchin,29,32,4
A000368,M000133,Kelly Ayotte,Edward Markey,24,32,1
A000368,M000303,Kelly Ayotte,John McCain,30,32,3
A000368,M001170,Kelly Ayotte,Claire McCaskill,29,30,3
A000368,M000355,Kelly Ayotte,Mitch McConnell,31,32,1
A000368,M000639,Kelly Ayotte,Robert Menendez,24,31,1
A000368,M001176,Kelly Ayotte,Jeff Merkley,24,32,2
A000368,M000702,Kelly Ayotte,Barbara Mikulski,27,31,0
A000368,M000934,Kelly Ayotte,Jerry Moran,26,30,2
A000368,M001153,Kelly Ayotte,Lisa Murkowski,30,30,3
A000368,M001169,Kelly Ayotte,Christopher Murphy,27,32,1
A000368,M001111,Kelly Ayotte,Patty Murray,30,32,3
A000368,N000032,Kelly Ayotte,Bill Nelson,28,31,2
A000368,P000603,Kelly Ayotte,Rand Paul,19,30,1
A000368,P000612,Kelly Ayotte,David Perdue,25,31,3
A000368,P000595,Kelly Ayotte,Gary Peters,27,31,2
A000368,P000449,Kelly Ayotte,Rob Portman,30,32,4
A000368,R000122,Kelly Ayotte,Jack Reed,27,32,0
A000368,R000146,Kelly Ayotte,Harry Reid,24,29,0
A000368,R000584,Kelly Ayotte,Jim Risch,24,32,2
A000368,R000307,Kelly Ayotte,Pat Roberts,30,32,3
A000368,R000605,Kelly Ayotte,Mike Rounds,32,32,1
A000368,R000595,Kelly Ayotte,Marco Rubio,19,28,4
A000368,S000033,Kelly Ayotte,Bernard Sanders,13,19,1
A000368,S001197,Kelly Ayotte,Ben Sasse,20,32,1
A000368,S001194,Kelly Ayotte,Brian Schatz,28,31,2
A000368,S000148,Kelly Ayotte,Charles Schumer,27,32,4
A000368,S001184,Kelly Ayotte,Tim Scott,24,30,2
A000368,S001141,Kelly Ayotte,Jeff Sessions,21,30,2
A000368,S001181,Kelly Ayotte,Jeanne Shaheen,30,32,3
A000368,S000320,Kelly Ayotte,Richard Shelby,24,32,1
A000368,S000770,Kelly Ayotte,Debbie Stabenow,27,31,2
A000368,S001198,Kelly Ayotte,Dan Sullivan,27,29,3
A000368,T000464,Kelly Ayotte,Jon Tester,29,32,2
A000368,T000250,Kelly Ayotte,John Thune,31,32,3
A000368,T000476,Kelly Ayotte,Thom Tillis,29,32,3
A000368,T000461,Kelly Ayotte,Patrick Toomey,27,31,4
A000368,U000039,Kelly Ayotte,Tom Udall,27,32,4
A000368,V000127,Kelly Ayotte,David Vitter,26,28,3
A000368,W000805,Kelly Ayotte,Mark Warner,29,31,2
A000368,W000817,Kelly Ayotte,Elizabeth Warren,22,32,3
A000368,W000802,Kelly Ayotte,Sheldon Whitehouse,27,32,3
A000368,W000437,Kelly Ayotte,Roger Wicker,30,32,3
A000368,W000779,Kelly Ayotte,Ron Wyden,25,32,2
B001230,B001261,Tammy Baldwin,John Barrasso,29,34,0
B001230,B001267,Tammy Baldwin,Michael Bennet,29,34,1
B001230,B001277,Tammy Baldwin,Richard Blumenthal,30,34,2
B001230,B000575,Tammy Baldwin,Roy Blunt,27,34,2
B001230,B001288,Tammy Baldwin,Cory Booker,29,33,2
B001230,B001236,Tammy Baldwin,John Boozman,26,34,2
B001230,B000711,Tammy Baldwin,Barbara Boxer,24,27,1
B001230,B000944,Tammy Baldwin,Sherrod Brown,32,34,0
B001230,B001135,Tammy Baldwin,Richard Burr,28,34,1
B001230,C000127,Tammy Baldwin,Maria Cantwell,29,34,0
B001230,C001047,Tammy Baldwin,Shelley Capito,27,33,2
B001230,C000141,Tammy Baldwin,Benjamin Cardin,32,34,0
B001230,C000174,Tammy Baldwin,Thomas Carper,25,31,1
B001230,C001070,Tammy Baldwin,Bob Casey,29,34,1
B001230,C001075,Tammy Baldwin,Bill Cassidy,25,32,1
B001230,C000542,Tammy Baldwin,Daniel Coats,28,34,2
B001230,C000567,Tammy Baldwin,Thad Cochran,29,34,1
B001230,C001035,Tammy Baldwin,Susan Collins,31,34,2
B001230,C001088,Tammy Baldwin,Christopher Coons,30,33,2
B001230,C001071,Tammy Baldwin,Bob Corker,23,33,0
B001230,C001056,Tammy Baldwin,John Cornyn,27,34,1
B001230,C001095,Tammy Baldwin,Tom Cotton,24,34,0
B001230,C000880,Tammy Baldwin,Michael Crapo,25,34,1
B001230,C001098,Tammy Baldwin,Ted Cruz,12,24,0
B001230,D000618,Tammy Baldwin,Steve Daines,26,34,1
B001230,D000607,Tammy Baldwin,Joe Donnelly,29,34,2
B001230,D000563,Tammy Baldwin,Richard Durbin,31,33,2
B001230,E000285,Tammy Baldwin,Michael Enzi,29,33,1
B001230,E000295,Tammy Baldwin,Joni Ernst,28,34,1
B001230,F000062,Tammy Baldwin,Dianne Feinstein,30,34,2
B001230,F000463,Tammy Baldwin,Deb Fischer,27,34,1
B001230,F000444,Tammy Baldwin,Jeff Flake,21,34,1
B001230,F000457,Tammy Baldwin,Al Franken,32,34,2
B001230,G000562,Tammy Baldwin,Cory Gardner,24,31,1
B001230,G000555,Tammy Baldwin,Kirsten Gillibrand,29,33,1
B001230,G000359,Tammy Baldwin,Lindsey Graham,22,26,2
B001230,G000386,Tammy Baldwin,Charles Grassley,27,34,2
B001230,H000338,Tammy Baldwin,Orrin Hatch,29,34,2
B001230,H001046,Tammy Baldwin,Martin Heinrich,30,34,1
B001230,H001069,Tammy Baldwin,Heidi Heitkamp,28,34,0
B001230,H001041,Tammy Baldwin,Dean Heller,25,33,1
B001230,H001042,Tammy Baldwin,Mazie Hirono,32,34,2
B001230,H001061,Tammy Baldwin,John Hoeven,27,34,0
B001230,I000024,Tammy Baldwin,James Inhofe,25,34,1
B001230,I000055,Tammy Baldwin,Johnny Isakson,28,34,1
B001230,J000293,Tammy Baldwin,Ron Johnson,26,33,0
B001230,K000384,Tammy Baldwin,Tim Kaine,27,31,2
B001230,K000383,Tammy Baldwin,Angus King,31,34,2
B001230,K000360,Tammy Baldwin,Mark Kirk,26,31,2
B001230,K000367,Tammy Baldwin,Amy Klobuchar,31,34,2
B001230,L000575,Tammy Baldwin,James Lankford,22,34,1
B001230,L000174,Tammy Baldwin,Patrick Leahy,30,33,2
B001230,L000577,Tammy Baldwin,Mike Lee,15,31,0
B001230,M001183,Tammy Baldwin,Joe Manchin,31,34,2
B001230,M000133,Tammy Baldwin,Edward Markey,30,34,0
B001230,M000303,Tammy Baldwin,John McCain,28,34,1
B001230,M001170,Tammy Baldwin,Claire McCaskill,28,32,2
B001230,M000355,Tammy Baldwin,Mitch McConnell,29,34,0
B001230,M000639,Tammy Baldwin,Robert Menendez,30,33,1
B001230,M001176,Tammy Baldwin,Jeff Merkley,30,34,0
B001230,M000702,Tammy Baldwin,Barbara Mikulski,30,32,0
B001230,M000934,Tammy Baldwin,Jerry Moran,24,32,1
B001230,M001153,Tammy Baldwin,Lisa Murkowski,25,31,1
B001230,M001169,Tammy Baldwin,Christopher Murphy,29,34,1
B001230,M001111,Tammy Baldwin,Patty Murray,30,34,1
B001230,N000032,Tammy Baldwin,Bill Nelson,30,33,2
B001230,P000603,Tammy Baldwin,Rand Paul,22,32,0
B001230,P000612,Tammy Baldwin,David Perdue,23,33,1
B001230,P000595,Tammy Baldwin,Gary Peters,29,33,1
B001230,P000449,Tammy Baldwin,Rob Portman,28,34,2
B001230,R000122,Tammy Baldwin,Jack Reed,31,34,0
B001230,R000146,Tammy Baldwin,Harry Reid,27,31,0
B001230,R000584,Tammy Baldwin,Jim Risch,24,34,1
B001230,R000307,Tammy Baldwin,Pat Roberts,28,34,1
B001230,R000605,Tammy Baldwin,Mike Rounds,28,34,0
B001230,R000595,Tammy Baldwin,Marco Rubio,19,30,1
B001230,S000033,Tammy Baldwin,Bernard Sanders,19,20,1
B001230,S001197,Tammy Baldwin,Ben Sasse,17,34,0
B001230,S001194,Tammy Baldwin,Brian Schatz,30,33,2
B001230,S000148,Tammy Baldwin,Charles Schumer,31,34,1
B001230,S001184,Tammy Baldwin,Tim Scott,21,32,0
B001230,S001141,Tammy Baldwin,Jeff Sessions,21,32,1
B001230,S001181,Tammy Baldwin,Jeanne Shaheen,30,34,2
B001230,S000320,Tammy Baldwin,Richard Shelby,24,34,0
B001230,S000770,Tammy Baldwin,Debbie Stabenow,29,33,2
B001230,S001198,Tammy Baldwin,Dan Sullivan,24,30,2
B001230,T000464,Tammy Baldwin,Jon Tester,31,34,1
B001230,T000250,Tammy Baldwin,John Thune,29,34,0
B001230,T000476,Tammy Baldwin,Thom Tillis,27,34,2
B001230,T000461,Tammy Baldwin,Patrick Toomey,24,32,1
B001230,U000039,Tammy Baldwin,Tom Udall,31,34,2
B001230,V000127,Tammy Baldwin,David Vitter,22,29,1
B001230,W000805,Tammy Baldwin,Mark Warner,27,33,1
B001230,W000817,Tammy Baldwin,Elizabeth Warren,28,34,1
B001230,W000802,Tammy Baldwin,Sheldon Whitehouse,31,34,2
B001230,W000437,Tammy Baldwin,Roger Wicker,28,34,1
B001230,W000779,Tammy Baldwin,Ron Wyden,29,34,0
B001261,B001267,John Barrasso,Michael Bennet,32,34,0
B001261,B001277,John Barrasso,Richard Blumenthal,29,34,0
B001261,B000575,John Barrasso,Roy Blunt,32,34,1
B001261,B001288,John Barrasso,Cory Booker,24,33,0
B001261,B001236,John Barrasso,John Boozman,31,34,1
B001261,B000711,John Barrasso,Barbara Boxer,21,27,0
B001261,B000944,John Barrasso,Sherrod Brown,27,34,0
B001261,B001135,John Barrasso,Richard Burr,33,34,1
B001261,C000127,John Barrasso,Maria Cantwell,30,34,1
B001261,C001047,John Barrasso,Shelley Capito,32,33,1
B001261,C000141,John Barrasso,Benjamin Cardin,29,34,0
B001261,C000174,John Barrasso,Thomas Carper,28,31,0
B001261,C001070,John Barrasso,Bob Casey,30,34,0
B001261,C001075,John Barrasso,Bill Cassidy,30,32,2
B001261,C000542,John Barrasso,Daniel Coats,33,34,1
B001261,C000567,John Barrasso,Thad Cochran,34,34,1
B001261,C001035,John Barrasso,Susan Collins,32,34,1
B001261,C001088,John Barrasso,Christopher Coons,29,33,0
B001261,C001071,John Barrasso,Bob Corker,28,33,1
B001261,C001056,John Barrasso,John Cornyn,32,34,2
B001261,C001095,John Barrasso,Tom Cotton,29,34,1
B001261,C000880,John Barrasso,Michael Crapo,28,34,1
B001261,C001098,John Barrasso,Ted Cruz,14,24,1
B001261,D000618,John Barrasso,Steve Daines,29,34,2
B001261,D000607,John Barrasso,Joe Donnelly,30,34,1
B001261,D000563,John Barrasso,Richard Durbin,28,33,0
B001261,E000285,John Barrasso,Michael Enzi,33,33,1
B001261,E000295,John Barrasso,Joni Ernst,33,34,1
B001261,F000062,John Barrasso,Dianne Feinstein,31,34,0
B001261,F000463,John Barrasso,Deb Fischer,32,34,1
B001261,F000444,John Barrasso,Jeff Flake,26,34,1
B001261,F000457,John Barrasso,Al Franken,27,34,1
B001261,G000562,John Barrasso,Cory Gardner,29,31,1
B001261,G000555,John Barrasso,Kirsten Gillibrand,26,33,0
B001261,G000359,John Barrasso,Lindsey Graham,25,26,1
B001261,G000386,John Barrasso,Charles Grassley,32,34,1
B001261,H000338,John Barrasso,Orrin Hatch,34,34,2
B001261,H001046,John Barrasso,Martin Heinrich,29,34,1
B001261,H001069,John Barrasso,Heidi Heitkamp,31,34,1
B001261,H001041,John Barrasso,Dean Heller,28,33,1
B001261,H001042,John Barrasso,Mazie Hirono,29,34,0
B001261,H001061,John Barrasso,John Hoeven,32,34,1
B001261,I000024,John Barrasso,James Inhofe,30,34,2
B001261,I000055,John Barrasso,Johnny Isakson,33,34,1
B001261,J000293,John Barrasso,Ron Johnson,31,33,1
B001261,K000384,John Barrasso,Tim Kaine,28,31,0
B001261,K000383,John Barrasso,Angus King,30,34,0
B001261,K000360,John Barrasso,Mark Kirk,29,31,1
B001261,K000367,John Barrasso,Amy Klobuchar,30,34,0
B001261,L000575,John Barrasso,James Lankford,27,34,1
B001261,L000174,John Barrasso,Patrick Leahy,25,33,0
B001261,L000577,John Barrasso,Mike Lee,15,31,1
B001261,M001183,John Barrasso,Joe Manchin,30,34,1
B001261,M000133,John Barrasso,Edward Markey,25,34,0
B001261,M000303,John Barrasso,John McCain,33,34,1
B001261,M001170,John Barrasso,Claire McCaskill,30,32,1
B001261,M000355,John Barrasso,Mitch McConnell,34,34,1
B001261,M000639,John Barrasso,Robert Menendez,25,33,0
B001261,M001176,John Barrasso,Jeff Merkley,25,34,0
B001261,M000702,John Barrasso,Barbara Mikulski,27,32,0
B001261,M000934,John Barrasso,Jerry Moran,29,32,1
B001261,M001153,John Barrasso,Lisa Murkowski,30,31,1
B001261,M001169,John Barrasso,Christopher Murphy,28,34,0
B001261,M001111,John Barrasso,Patty Murray,31,34,1
B001261,N000032,John Barrasso,Bill Nelson,29,33,0
B001261,P000603,John Barrasso,Rand Paul,22,32,1
B001261,P000612,John Barrasso,David Perdue,28,33,1
B001261,P000595,John Barrasso,Gary Peters,28,33,0
B001261,P000449,John Barrasso,Rob Portman,33,34,1
B001261,R000122,John Barrasso,Jack Reed,28,34,0
B001261,R000146,John Barrasso,Harry Reid,25,31,0
B001261,R000584,John Barrasso,Jim Risch,27,34,1
B001261,R000307,John Barrasso,Pat Roberts,33,34,1
B001261,R000605,John Barrasso,Mike Rounds,33,34,1
B001261,R000595,John Barrasso,Marco Rubio,22,30,1
B001261,S000033,John Barrasso,Bernard Sanders,15,20,0
B001261,S001197,John Barrasso,Ben Sasse,22,34,1
B001261,S001194,John Barrasso,Brian Schatz,29,33,1
B001261,S000148,John Barrasso,Charles Schumer,28,34,0
B001261,S001184,John Barrasso,Tim Scott,25,32,1
B001261,S001141,John Barrasso,Jeff Sessions,24,32,1
B001261,S001181,John Barrasso,Jeanne Shaheen,31,34,0
B001261,S000320,John Barrasso,Richard Shelby,27,34,1
B001261,S000770,John Barrasso,Debbie Stabenow,28,33,0
B001261,S001198,John Barrasso,Dan Sullivan,27,30,1
B001261,T000464,John Barrasso,Jon Tester,30,34,2
B001261,T000250,John Barrasso,John Thune,34,34,1
B001261,T000476,John Barrasso,Thom Tillis,32,34,1
B001261,T000461,John Barrasso,Patrick Toomey,29,32,1
B001261,U000039,John Barrasso,Tom Udall,28,34,1
B001261,V000127,John Barrasso,David Vitter,26,29,1
B001261,W000805,John Barrasso,Mark Warner,30,33,2
B001261,W000817,John Barrasso,Elizabeth Warren,23,34,1
B001261,W000802,John Barrasso,Sheldon Whitehouse,28,34,0
B001261,W000437,John Barrasso,Roger Wicker,33,34,2
B001261,W000779,John Barrasso,Ron Wyden,26,34,0
B001267,B001277,Michael Bennet,Richard Blumenthal,31,34,1
B001267,B000575,Michael Bennet,Roy Blunt,30,34,1
B001267,B001288,Michael Bennet,Cory Booker,26,33,1
B001267,B001236,Michael Bennet,John Boozman,31,34,1
B001267,B000711,Michael Bennet,Barbara Boxer,23,27,1
B001267,B000944,Michael Bennet,Sherrod Brown,29,34,0
B001267,B001135,Michael Bennet,Richard Burr,31,34,1
B001267,C000127,Michael Bennet,Maria Cantwell,32,34,0
B001267,C001047,Michael Bennet,Shelley Capito,32,33,1
B001267,C000141,Michael Bennet,Benjamin Cardin,31,34,0
B001267,C000174,Michael Bennet,Thomas Carper,30,31,1
B001267,C001070,Michael Bennet,Bob Casey,32,34,1
B001267,C001075,Michael Bennet,Bill Cassidy,30,32,1
B001267,C000542,Michael Bennet,Daniel Coats,31,34,1
B001267,C000567,Michael Bennet,Thad Cochran,32,34,1
B001267,C001035,Michael Bennet,Susan Collins,32,34,1
B001267,C001088,Michael Bennet,Christopher Coons,31,33,1
B001267,C001071,Michael Bennet,Bob Corker,26,33,0
B001267,C001056,Michael Bennet,John Cornyn,32,34,0
B001267,C001095,Michael Bennet,Tom Cotton,27,34,0
B001267,C000880,Michael Bennet,Michael Crapo,26,34,1
B001267,C001098,Michael Bennet,Ted Cruz,14,24,0
B001267,D000618,Michael Bennet,Steve Daines,29,34,1
B001267,D000607,Michael Bennet,Joe Donnelly,32,34,1
B001267,D000563,Michael Bennet,Richard Durbin,30,33,1
B001267,E000285,Michael Bennet,Michael Enzi,31,33,1
B001267,E000295,Michael Bennet,Joni Ernst,31,34,1
B001267,F000062,Michael Bennet,Dianne Feinstein,33,34,1
B001267,F000463,Michael Bennet,Deb Fischer,30,34,1
B001267,F000444,Michael Bennet,Jeff Flake,26,34,1
B001267,F000457,Michael Bennet,Al Franken,29,34,1
B001267,G000562,Michael Bennet,Cory Gardner,29,31,1
B001267,G000555,Michael Bennet,Kirsten Gillibrand,28,33,0
B001267,G000359,Michael Bennet,Lindsey Graham,24,26,1
B001267,G000386,Michael Bennet,Charles Grassley,32,34,1
B001267,H000338,Michael Bennet,Orrin Hatch,32,34,1
B001267,H001046,Michael Bennet,Martin Heinrich,31,34,0
B001267,H001069,Michael Bennet,Heidi Heitkamp,33,34,0
B001267,H001041,Michael Bennet,Dean Heller,28,33,1
B001267,H001042,Michael Bennet,Mazie Hirono,31,34,1
B001267,H001061,Michael Bennet,John Hoeven,32,34,0
B001267,I000024,Michael Bennet,James Inhofe,30,34,1
B001267,I000055,Michael Bennet,Johnny Isakson,31,34,1
B001267,J000293,Michael Bennet,Ron Johnson,31,33,0
B001267,K000384,Michael Bennet,Tim Kaine,30,31,1
B001267,K000383,Michael Bennet,Angus King,32,34,1
B001267,K000360,Michael Bennet,Mark Kirk,31,31,1
B001267,K000367,Michael Bennet,Amy Klobuchar,32,34,1
B001267,L000575,Michael Bennet,James Lankford,27,34,1
B001267,L000174,Michael Bennet,Patrick Leahy,27,33,1
B001267,L000577,Michael Bennet,Mike Lee,15,31,0
B001267,M001183,Michael Bennet,Joe Manchin,32,34,1
B001267,M000133,Michael Bennet,Edward Markey,27,34,0
B001267,M000303,Michael Bennet,John McCain,31,34,1
B001267,M001170,Michael Bennet,Claire McCaskill,32,32,1
B001267,M000355,Michael Bennet,Mitch McConnell,32,34,0
B001267,M000639,Michael Bennet,Robert Menendez,27,33,0
B001267,M001176,Michael Bennet,Jeff Merkley,27,34,0
B001267,M000702,Michael Bennet,Barbara Mikulski,29,32,0
