member_a_id,member_b_id,member_a_name,member_b_name,metric
F000463,M001183,Deb Fischer,Joe Manchin,2.0
C000567,N000032,Thad Cochran,Bill Nelson,1.0
S001194,T000461,Brian Schatz,Patrick Toomey,1.0
A000360,I000055,Lamar Alexander,Johnny Isakson,2.0
K000360,M000133,Mark Kirk,Edward Markey,1.0
K000384,M000355,Tim Kaine,Mitch McConnell,0.0
M001183,T000250,Joe Manchin,John Thune,2.0
N000032,S000320,Bill Nelson,Richard Shelby,0.0
C000141,M000639,Benjamin Cardin,Robert Menendez,0.0
C001056,W000437,John Cornyn,Roger Wicker,3.0
H001046,M000702,Martin Heinrich,Barbara Mikulski,0.0
H001069,R000122,Heidi Heitkamp,Jack Reed,0.0
