member_a_id,member_b_id,member_a_name,member_b_name,votes_same,bills_same,mutual_sponsorships
A000360,F000444,Lamar Alexander,Jeff Flake,12,13,1
C001035,S001141,Susan Collins,Jeff Sessions,1,1,0
B001230,C001098,Tammy Baldwin,Ted Cruz,12,16,0
H001075,T000461,Kamala Harris,Patrick Toomey,10,16,1
C000880,T000250,Michael Crapo,John Thune,16,17,0
G000555,R000595,Kirsten Gillibrand,Marco Rubio,10,16,0
H001069,M000934,Heidi Heitkamp,Jerry Moran,15,16,2
R000584,S001194,Jim Risch,Brian Schatz,14,16,0
B001288,H001079,Cory Booker,Cindy Hyde-Smith,6,6,0
B001230,C001095,Tammy Baldwin,Tom Cotton,13,17,0
A000360,E000295,Lamar Alexander,Joni Ernst,15,15,1
E000285,R000605,Michael Enzi,Mike Rounds,17,17,0
D000622,R000595,Tammy Duckworth,Marco Rubio,11,14,0
E000285,M001111,Michael Enzi,Patty Murray,12,16,0
E000285,S001202,Michael Enzi,Luther Strange,6,6,0
C000174,M001176,Thomas Carper,Jeff Merkley,13,17,0
B000944,P000595,Sherrod Brown,Gary Peters,16,17,0
C000880,F000457,Michael Crapo,Al Franken,7,8,0
G000359,R000307,Lindsey Graham,Pat Roberts,15,15,0
H001061,Y000064,John Hoeven,Todd Young,16,16,1
B001135,H001075,Richard Burr,Kamala Harris,12,16,1
B000575,C001071,Roy Blunt,Bob Corker,13,16,2
B001288,C001095,Cory Booker,Tom Cotton,12,16,1
C001095,H001075,Tom Cotton,Kamala Harris,13,17,1
B001230,S000033,Tammy Baldwin,Bernard Sanders,11,17,0
H001042,P000595,Mazie Hirono,Gary Peters,15,16,0
C001095,T000461,Tom Cotton,Patrick Toomey,14,16,1
H001046,K000352,Martin Heinrich,Jon Kyl,2,2,0
B001236,H001079,John Boozman,Cindy Hyde-Smith,6,6,0
C001070,F000463,Bob Casey,Deb Fischer,14,16,1
C001088,P000603,Christopher Coons,Rand Paul,6,17,0
C000567,M001169,Thad Cochran,Christopher Murphy,6,10,0
T000250,T000476,John Thune,Thom Tillis,17,17,0
K000393,W000802,John Kennedy,Sheldon Whitehouse,15,17,0
C001075,N000032,Bill Cassidy,Bill Nelson,15,16,1
K000352,R000584,Jon Kyl,Jim Risch,2,2,0
J000300,Y000064,Doug Jones,Todd Young,9,9,0
G000359,K000393,Lindsey Graham,John Kennedy,15,15,0
N000032,T000464,Bill Nelson,Jon Tester,16,17,1
B001135,M001170,Richard Burr,Claire McCaskill,14,16,1
C001088,V000128,Christopher Coons,Chris Van Hollen,14,17,1
K000393,W000817,John Kennedy,Elizabeth Warren,12,17,0
M000639,S001141,Robert Menendez,Jeff Sessions,1,1,0
D000622,R000122,Tammy Duckworth,Jack Reed,14,15,0
R000122,R000595,Jack Reed,Marco Rubio,14,16,0
B001230,Y000064,Tammy Baldwin,Todd Young,14,17,0
K000393,R000307,John Kennedy,Pat Roberts,17,17,1
L000577,M000355,Mike Lee,Mitch McConnell,9,17,0
B001236,K000384,John Boozman,Tim Kaine,15,16,1
F000444,M001183,Jeff Flake,Joe Manchin,11,15,1
B001230,D000618,Tammy Baldwin,Steve Daines,14,17,0
A000360,S001194,Lamar Alexander,Brian Schatz,12,14,0
C001098,D000618,Ted Cruz,Steve Daines,15,16,1
C001056,R000307,John Cornyn,Pat Roberts,16,16,1
C000567,T000476,Thad Cochran,Thom Tillis,10,10,0
C001113,M001170,Catherine Cortez Masto,Claire McCaskill,15,16,0
M001183,S001197,Joe Manchin,Ben Sasse,14,17,2
A000360,L000174,Lamar Alexander,Patrick Leahy,12,15,0
B001236,C001095,John Boozman,Tom Cotton,15,16,2
C001071,S001181,Bob Corker,Jeanne Shaheen,13,15,0
K000352,R000595,Jon Kyl,Marco Rubio,2,2,0
E000295,F000444,Joni Ernst,Jeff Flake,13,15,1
M000934,T000476,Jerry Moran,Thom Tillis,16,16,2
H001069,T000476,Heidi Heitkamp,Thom Tillis,16,17,2
K000383,T000250,Angus King,John Thune,16,17,0
C001056,G000359,John Cornyn,Lindsey Graham,14,14,0
B001236,T000461,John Boozman,Patrick Toomey,12,15,1
B000575,S001181,Roy Blunt,Jeanne Shaheen,15,16,0
B001236,H001075,John Boozman,Kamala Harris,14,16,1
B000944,S001198,Sherrod Brown,Dan Sullivan,14,16,0
C000174,W000802,Thomas Carper,Sheldon Whitehouse,16,17,0
T000250,W000437,John Thune,Roger Wicker,17,17,0
C001075,D000607,Bill Cassidy,Joe Donnelly,15,16,2
H001075,K000384,Kamala Harris,Tim Kaine,15,17,1
K000384,T000461,Tim Kaine,Patrick Toomey,12,16,1
M000639,S000033,Robert Menendez,Bernard Sanders,9,16,0
D000563,S000770,Richard Durbin,Debbie Stabenow,14,17,0
D000622,H001046,Tammy Duckworth,Martin Heinrich,13,14,0
M001111,S000320,Patty Murray,Richard Shelby,12,16,0
F000457,T000250,Al Franken,John Thune,7,8,0
F000457,M001176,Al Franken,Jeff Merkley,6,8,0
B001277,S000148,Richard Blumenthal,Charles Schumer,15,17,1
T000464,T000461,Jon Tester,Patrick Toomey,11,16,1
A000360,C000880,Lamar Alexander,Michael Crapo,14,15,1
D000607,N000032,Joe Donnelly,Bill Nelson,17,17,1
B001135,C001113,Richard Burr,Catherine Cortez Masto,12,15,0
F000062,I000055,Dianne Feinstein,Johnny Isakson,11,14,0
G000562,G000386,Cory Gardner,Charles Grassley,17,17,1
J000293,K000384,Ron Johnson,Tim Kaine,14,17,0
C001056,K000393,John Cornyn,John Kennedy,16,16,1
B001267,R000307,Michael Bennet,Pat Roberts,16,17,1
M001111,W000805,Patty Murray,Mark Warner,13,16,0
E000295,F000463,Joni Ernst,Deb Fischer,16,16,1
C000880,M000133,Michael Crapo,Edward Markey,11,17,0
C001088,M001170,Christopher Coons,Claire McCaskill,17,17,2
K000384,M001169,Tim Kaine,Christopher Murphy,14,17,0
B001135,V000128,Richard Burr,Chris Van Hollen,11,16,1
C000174,I000024,Thomas Carper,James Inhofe,14,16,1
B001267,S000148,Michael Bennet,Charles Schumer,16,17,1
I000024,S001181,James Inhofe,Jeanne Shaheen,13,15,0
B001236,M001169,John Boozman,Christopher Murphy,12,16,0
F000457,K000383,Al Franken,Angus King,8,8,0
F000062,L000577,Dianne Feinstein,Mike Lee,8,17,0
A000360,F000463,Lamar Alexander,Deb Fischer,14,14,2
C001075,H000338,Bill Cassidy,Orrin Hatch,16,16,1
M000639,W000437,Robert Menendez,Roger Wicker,13,16,2
B000944,W000779,Sherrod Brown,Ron Wyden,12,17,0
S000770,W000817,Debbie Stabenow,Elizabeth Warren,13,17,0
B001135,P000603,Richard Burr,Rand Paul,7,16,0
B001267,G000359,Michael Bennet,Lindsey Graham,14,15,0
C000880,K000383,Michael Crapo,Angus King,15,17,2
W000817,W000802,Elizabeth Warren,Sheldon Whitehouse,14,17,0
I000024,M001176,James Inhofe,Jeff Merkley,10,16,0
H001042,S001181,Mazie Hirono,Jeanne Shaheen,14,15,0
I000024,M000934,James Inhofe,Jerry Moran,14,15,2
H000338,H001079,Orrin Hatch,Cindy Hyde-Smith,7,7,0
C001070,E000295,Bob Casey,Joni Ernst,15,17,1
M001176,T000476,Jeff Merkley,Thom Tillis,12,17,0
C000567,K000384,Thad Cochran,Tim Kaine,9,10,0
K000383,M000133,Angus King,Edward Markey,13,17,0
M001176,M001153,Jeff Merkley,Lisa Murkowski,11,17,0
E000295,S000033,Joni Ernst,Bernard Sanders,8,17,0
M001170,P000603,Claire McCaskill,Rand Paul,6,17,0
B001236,C000567,John Boozman,Thad Cochran,10,10,0
R000605,S001202,Mike Rounds,Luther Strange,6,6,1
B001261,D000563,John Barrasso,Richard Durbin,13,17,0
B001277,F000444,Richard Blumenthal,Jeff Flake,9,15,1
A000360,C001070,Lamar Alexander,Bob Casey,13,15,1
B000944,H001041,Sherrod Brown,Dean Heller,14,17,0
L000575,S000148,James Lankford,Charles Schumer,14,17,0
G000562,S001184,Cory Gardner,Tim Scott,17,17,1
M000639,M001153,Robert Menendez,Lisa Murkowski,14,16,2
B001135,C001088,Richard Burr,Christopher Coons,14,16,1
H001041,W000437,Dean Heller,Roger Wicker,16,17,1
M000355,S001181,Mitch McConnell,Jeanne Shaheen,15,16,0
H000338,N000032,Orrin Hatch,Bill Nelson,16,17,1
B001267,K000393,Michael Bennet,John Kennedy,16,17,2
C001098,S000033,Ted Cruz,Bernard Sanders,7,16,0
D000607,P000449,Joe Donnelly,Rob Portman,16,17,1
M001183,S001194,Joe Manchin,Brian Schatz,14,16,0
B001277,L000575,Richard Blumenthal,James Lankford,12,17,0
F000062,M000303,Dianne Feinstein,John McCain,6,7,0
C000174,W000817,Thomas Carper,Elizabeth Warren,13,17,0
B001267,C001056,Michael Bennet,John Cornyn,15,16,1
E000295,H000338,Joni Ernst,Orrin Hatch,17,17,1
F000463,L000174,Deb Fischer,Patrick Leahy,11,15,0
C001095,M001169,Tom Cotton,Christopher Murphy,12,17,0
N000032,P000449,Bill Nelson,Rob Portman,16,17,1
C001047,J000300,Shelley Capito,Doug Jones,9,9,0
B000575,H001042,Roy Blunt,Mazie Hirono,14,16,0
D000607,H000338,Joe Donnelly,Orrin Hatch,16,17,1
R000595,T000461,Marco Rubio,Patrick Toomey,12,15,1
C001071,H001042,Bob Corker,Mazie Hirono,13,16,0
I000024,W000802,James Inhofe,Sheldon Whitehouse,13,16,0
M001153,W000437,Lisa Murkowski,Roger Wicker,16,17,2
C001047,U000039,Shelley Capito,Tom Udall,14,17,1
H000338,W000817,Orrin Hatch,Elizabeth Warren,12,17,0
M001169,T000461,Christopher Murphy,Patrick Toomey,10,16,0
C001035,Y000064,Susan Collins,Todd Young,16,17,1
H001075,M001169,Kamala Harris,Christopher Murphy,14,17,0
C001035,J000300,Susan Collins,Doug Jones,9,9,0
C001113,P000603,Catherine Cortez Masto,Rand Paul,5,16,0
C001075,P000449,Bill Cassidy,Rob Portman,16,16,2
C000567,C001095,Thad Cochran,Tom Cotton,10,10,0
C001070,L000174,Bob Casey,Patrick Leahy,14,16,0
L000575,M001153,James Lankford,Lisa Murkowski,15,17,0
M000934,S001202,Jerry Moran,Luther Strange,6,6,1
R000584,S001141,Jim Risch,Jeff Sessions,1,1,0
M000934,R000307,Jerry Moran,Pat Roberts,16,16,1
A000360,F000457,Lamar Alexander,Al Franken,6,7,0
L000577,M000303,Mike Lee,John McCain,6,7,1
C001113,V000128,Catherine Cortez Masto,Chris Van Hollen,14,16,0
H001061,S000770,John Hoeven,Debbie Stabenow,15,16,1
C001047,H001061,Shelley Capito,John Hoeven,16,16,1
S000033,S001181,Bernard Sanders,Jeanne Shaheen,9,16,0
H001041,S001198,Dean Heller,Dan Sullivan,15,16,1
I000055,L000577,Johnny Isakson,Mike Lee,7,14,0
B001288,M000355,Cory Booker,Mitch McConnell,13,16,0
C000567,H001075,Thad Cochran,Kamala Harris,8,10,0
C000127,M000133,Maria Cantwell,Edward Markey,13,16,0
H001041,S001181,Dean Heller,Jeanne Shaheen,14,16,0
J000300,T000464,Doug Jones,Jon Tester,9,9,1
H000338,R000584,Orrin Hatch,Jim Risch,16,17,1
C001095,M001170,Tom Cotton,Claire McCaskill,15,17,3
C001047,N000032,Shelley Capito,Bill Nelson,16,17,1
B001236,C001113,John Boozman,Catherine Cortez Masto,13,15,0
P000595,W000779,Gary Peters,Ron Wyden,11,17,1
H001075,S001141,Kamala Harris,Jeff Sessions,1,1,0
D000563,W000802,Richard Durbin,Sheldon Whitehouse,15,17,0
D000622,T000461,Tammy Duckworth,Patrick Toomey,8,14,0
M001183,S000320,Joe Manchin,Richard Shelby,15,17,0
K000393,M001183,John Kennedy,Joe Manchin,15,17,2
B001135,C000174,Richard Burr,Thomas Carper,14,16,0
P000449,U000039,Rob Portman,Tom Udall,14,17,0
B001267,S001194,Michael Bennet,Brian Schatz,15,16,0
P000595,S000148,Gary Peters,Charles Schumer,16,17,1
J000293,W000805,Ron Johnson,Mark Warner,14,17,0
C000127,K000383,Maria Cantwell,Angus King,15,16,1
B001288,M000303,Cory Booker,John McCain,5,7,1
B001267,S001141,Michael Bennet,Jeff Sessions,1,1,0
P000612,S001203,David Perdue,Tina Smith,8,9,0
F000463,P000449,Deb Fischer,Rob Portman,16,16,1
C001047,C001075,Shelley Capito,Bill Cassidy,16,16,2
F000062,M000355,Dianne Feinstein,Mitch McConnell,14,17,0
M001176,S000770,Jeff Merkley,Debbie Stabenow,13,17,0
G000555,R000584,Kirsten Gillibrand,Jim Risch,9,17,0
E000295,S001198,Joni Ernst,Dan Sullivan,16,16,1
B001135,T000461,Richard Burr,Patrick Toomey,13,15,1
C001098,N000032,Ted Cruz,Bill Nelson,14,16,1
C000880,K000367,Michael Crapo,Amy Klobuchar,13,16,1
M001153,S001197,Lisa Murkowski,Ben Sasse,15,17,1
K000384,K000352,Tim Kaine,Jon Kyl,2,2,0
K000367,T000250,Amy Klobuchar,John Thune,14,16,0
M001111,U000039,Patty Murray,Tom Udall,15,16,0
B000944,H001042,Sherrod Brown,Mazie Hirono,16,16,0
K000384,K000393,Tim Kaine,John Kennedy,16,17,2
B001135,C001095,Richard Burr,Tom Cotton,16,16,1
H001079,M001176,Cindy Hyde-Smith,Jeff Merkley,6,7,0
I000055,P000449,Johnny Isakson,Rob Portman,14,14,0
B001261,W000817,John Barrasso,Elizabeth Warren,12,17,0
G000359,M001183,Lindsey Graham,Joe Manchin,13,15,0
S001194,S000770,Brian Schatz,Debbie Stabenow,15,16,0
C001113,C001095,Catherine Cortez Masto,Tom Cotton,13,16,0
C000567,P000603,Thad Cochran,Rand Paul,6,10,0
L000174,N000032,Patrick Leahy,Bill Nelson,13,16,0
D000563,M001176,Richard Durbin,Jeff Merkley,14,17,0
C001088,M001169,Christopher Coons,Christopher Murphy,14,17,0
K000384,M001170,Tim Kaine,Claire McCaskill,17,17,2
H000338,H001069,Orrin Hatch,Heidi Heitkamp,16,17,1
H000338,K000393,Orrin Hatch,John Kennedy,17,17,1
B001236,M001170,John Boozman,Claire McCaskill,15,16,3
C001071,H001041,Bob Corker,Dean Heller,14,16,2
F000463,H001076,Deb Fischer,Margaret Hassan,15,16,1
B001288,L000577,Cory Booker,Mike Lee,6,16,1
H001079,M000934,Cindy Hyde-Smith,Jerry Moran,7,7,0
C000567,V000128,Thad Cochran,Chris Van Hollen,6,10,0
I000055,M000355,Johnny Isakson,Mitch McConnell,14,14,0
C000174,D000563,Thomas Carper,Richard Durbin,14,17,0
H001079,T000461,Cindy Hyde-Smith,Patrick Toomey,4,7,0
H001079,L000577,Cindy Hyde-Smith,Mike Lee,0,7,0
N000032,S001194,Bill Nelson,Brian Schatz,15,16,0
C001113,H001075,Catherine Cortez Masto,Kamala Harris,15,16,0
C001113,T000461,Catherine Cortez Masto,Patrick Toomey,10,15,0
C000567,C001088,Thad Cochran,Christopher Coons,9,10,0
H000338,U000039,Orrin Hatch,Tom Udall,14,17,0
M001169,P000603,Christopher Murphy,Rand Paul,3,17,0
G000562,P000603,Cory Gardner,Rand Paul,7,17,0
F000444,S001198,Jeff Flake,Dan Sullivan,13,15,1
H001042,S001198,Mazie Hirono,Dan Sullivan,13,15,0
C001056,M001183,John Cornyn,Joe Manchin,14,16,1
C001070,H001076,Bob Casey,Margaret Hassan,16,17,0
J000300,K000367,Doug Jones,Amy Klobuchar,7,8,0
C001095,R000595,Tom Cotton,Marco Rubio,15,16,1
B001261,I000024,John Barrasso,James Inhofe,15,16,0
B001135,K000384,Richard Burr,Tim Kaine,14,16,1
M001169,V000128,Christopher Murphy,Chris Van Hollen,17,17,0
B001135,E000285,Richard Burr,Michael Enzi,15,16,0
G000562,G000555,Cory Gardner,Kirsten Gillibrand,10,17,0
B001236,B001135,John Boozman,Richard Burr,14,15,1
C001047,D000607,Shelley Capito,Joe Donnelly,16,17,2
G000562,S001203,Cory Gardner,Tina Smith,8,9,0
G000359,S001194,Lindsey Graham,Brian Schatz,12,14,0
C001088,C001095,Christopher Coons,Tom Cotton,15,17,2
C000127,C000880,Maria Cantwell,Michael Crapo,13,16,1
S001203,W000805,Tina Smith,Mark Warner,8,9,0
C001113,M001169,Catherine Cortez Masto,Christopher Murphy,14,16,0
C001095,K000384,Tom Cotton,Tim Kaine,15,17,2
E000285,J000293,Michael Enzi,Ron Johnson,15,17,0
H001076,L000174,Margaret Hassan,Patrick Leahy,13,16,0
G000359,S001141,Lindsey Graham,Jeff Sessions,1,1,0
G000555,K000393,Kirsten Gillibrand,John Kennedy,10,17,0
D000618,D000607,Steve Daines,Joe Donnelly,16,17,1
B001277,P000612,Richard Blumenthal,David Perdue,13,17,1
I000024,R000605,James Inhofe,Mike Rounds,15,16,2
M001169,W000802,Christopher Murphy,Sheldon Whitehouse,15,17,0
C001075,R000584,Bill Cassidy,Jim Risch,15,16,1
B001288,T000461,Cory Booker,Patrick Toomey,9,15,1
C000127,F000457,Maria Cantwell,Al Franken,7,7,0
D000622,S001203,Tammy Duckworth,Tina Smith,7,7,0
R000595,S001203,Marco Rubio,Tina Smith,8,9,0
E000295,L000174,Joni Ernst,Patrick Leahy,12,16,0
J000293,S001202,Ron Johnson,Luther Strange,6,6,0
M000355,R000584,Mitch McConnell,Jim Risch,16,17,0
C001088,T000461,Christopher Coons,Patrick Toomey,12,16,1
C001088,H001075,Christopher Coons,Kamala Harris,15,17,1
P000612,S001197,David Perdue,Ben Sasse,16,17,2
R000122,S001203,Jack Reed,Tina Smith,9,9,0
B000575,S001198,Roy Blunt,Dan Sullivan,16,16,1
C000567,C001113,Thad Cochran,Catherine Cortez Masto,8,10,0
H001079,I000055,Cindy Hyde-Smith,Johnny Isakson,6,6,0
B001261,W000802,John Barrasso,Sheldon Whitehouse,15,17,0
B001267,M001183,Michael Bennet,Joe Manchin,16,17,2
B001288,I000055,Cory Booker,Johnny Isakson,11,14,0
H001069,R000307,Heidi Heitkamp,Pat Roberts,16,17,1
D000607,K000383,Joe Donnelly,Angus King,17,17,3
H001075,V000128,Kamala Harris,Chris Van Hollen,14,17,1
C000127,H001061,Maria Cantwell,John Hoeven,13,15,1
S001202,W000779,Luther Strange,Ron Wyden,3,6,1
B000944,S001181,Sherrod Brown,Jeanne Shaheen,15,16,0
C001095,V000128,Tom Cotton,Chris Van Hollen,12,17,1
C001047,H000338,Shelley Capito,Orrin Hatch,17,17,1
K000383,K000367,Angus King,Amy Klobuchar,15,16,2
K000393,M001176,John Kennedy,Jeff Merkley,12,17,0
F000444,L000174,Jeff Flake,Patrick Leahy,9,14,0
M001176,V000128,Jeff Merkley,Chris Van Hollen,14,17,0
C001071,S001198,Bob Corker,Dan Sullivan,12,15,1
H001075,P000603,Kamala Harris,Rand Paul,6,17,0
F000457,M001183,Al Franken,Joe Manchin,7,8,0
G000555,I000024,Kirsten Gillibrand,James Inhofe,8,16,0
A000360,H001076,Lamar Alexander,Margaret Hassan,14,15,1
S001181,S000320,Jeanne Shaheen,Richard Shelby,15,16,0
H001076,M001170,Margaret Hassan,Claire McCaskill,17,17,1
C001088,K000384,Christopher Coons,Tim Kaine,17,17,2
J000293,R000605,Ron Johnson,Mike Rounds,15,17,0
D000607,R000584,Joe Donnelly,Jim Risch,15,17,2
B001236,C001088,John Boozman,Christopher Coons,15,16,1
G000555,S001184,Kirsten Gillibrand,Tim Scott,10,17,0
M001169,R000307,Christopher Murphy,Pat Roberts,13,17,0
E000295,H001076,Joni Ernst,Margaret Hassan,16,17,0
H001061,S000033,John Hoeven,Bernard Sanders,8,16,0
R000122,S000320,Jack Reed,Richard Shelby,15,17,0
C001056,S001194,John Cornyn,Brian Schatz,14,16,0
B001135,C000567,Richard Burr,Thad Cochran,9,9,0
K000352,S001203,Jon Kyl,Tina Smith,2,2,0
I000055,P000603,Johnny Isakson,Rand Paul,5,14,0
C001056,S001141,John Cornyn,Jeff Sessions,1,1,0
K000367,W000817,Amy Klobuchar,Elizabeth Warren,14,16,0
S001197,W000437,Ben Sasse,Roger Wicker,16,17,1
C001035,T000464,Susan Collins,Jon Tester,14,17,1
B001288,F000062,Cory Booker,Dianne Feinstein,14,16,0
D000563,I000024,Richard Durbin,James Inhofe,11,16,0
K000384,P000603,Tim Kaine,Rand Paul,6,17,0
K000367,S001203,Amy Klobuchar,Tina Smith,8,8,1
B000944,C001071,Sherrod Brown,Bob Corker,13,16,0
C000567,M001170,Thad Cochran,Claire McCaskill,9,10,0
B000944,N000032,Sherrod Brown,Bill Nelson,16,17,0
D000622,S000320,Tammy Duckworth,Richard Shelby,12,15,0
B001230,C000141,Tammy Baldwin,Benjamin Cardin,15,17,0
R000595,S000320,Marco Rubio,Richard Shelby,16,16,0
C000141,C001098,Benjamin Cardin,Ted Cruz,12,16,1
B000575,P000595,Roy Blunt,Gary Peters,16,17,2
B001261,M001176,John Barrasso,Jeff Merkley,12,17,0
B001135,M001169,Richard Burr,Christopher Murphy,11,16,0
K000384,V000128,Tim Kaine,Chris Van Hollen,14,17,1
C001075,U000039,Bill Cassidy,Tom Udall,13,16,1
C000141,S000033,Benjamin Cardin,Bernard Sanders,9,17,0
H001046,S001203,Martin Heinrich,Tina Smith,8,8,1
C001071,P000595,Bob Corker,Gary Peters,14,16,2
B000575,B000944,Roy Blunt,Sherrod Brown,15,17,1
B001236,V000128,John Boozman,Chris Van Hollen,12,16,1
B001261,C000174,John Barrasso,Thomas Carper,16,17,0
K000393,R000584,John Kennedy,Jim Risch,16,17,2
C001088,M001153,Christopher Coons,Lisa Murkowski,15,17,1
K000384,L000575,Tim Kaine,James Lankford,15,17,0
C001088,S000320,Christopher Coons,Richard Shelby,16,17,0
E000295,S001197,Joni Ernst,Ben Sasse,16,17,1
C000174,F000457,Thomas Carper,Al Franken,8,8,0
C000141,P000449,Benjamin Cardin,Rob Portman,14,17,1
M001176,T000250,Jeff Merkley,John Thune,12,17,0
S000320,W000802,Richard Shelby,Sheldon Whitehouse,15,17,0
G000555,T000464,Kirsten Gillibrand,Jon Tester,12,17,0
B001236,L000575,John Boozman,James Lankford,15,16,0
K000384,R000584,Tim Kaine,Jim Risch,15,17,2
K000352,M001153,Jon Kyl,Lisa Murkowski,2,2,0
H001046,W000437,Martin Heinrich,Roger Wicker,15,16,1
P000595,Y000064,Gary Peters,Todd Young,16,17,1
A000360,T000476,Lamar Alexander,Thom Tillis,15,15,1
J000293,K000393,Ron Johnson,John Kennedy,15,17,0
C000174,T000250,Thomas Carper,John Thune,16,17,0
C001035,S001184,Susan Collins,Tim Scott,16,17,1
C000174,C000880,Thomas Carper,Michael Crapo,15,17,1
C000880,M001183,Michael Crapo,Joe Manchin,14,17,2
M001169,U000039,Christopher Murphy,Tom Udall,16,17,0
B001230,C001047,Tammy Baldwin,Shelley Capito,14,17,1
M001111,S001194,Patty Murray,Brian Schatz,14,16,0
C001047,C001098,Shelley Capito,Ted Cruz,15,16,1
M001153,U000039,Lisa Murkowski,Tom Udall,13,17,1
D000618,I000055,Steve Daines,Johnny Isakson,14,14,0
C001071,M000303,Bob Corker,John McCain,5,7,1
B000944,M000355,Sherrod Brown,Mitch McConnell,15,17,0
J000293,R000307,Ron Johnson,Pat Roberts,15,17,0
J000300,K000384,Doug Jones,Tim Kaine,9,9,1
H001046,M001153,Martin Heinrich,Lisa Murkowski,14,16,1
B000575,M000303,Roy Blunt,John McCain,7,7,1
R000605,S001141,Mike Rounds,Jeff Sessions,1,1,0
E000285,S001141,Michael Enzi,Jeff Sessions,1,1,0
G000562,H001079,Cory Gardner,Cindy Hyde-Smith,7,7,0
F000062,H001042,Dianne Feinstein,Mazie Hirono,15,16,0
C001047,S000033,Shelley Capito,Bernard Sanders,8,17,0
B001135,P000612,Richard Burr,David Perdue,15,16,1
M000355,P000595,Mitch McConnell,Gary Peters,16,17,0
H001075,M000934,Kamala Harris,Jerry Moran,13,16,1
M001169,S000770,Christopher Murphy,Debbie Stabenow,14,17,0
G000555,J000293,Kirsten Gillibrand,Ron Johnson,8,17,0
B001277,M001169,Richard Blumenthal,Christopher Murphy,17,17,0
C001095,L000575,Tom Cotton,James Lankford,17,17,0
A000360,M000934,Lamar Alexander,Jerry Moran,15,15,1
A000360,H001069,Lamar Alexander,Heidi Heitkamp,14,15,2
A000360,S001197,Lamar Alexander,Ben Sasse,14,15,1
E000295,H001069,Joni Ernst,Heidi Heitkamp,16,17,1
E000295,M000934,Joni Ernst,Jerry Moran,16,16,1
H001042,I000055,Mazie Hirono,Johnny Isakson,11,13,0
M001111,P000449,Patty Murray,Rob Portman,12,16,0
S001194,S001141,Brian Schatz,Jeff Sessions,1,1,0
D000622,M001153,Tammy Duckworth,Lisa Murkowski,11,15,0
F000457,W000802,Al Franken,Sheldon Whitehouse,8,8,0
F000457,K000367,Al Franken,Amy Klobuchar,8,8,0
R000307,S000320,Pat Roberts,Richard Shelby,17,17,0
B000944,F000444,Sherrod Brown,Jeff Flake,11,15,0
L000575,T000461,James Lankford,Patrick Toomey,14,16,0
M000133,W000817,Edward Markey,Elizabeth Warren,17,17,0
M001153,R000595,Lisa Murkowski,Marco Rubio,15,16,1
L000174,T000476,Patrick Leahy,Thom Tillis,12,16,0
C001047,D000618,Shelley Capito,Steve Daines,17,17,1
D000563,K000367,Richard Durbin,Amy Klobuchar,14,16,0
B001261,C000127,John Barrasso,Maria Cantwell,14,16,0
T000476,W000779,Thom Tillis,Ron Wyden,10,17,1
C001071,L000577,Bob Corker,Mike Lee,10,16,1
M001153,R000122,Lisa Murkowski,Jack Reed,14,17,0
B001277,C000567,Richard Blumenthal,Thad Cochran,6,10,0
F000444,S001141,Jeff Flake,Jeff Sessions,1,1,0
C001056,J000293,John Cornyn,Ron Johnson,14,16,0
G000562,H001061,Cory Gardner,John Hoeven,16,16,1
K000352,V000128,Jon Kyl,Chris Van Hollen,2,2,0
I000055,M001111,Johnny Isakson,Patty Murray,10,13,0
D000622,W000437,Tammy Duckworth,Roger Wicker,12,15,0
H001061,P000449,John Hoeven,Rob Portman,16,16,1
G000562,J000300,Cory Gardner,Doug Jones,9,9,0
B001288,H001041,Cory Booker,Dean Heller,12,16,1
H001076,R000584,Margaret Hassan,Jim Risch,15,17,0
R000595,W000437,Marco Rubio,Roger Wicker,16,16,1
B000575,L000577,Roy Blunt,Mike Lee,9,17,1
F000457,I000024,Al Franken,James Inhofe,6,7,0
H001046,M000639,Martin Heinrich,Robert Menendez,14,15,1
L000575,M001169,James Lankford,Christopher Murphy,12,17,0
M001183,R000605,Joe Manchin,Mike Rounds,15,17,2
B001277,C001095,Richard Blumenthal,Tom Cotton,12,17,1
C000174,K000383,Thomas Carper,Angus King,17,17,1
B000575,I000055,Roy Blunt,Johnny Isakson,14,14,0
C001113,S001184,Catherine Cortez Masto,Tim Scott,14,16,0
C001088,P000612,Christopher Coons,David Perdue,16,17,2
M001183,Y000064,Joe Manchin,Todd Young,15,17,1
J000300,K000352,Doug Jones,Jon Kyl,2,2,0
E000285,M001183,Michael Enzi,Joe Manchin,15,17,0
B001288,S001198,Cory Booker,Dan Sullivan,13,16,1
I000024,T000250,James Inhofe,John Thune,15,16,0
H001079,S001198,Cindy Hyde-Smith,Dan Sullivan,6,6,0
B001230,R000584,Tammy Baldwin,Jim Risch,13,17,0
C000880,I000024,Michael Crapo,James Inhofe,14,16,2
C001098,R000584,Ted Cruz,Jim Risch,15,16,1
K000352,W000779,Jon Kyl,Ron Wyden,2,2,0
B001277,H001075,Richard Blumenthal,Kamala Harris,14,17,1
F000463,T000476,Deb Fischer,Thom Tillis,16,16,1
L000577,S000148,Mike Lee,Charles Schumer,7,17,1
B001277,T000461,Richard Blumenthal,Patrick Toomey,10,16,1
C001071,I000055,Bob Corker,Johnny Isakson,10,13,0
T000464,U000039,Jon Tester,Tom Udall,16,17,0
C000174,M000133,Thomas Carper,Edward Markey,13,17,0
