member_a_id,member_b_id,member_a_name,member_b_name,votes_same,bills_same,mutual_sponsorships
S001181,V000128,Jeanne Shaheen,Chris Van Hollen,13,16,0
I000055,K000367,Johnny Isakson,Amy Klobuchar,12,14,0
B001288,M000133,Cory Booker,Edward Markey,15,16,0
B001236,G000359,John Boozman,Lindsey Graham,14,14,0
B001230,B000944,Tammy Baldwin,Sherrod Brown,16,17,1
C001056,T000461,John Cornyn,Patrick Toomey,13,15,1
C001056,H001075,John Cornyn,Kamala Harris,13,16,1
P000595,W000802,Gary Peters,Sheldon Whitehouse,16,17,0
C001088,R000122,Christopher Coons,Jack Reed,16,17,0
B001267,C000567,Michael Bennet,Thad Cochran,9,10,0
S000320,S000770,Richard Shelby,Debbie Stabenow,16,17,0
D000618,H001076,Steve Daines,Margaret Hassan,16,17,0
L000174,M001176,Patrick Leahy,Jeff Merkley,15,16,0
H000338,T000476,Orrin Hatch,Thom Tillis,17,17,1
J000293,L000575,Ron Johnson,James Lankford,16,17,0
C001113,M001183,Catherine Cortez Masto,Joe Manchin,14,16,0
D000622,T000464,Tammy Duckworth,Jon Tester,14,15,0
D000563,H001042,Richard Durbin,Mazie Hirono,14,16,0
H001079,M001111,Cindy Hyde-Smith,Patty Murray,6,6,0
B001236,K000393,John Boozman,John Kennedy,16,16,3
K000367,M000133,Amy Klobuchar,Edward Markey,14,16,0
R000595,T000464,Marco Rubio,Jon Tester,14,16,1
H001041,W000817,Dean Heller,Elizabeth Warren,11,17,0
C001075,Y000064,Bill Cassidy,Todd Young,16,16,1
G000562,S001197,Cory Gardner,Ben Sasse,16,17,1
M001153,S001181,Lisa Murkowski,Jeanne Shaheen,14,16,0
M000934,N000032,Jerry Moran,Bill Nelson,15,16,1
C001056,M001169,John Cornyn,Christopher Murphy,12,16,0
B001267,C001095,Michael Bennet,Tom Cotton,15,17,2
C000127,F000062,Maria Cantwell,Dianne Feinstein,15,16,0
S001181,S000770,Jeanne Shaheen,Debbie Stabenow,16,16,0
S001198,W000817,Dan Sullivan,Elizabeth Warren,12,16,0
C000141,F000463,Benjamin Cardin,Deb Fischer,13,16,1
F000457,L000575,Al Franken,James Lankford,7,8,0
H001061,S000320,John Hoeven,Richard Shelby,16,16,0
C001075,J000300,Bill Cassidy,Doug Jones,8,8,0
J000300,S000320,Doug Jones,Richard Shelby,9,9,0
S000320,Y000064,Richard Shelby,Todd Young,17,17,0
F000457,S001184,Al Franken,Tim Scott,7,8,0
K000384,L000577,Tim Kaine,Mike Lee,8,17,1
C001113,R000122,Catherine Cortez Masto,Jack Reed,16,16,0
B001267,H001075,Michael Bennet,Kamala Harris,15,17,1
M001170,S001141,Claire McCaskill,Jeff Sessions,1,1,0
M001183,V000128,Joe Manchin,Chris Van Hollen,15,17,1
C000567,C001056,Thad Cochran,John Cornyn,10,10,0
C000141,T000461,Benjamin Cardin,Patrick Toomey,11,16,1
C001035,C001095,Susan Collins,Tom Cotton,15,17,1
C001071,D000563,Bob Corker,Richard Durbin,11,16,0
B001135,S001194,Richard Burr,Brian Schatz,12,15,0
K000393,S001202,John Kennedy,Luther Strange,6,6,1
E000285,P000612,Michael Enzi,David Perdue,17,17,0
G000359,S001197,Lindsey Graham,Ben Sasse,14,15,0
C001088,M001183,Christopher Coons,Joe Manchin,16,17,2
C001075,M000934,Bill Cassidy,Jerry Moran,15,15,1
C000141,C001070,Benjamin Cardin,Bob Casey,16,17,1
B001277,J000293,Richard Blumenthal,Ron Johnson,11,17,0
G000386,M000639,Charles Grassley,Robert Menendez,13,16,2
F000444,H001042,Jeff Flake,Mazie Hirono,11,14,0
M001111,P000612,Patty Murray,David Perdue,12,16,0
H001069,L000174,Heidi Heitkamp,Patrick Leahy,13,16,0
P000612,S001202,David Perdue,Luther Strange,6,6,1
C001071,E000295,Bob Corker,Joni Ernst,13,16,1
C000174,H001041,Thomas Carper,Dean Heller,15,17,1
I000024,S001198,James Inhofe,Dan Sullivan,14,15,1
C001071,S000770,Bob Corker,Debbie Stabenow,14,16,1
P000595,W000817,Gary Peters,Elizabeth Warren,13,17,0
B001267,K000384,Michael Bennet,Tim Kaine,17,17,2
S000320,V000128,Richard Shelby,Chris Van Hollen,13,17,0
M000303,M001169,John McCain,Christopher Murphy,4,7,0
B001267,B001236,Michael Bennet,John Boozman,15,16,1
B001288,F000457,Cory Booker,Al Franken,7,8,0
C000880,H001079,Michael Crapo,Cindy Hyde-Smith,6,7,0
C001113,S001194,Catherine Cortez Masto,Brian Schatz,15,15,0
B000944,W000817,Sherrod Brown,Elizabeth Warren,14,17,0
R000307,S001203,Pat Roberts,Tina Smith,8,9,0
H001079,T000250,Cindy Hyde-Smith,John Thune,7,7,0
H001061,W000817,John Hoeven,Elizabeth Warren,11,16,0
G000359,M001169,Lindsey Graham,Christopher Murphy,11,15,0
C001113,S001141,Catherine Cortez Masto,Jeff Sessions,1,1,0
L000575,P000612,James Lankford,David Perdue,16,17,0
B001288,T000250,Cory Booker,John Thune,13,16,0
C000567,K000393,Thad Cochran,John Kennedy,10,10,0
J000300,S001203,Doug Jones,Tina Smith,8,9,0
C000567,R000307,Thad Cochran,Pat Roberts,10,10,0
S001203,Y000064,Tina Smith,Todd Young,8,9,0
D000563,S001181,Richard Durbin,Jeanne Shaheen,13,16,0
D000618,E000295,Steve Daines,Joni Ernst,17,17,1
F000444,S001197,Jeff Flake,Ben Sasse,13,15,1
C000127,I000055,Maria Cantwell,Johnny Isakson,12,14,0
D000607,M000934,Joe Donnelly,Jerry Moran,15,16,2
C000567,G000359,Thad Cochran,Lindsey Graham,9,9,0
H001042,S000148,Mazie Hirono,Charles Schumer,16,16,0
K000393,S001181,John Kennedy,Jeanne Shaheen,15,16,0
H001046,M001170,Martin Heinrich,Claire McCaskill,16,16,1
K000393,M001169,John Kennedy,Christopher Murphy,13,17,0
D000618,F000444,Steve Daines,Jeff Flake,13,15,1
H001061,S001203,John Hoeven,Tina Smith,8,9,0
D000622,P000595,Tammy Duckworth,Gary Peters,13,15,0
C000141,C001056,Benjamin Cardin,John Cornyn,13,16,1
P000603,W000437,Rand Paul,Roger Wicker,7,17,0
B001236,E000295,John Boozman,Joni Ernst,16,16,1
R000584,R000595,Jim Risch,Marco Rubio,15,16,1
B001236,F000444,John Boozman,Jeff Flake,12,14,1
D000607,I000055,Joe Donnelly,Johnny Isakson,13,14,0
B000575,S000320,Roy Blunt,Richard Shelby,17,17,0
A000360,H001042,Lamar Alexander,Mazie Hirono,12,14,0
K000352,S001198,Jon Kyl,Dan Sullivan,2,2,0
C001070,C000567,Bob Casey,Thad Cochran,8,10,0
P000595,R000595,Gary Peters,Marco Rubio,15,16,1
C000127,M000934,Maria Cantwell,Jerry Moran,13,15,1
C001071,S000320,Bob Corker,Richard Shelby,13,16,0
C001088,N000032,Christopher Coons,Bill Nelson,17,17,1
B000944,D000622,Sherrod Brown,Tammy Duckworth,14,15,0
H001075,L000174,Kamala Harris,Patrick Leahy,13,16,0
I000055,S001197,Johnny Isakson,Ben Sasse,13,14,0
H001079,Y000064,Cindy Hyde-Smith,Todd Young,7,7,0
B000944,R000595,Sherrod Brown,Marco Rubio,14,16,0
H001079,W000779,Cindy Hyde-Smith,Ron Wyden,6,7,0
H001041,H001042,Dean Heller,Mazie Hirono,13,16,0
B000944,R000122,Sherrod Brown,Jack Reed,17,17,0
D000563,Y000064,Richard Durbin,Todd Young,13,17,0
D000563,J000300,Richard Durbin,Doug Jones,8,9,0
G000359,S000770,Lindsey Graham,Debbie Stabenow,14,15,0
N000032,P000603,Bill Nelson,Rand Paul,6,17,0
C000127,S001184,Maria Cantwell,Tim Scott,14,16,1
C001070,M001169,Bob Casey,Christopher Murphy,15,17,0
C001047,E000285,Shelley Capito,Michael Enzi,17,17,0
H001046,S001198,Martin Heinrich,Dan Sullivan,14,15,0
S001181,S001203,Jeanne Shaheen,Tina Smith,7,8,0
S000033,S001141,Bernard Sanders,Jeff Sessions,0,1,0
C000567,F000463,Thad Cochran,Deb Fischer,10,10,0
G000562,K000367,Cory Gardner,Amy Klobuchar,14,16,1
C001098,S001141,Ted Cruz,Jeff Sessions,1,1,0
C001035,T000461,Susan Collins,Patrick Toomey,13,16,1
B001230,S001141,Tammy Baldwin,Jeff Sessions,0,1,0
P000595,R000122,Gary Peters,Jack Reed,16,17,0
H001041,S001184,Dean Heller,Tim Scott,16,17,2
C001047,S001202,Shelley Capito,Luther Strange,6,6,1
G000359,S001203,Lindsey Graham,Tina Smith,7,8,0
C001098,S001194,Ted Cruz,Brian Schatz,13,16,0
D000563,H001061,Richard Durbin,John Hoeven,12,16,0
K000352,P000595,Jon Kyl,Gary Peters,2,2,0
B001236,L000174,John Boozman,Patrick Leahy,11,15,0
M001153,T000464,Lisa Murkowski,Jon Tester,14,17,1
C001095,F000444,Tom Cotton,Jeff Flake,14,15,1
J000300,S000770,Doug Jones,Debbie Stabenow,9,9,0
R000307,V000128,Pat Roberts,Chris Van Hollen,13,17,1
C000141,R000307,Benjamin Cardin,Pat Roberts,14,17,1
M000303,M001170,John McCain,Claire McCaskill,6,7,1
P000449,S001181,Rob Portman,Jeanne Shaheen,15,16,0
K000384,L000174,Tim Kaine,Patrick Leahy,13,16,0
G000386,K000367,Charles Grassley,Amy Klobuchar,14,16,2
D000622,S001198,Tammy Duckworth,Dan Sullivan,12,15,0
C001095,E000295,Tom Cotton,Joni Ernst,16,17,1
C001075,S001203,Bill Cassidy,Tina Smith,7,8,1
B001261,C001035,John Barrasso,Susan Collins,16,17,1
C000141,G000359,Benjamin Cardin,Lindsey Graham,12,15,0
E000295,H001075,Joni Ernst,Kamala Harris,14,17,1
B000944,K000352,Sherrod Brown,Jon Kyl,2,2,0
A000360,G000386,Lamar Alexander,Charles Grassley,15,15,2
A000360,T000461,Lamar Alexander,Patrick Toomey,12,14,1
S000320,S001198,Richard Shelby,Dan Sullivan,16,16,0
A000360,H001075,Lamar Alexander,Kamala Harris,12,15,1
C000880,G000555,Michael Crapo,Kirsten Gillibrand,9,17,0
C001071,S001203,Bob Corker,Tina Smith,6,8,0
J000293,P000449,Ron Johnson,Rob Portman,15,17,0
M001176,T000464,Jeff Merkley,Jon Tester,14,17,0
G000555,T000250,Kirsten Gillibrand,John Thune,10,17,0
H001061,K000393,John Hoeven,John Kennedy,16,16,1
M000639,R000122,Robert Menendez,Jack Reed,15,16,0
M001170,S000320,Claire McCaskill,Richard Shelby,16,17,0
M000355,M001153,Mitch McConnell,Lisa Murkowski,16,17,0
U000039,W000805,Tom Udall,Mark Warner,15,17,0
C000174,T000464,Thomas Carper,Jon Tester,16,17,1
H001075,S001202,Kamala Harris,Luther Strange,5,6,1
D000618,S001141,Steve Daines,Jeff Sessions,1,1,0
B000944,H001046,Sherrod Brown,Martin Heinrich,16,16,1
C000174,S001181,Thomas Carper,Jeanne Shaheen,16,16,0
K000352,R000307,Jon Kyl,Pat Roberts,2,2,0
D000618,S001194,Steve Daines,Brian Schatz,14,16,0
R000122,S001198,Jack Reed,Dan Sullivan,14,16,0
B000575,S001203,Roy Blunt,Tina Smith,8,9,0
C000141,K000393,Benjamin Cardin,John Kennedy,14,17,1
L000577,R000307,Mike Lee,Pat Roberts,9,17,1
B001277,H001069,Richard Blumenthal,Heidi Heitkamp,14,17,2
B001277,M000934,Richard Blumenthal,Jerry Moran,13,16,1
C001075,J000293,Bill Cassidy,Ron Johnson,14,16,0
A000360,M001169,Lamar Alexander,Christopher Murphy,12,15,0
B001230,M001183,Tammy Baldwin,Joe Manchin,14,17,0
B001236,F000463,John Boozman,Deb Fischer,15,15,2
E000295,M001169,Joni Ernst,Christopher Murphy,13,17,0
B001236,U000039,John Boozman,Tom Udall,13,16,1
H001041,R000122,Dean Heller,Jack Reed,14,17,0
F000463,K000384,Deb Fischer,Tim Kaine,15,16,1
B001261,J000300,John Barrasso,Doug Jones,9,9,0
S000770,W000802,Debbie Stabenow,Sheldon Whitehouse,16,17,0
B001261,H001061,John Barrasso,John Hoeven,16,16,0
B001288,M001153,Cory Booker,Lisa Murkowski,12,16,1
F000444,T000464,Jeff Flake,Jon Tester,11,15,1
F000062,H001041,Dianne Feinstein,Dean Heller,13,17,0
C000127,G000562,Maria Cantwell,Cory Gardner,14,16,1
C001035,S000770,Susan Collins,Debbie Stabenow,15,17,2
M001183,S000033,Joe Manchin,Bernard Sanders,8,17,0
F000463,S000320,Deb Fischer,Richard Shelby,16,16,0
E000285,R000584,Michael Enzi,Jim Risch,16,17,0
A000360,C000567,Lamar Alexander,Thad Cochran,9,9,0
M000303,S001197,John McCain,Ben Sasse,7,7,1
S000033,S000770,Bernard Sanders,Debbie Stabenow,9,17,0
B001236,C001070,John Boozman,Bob Casey,14,16,1
M000355,S001141,Mitch McConnell,Jeff Sessions,1,1,0
H001075,K000367,Kamala Harris,Amy Klobuchar,15,16,1
J000293,N000032,Ron Johnson,Bill Nelson,14,17,0
B001267,C001113,Michael Bennet,Catherine Cortez Masto,15,16,0
C000567,E000295,Thad Cochran,Joni Ernst,10,10,0
C001070,K000384,Bob Casey,Tim Kaine,16,17,1
M000639,W000779,Robert Menendez,Ron Wyden,13,16,1
C000141,S001181,Benjamin Cardin,Jeanne Shaheen,14,16,0
T000464,W000817,Jon Tester,Elizabeth Warren,14,17,0
B001135,H001076,Richard Burr,Margaret Hassan,14,16,0
C001047,W000805,Shelley Capito,Mark Warner,16,17,1
D000622,H001041,Tammy Duckworth,Dean Heller,11,15,0
K000352,S001181,Jon Kyl,Jeanne Shaheen,2,2,0
H001042,S000320,Mazie Hirono,Richard Shelby,14,16,0
C001070,S001197,Bob Casey,Ben Sasse,14,17,1
C001113,H001076,Catherine Cortez Masto,Margaret Hassan,15,16,0
S001203,W000779,Tina Smith,Ron Wyden,7,9,0
B001267,C000141,Michael Bennet,Benjamin Cardin,15,17,1
D000618,M001183,Steve Daines,Joe Manchin,15,17,1
C001095,F000463,Tom Cotton,Deb Fischer,15,16,1
J000300,R000605,Doug Jones,Mike Rounds,9,9,1
F000463,S000770,Deb Fischer,Debbie Stabenow,15,16,2
F000463,H001075,Deb Fischer,Kamala Harris,13,16,1
B001277,T000476,Richard Blumenthal,Thom Tillis,13,17,1
F000463,T000461,Deb Fischer,Patrick Toomey,13,15,1
M001153,R000605,Lisa Murkowski,Mike Rounds,16,17,1
M000639,S000148,Robert Menendez,Charles Schumer,15,16,1
H001041,R000605,Dean Heller,Mike Rounds,16,17,2
H001046,H001041,Martin Heinrich,Dean Heller,14,16,0
K000352,R000122,Jon Kyl,Jack Reed,2,2,0
L000577,T000476,Mike Lee,Thom Tillis,9,17,1
D000607,J000293,Joe Donnelly,Ron Johnson,14,17,0
H001069,W000802,Heidi Heitkamp,Sheldon Whitehouse,16,17,0
G000555,M000133,Kirsten Gillibrand,Edward Markey,15,17,0
C000127,G000386,Maria Cantwell,Charles Grassley,14,16,1
K000384,S001194,Tim Kaine,Brian Schatz,15,16,0
C000567,L000174,Thad Cochran,Patrick Leahy,6,10,0
F000062,H001079,Dianne Feinstein,Cindy Hyde-Smith,6,7,0
H001041,H001079,Dean Heller,Cindy Hyde-Smith,6,7,0
C001070,C001095,Bob Casey,Tom Cotton,14,17,1
M000934,S000148,Jerry Moran,Charles Schumer,14,16,1
C001070,T000461,Bob Casey,Patrick Toomey,11,16,1
C001070,H001075,Bob Casey,Kamala Harris,16,17,1
M001183,T000461,Joe Manchin,Patrick Toomey,12,16,1
G000555,K000383,Kirsten Gillibrand,Angus King,11,17,0
C001035,D000563,Susan Collins,Richard Durbin,14,17,0
E000285,H001041,Michael Enzi,Dean Heller,16,17,0
M000639,M000934,Robert Menendez,Jerry Moran,12,15,1
E000285,U000039,Michael Enzi,Tom Udall,14,17,0
K000367,M000303,Amy Klobuchar,John McCain,6,7,1
C001113,F000444,Catherine Cortez Masto,Jeff Flake,11,15,0
M001183,M000934,Joe Manchin,Jerry Moran,14,16,2
C001075,R000605,Bill Cassidy,Mike Rounds,16,16,1
T000461,W000779,Patrick Toomey,Ron Wyden,7,16,1
H001042,S001203,Mazie Hirono,Tina Smith,8,8,0
C001075,E000285,Bill Cassidy,Michael Enzi,16,16,0
L000174,M001170,Patrick Leahy,Claire McCaskill,13,16,0
F000457,G000562,Al Franken,Cory Gardner,7,8,0
C001113,E000295,Catherine Cortez Masto,Joni Ernst,14,16,0
H001042,R000122,Mazie Hirono,Jack Reed,16,16,0
C000174,S000033,Thomas Carper,Bernard Sanders,9,17,0
F000444,Y000064,Jeff Flake,Todd Young,13,15,1
J000293,R000584,Ron Johnson,Jim Risch,14,17,0
F000062,S001197,Dianne Feinstein,Ben Sasse,13,17,0
C001075,S001202,Bill Cassidy,Luther Strange,6,6,1
C001075,M001111,Bill Cassidy,Patty Murray,11,15,0
C000880,G000562,Michael Crapo,Cory Gardner,16,17,1
D000618,P000595,Steve Daines,Gary Peters,16,17,1
G000562,T000250,Cory Gardner,John Thune,17,17,0
E000285,N000032,Michael Enzi,Bill Nelson,16,17,0
C001035,I000024,Susan Collins,James Inhofe,14,16,1
D000622,H001042,Tammy Duckworth,Mazie Hirono,13,14,0
D000563,T000464,Richard Durbin,Jon Tester,15,17,0
M000133,S001184,Edward Markey,Tim Scott,12,17,0
H001042,R000595,Mazie Hirono,Marco Rubio,13,15,0
C001071,F000444,Bob Corker,Jeff Flake,12,14,1
B001267,C001098,Michael Bennet,Ted Cruz,14,16,1
H001076,S001181,Margaret Hassan,Jeanne Shaheen,16,16,0
B001230,B001267,Tammy Baldwin,Michael Bennet,15,17,0
N000032,S001202,Bill Nelson,Luther Strange,5,6,1
B001267,S000033,Michael Bennet,Bernard Sanders,9,17,0
F000444,S001194,Jeff Flake,Brian Schatz,11,14,0
I000055,M001153,Johnny Isakson,Lisa Murkowski,14,14,0
H001041,P000612,Dean Heller,David Perdue,16,17,2
B001135,L000174,Richard Burr,Patrick Leahy,11,15,0
M000303,M000639,John McCain,Robert Menendez,4,6,1
H001076,V000128,Margaret Hassan,Chris Van Hollen,14,17,0
M000355,S001197,Mitch McConnell,Ben Sasse,16,17,0
A000360,M001170,Lamar Alexander,Claire McCaskill,14,15,2
D000607,S001202,Joe Donnelly,Luther Strange,5,6,1
D000607,M001111,Joe Donnelly,Patty Murray,13,16,0
H001046,H001042,Martin Heinrich,Mazie Hirono,15,15,0
E000295,M001170,Joni Ernst,Claire McCaskill,16,17,1
G000386,T000464,Charles Grassley,Jon Tester,15,17,1
C001113,L000174,Catherine Cortez Masto,Patrick Leahy,13,15,0
B000575,R000307,Roy Blunt,Pat Roberts,17,17,1
C001088,F000463,Christopher Coons,Deb Fischer,15,16,1
C001070,P000603,Bob Casey,Rand Paul,5,17,0
D000618,L000174,Steve Daines,Patrick Leahy,12,16,0
D000607,E000285,Joe Donnelly,Michael Enzi,16,17,0
D000607,R000605,Joe Donnelly,Mike Rounds,16,17,2
K000383,R000584,Angus King,Jim Risch,15,17,2
H001041,S000320,Dean Heller,Richard Shelby,16,17,0
C001070,V000128,Bob Casey,Chris Van Hollen,15,17,1
P000612,T000476,David Perdue,Thom Tillis,17,17,2
C000567,H001076,Thad Cochran,Margaret Hassan,9,10,0
B000575,E000295,Roy Blunt,Joni Ernst,17,17,1
M001183,M001111,Joe Manchin,Patty Murray,14,16,0
G000386,T000250,Charles Grassley,John Thune,17,17,0
H001041,J000300,Dean Heller,Doug Jones,8,9,1
B001230,E000295,Tammy Baldwin,Joni Ernst,14,17,0
C000880,G000386,Michael Crapo,Charles Grassley,16,17,1
M001111,P000603,Patty Murray,Rand Paul,3,16,0
F000444,I000024,Jeff Flake,James Inhofe,13,14,1
C001070,C001088,Bob Casey,Christopher Coons,16,17,1
F000463,P000603,Deb Fischer,Rand Paul,7,16,0
C001035,W000817,Susan Collins,Elizabeth Warren,11,17,0
B001267,D000618,Michael Bennet,Steve Daines,16,17,1
B000575,C000174,Roy Blunt,Thomas Carper,16,17,1
F000457,G000386,Al Franken,Charles Grassley,7,8,0
C000174,J000300,Thomas Carper,Doug Jones,9,9,1
C000174,Y000064,Thomas Carper,Todd Young,16,17,0
B001135,Y000064,Richard Burr,Todd Young,15,16,1
D000563,W000817,Richard Durbin,Elizabeth Warren,14,17,0
P000449,W000805,Rob Portman,Mark Warner,16,17,1
P000603,R000307,Rand Paul,Pat Roberts,7,17,0
F000463,V000128,Deb Fischer,Chris Van Hollen,12,16,1
T000461,Y000064,Patrick Toomey,Todd Young,13,16,1
H001061,M001176,John Hoeven,Jeff Merkley,11,16,0
H001075,U000039,Kamala Harris,Tom Udall,15,17,0
B000944,S001203,Sherrod Brown,Tina Smith,9,9,1
C001095,H001076,Tom Cotton,Margaret Hassan,15,17,0
R000307,S001194,Pat Roberts,Brian Schatz,14,16,0
B000944,P000603,Sherrod Brown,Rand Paul,5,17,0
K000384,K000367,Tim Kaine,Amy Klobuchar,15,16,1
C001088,L000174,Christopher Coons,Patrick Leahy,13,16,0
H000338,S001202,Orrin Hatch,Luther Strange,6,6,1
H000338,M001111,Orrin Hatch,Patty Murray,12,16,0
M001170,P000449,Claire McCaskill,Rob Portman,16,17,2
B000575,H001046,Roy Blunt,Martin Heinrich,15,16,0
M000303,M001153,John McCain,Lisa Murkowski,6,7,1
T000461,U000039,Patrick Toomey,Tom Udall,10,16,0
B001230,K000393,Tammy Baldwin,John Kennedy,14,17,1
H000338,R000605,Orrin Hatch,Mike Rounds,17,17,1
C001098,K000393,Ted Cruz,John Kennedy,15,16,1
C001071,H001046,Bob Corker,Martin Heinrich,13,15,0
G000562,M000133,Cory Gardner,Edward Markey,12,17,0
C001075,W000805,Bill Cassidy,Mark Warner,15,16,1
H001076,T000461,Margaret Hassan,Patrick Toomey,12,16,0
H001075,H001076,Kamala Harris,Margaret Hassan,15,17,0
C001047,J000293,Shelley Capito,Ron Johnson,15,17,0
G000359,S000033,Lindsey Graham,Bernard Sanders,7,15,0
H001069,Y000064,Heidi Heitkamp,Todd Young,16,17,1
S001202,W000437,Luther Strange,Roger Wicker,6,6,1
P000603,R000595,Rand Paul,Marco Rubio,7,16,0
S001197,S000148,Ben Sasse,Charles Schumer,14,17,1
C000880,S001184,Michael Crapo,Tim Scott,16,17,2
C001098,R000307,Ted Cruz,Pat Roberts,15,16,1
C000174,C001071,Thomas Carper,Bob Corker,14,16,1
B001230,R000307,Tammy Baldwin,Pat Roberts,14,17,0
B000575,F000444,Roy Blunt,Jeff Flake,13,15,1
J000300,W000817,Doug Jones,Elizabeth Warren,6,9,0
M001169,W000779,Christopher Murphy,Ron Wyden,14,17,0
N000032,W000805,Bill Nelson,Mark Warner,17,17,1
R000307,S000033,Pat Roberts,Bernard Sanders,8,17,0
H001079,S001197,Cindy Hyde-Smith,Ben Sasse,6,7,0
R000595,S001181,Marco Rubio,Jeanne Shaheen,14,15,0
C001071,K000352,Bob Corker,Jon Kyl,2,2,0
B001230,G000359,Tammy Baldwin,Lindsey Graham,12,15,0
D000622,S001181,Tammy Duckworth,Jeanne Shaheen,13,15,0
C001098,G000359,Ted Cruz,Lindsey Graham,13,14,0
I000055,W000779,Johnny Isakson,Ron Wyden,8,14,0
B001288,S001197,Cory Booker,Ben Sasse,12,16,1
S001194,U000039,Brian Schatz,Tom Udall,15,16,0
C001088,F000444,Christopher Coons,Jeff Flake,12,15,1
H001076,K000384,Margaret Hassan,Tim Kaine,17,17,0
C000127,C000567,Maria Cantwell,Thad Cochran,7,9,0
G000386,L000575,Charles Grassley,James Lankford,16,17,0
F000444,S000033,Jeff Flake,Bernard Sanders,6,15,0
D000607,W000805,Joe Donnelly,Mark Warner,17,17,2
B001236,H001076,John Boozman,Margaret Hassan,15,16,1
F000463,S001184,Deb Fischer,Tim Scott,16,16,1
F000062,W000779,Dianne Feinstein,Ron Wyden,13,17,0
C001088,E000295,Christopher Coons,Joni Ernst,16,17,1
P000612,S000033,David Perdue,Bernard Sanders,8,17,0
C000141,S001194,Benjamin Cardin,Brian Schatz,15,16,0
D000618,K000393,Steve Daines,John Kennedy,17,17,1
H001076,P000449,Margaret Hassan,Rob Portman,16,17,0
B001135,C001070,Richard Burr,Bob Casey,13,16,1
S001203,S001198,Tina Smith,Dan Sullivan,7,8,0
B000575,R000122,Roy Blunt,Jack Reed,15,17,0
S001184,T000250,Tim Scott,John Thune,17,17,0
S000033,S001203,Bernard Sanders,Tina Smith,7,9,0
C001095,S001203,Tom Cotton,Tina Smith,7,9,0
L000577,W000437,Mike Lee,Roger Wicker,9,17,1
A000360,P000603,Lamar Alexander,Rand Paul,6,15,0
B000575,R000595,Roy Blunt,Marco Rubio,16,16,1
G000386,M000133,Charles Grassley,Edward Markey,12,17,0
R000122,W000817,Jack Reed,Elizabeth Warren,14,17,0
P000595,S000320,Gary Peters,Richard Shelby,16,17,0
C001056,C001098,John Cornyn,Ted Cruz,15,16,1
C001070,M001170,Bob Casey,Claire McCaskill,16,17,1
E000285,P000449,Michael Enzi,Rob Portman,17,17,0
K000393,S001141,John Kennedy,Jeff Sessions,1,1,0
B000575,D000622,Roy Blunt,Tammy Duckworth,12,15,0
B001230,T000461,Tammy Baldwin,Patrick Toomey,10,16,0
D000618,R000307,Steve Daines,Pat Roberts,17,17,1
D000607,U000039,Joe Donnelly,Tom Udall,15,17,1
S000033,V000128,Bernard Sanders,Chris Van Hollen,10,17,0
A000360,V000128,Lamar Alexander,Chris Van Hollen,12,15,1
C001071,D000622,Bob Corker,Tammy Duckworth,10,14,0
C001056,S000033,John Cornyn,Bernard Sanders,8,16,0
D000618,G000359,Steve Daines,Lindsey Graham,15,15,0
C001071,R000595,Bob Corker,Marco Rubio,13,15,1
B001135,F000463,Richard Burr,Deb Fischer,14,15,1
I000024,Y000064,James Inhofe,Todd Young,15,16,1
F000062,M000639,Dianne Feinstein,Robert Menendez,14,16,1
E000295,V000128,Joni Ernst,Chris Van Hollen,13,17,1
D000607,P000603,Joe Donnelly,Rand Paul,6,17,0
D000563,F000463,Richard Durbin,Deb Fischer,12,16,0
S001197,W000779,Ben Sasse,Ron Wyden,9,17,1
C001095,H001069,Tom Cotton,Heidi Heitkamp,15,17,2
B001230,R000605,Tammy Baldwin,Mike Rounds,14,17,0
A000360,L000575,Lamar Alexander,James Lankford,15,15,0
B001267,N000032,Michael Bennet,Bill Nelson,17,17,1
M000355,R000122,Mitch McConnell,Jack Reed,15,17,0
C001098,E000285,Ted Cruz,Michael Enzi,15,16,0
E000295,L000575,Joni Ernst,James Lankford,16,17,0
S000033,T000476,Bernard Sanders,Thom Tillis,8,17,0
H000338,S001198,Orrin Hatch,Dan Sullivan,16,16,1
C001047,S001141,Shelley Capito,Jeff Sessions,1,1,0
C000141,F000444,Benjamin Cardin,Jeff Flake,10,15,1
K000384,T000476,Tim Kaine,Thom Tillis,16,17,2
E000285,S000033,Michael Enzi,Bernard Sanders,8,17,0
C001098,M001111,Ted Cruz,Patty Murray,11,16,0
B001230,S001202,Tammy Baldwin,Luther Strange,5,6,0
B001230,M001111,Tammy Baldwin,Patty Murray,15,16,0
C001098,S001202,Ted Cruz,Luther Strange,6,6,1
L000575,W000437,James Lankford,Roger Wicker,16,17,0
H001042,S001197,Mazie Hirono,Ben Sasse,13,16,0
B001236,T000476,John Boozman,Thom Tillis,16,16,1
G000386,W000802,Charles Grassley,Sheldon Whitehouse,15,17,0
H001076,P000595,Margaret Hassan,Gary Peters,17,17,0
C001056,S001198,John Cornyn,Dan Sullivan,15,15,1
C001047,T000464,Shelley Capito,Jon Tester,15,17,1
G000555,W000802,Kirsten Gillibrand,Sheldon Whitehouse,12,17,0
C001070,M001111,Bob Casey,Patty Murray,14,16,0
B001261,B001277,John Barrasso,Richard Blumenthal,13,17,1
D000563,G000386,Richard Durbin,Charles Grassley,13,17,0
B001267,C001075,Michael Bennet,Bill Cassidy,15,16,1
