member_a,member_b,votes_same,bills_same,mutual_sponsorships
A000014,A000022,133,141,9
A000014,A000055,56,142,1
A000014,A000358,33,143,2
A000014,A000361,58,138,2
A000014,A000357,136,142,11
A000014,A000362,136,146,8
A000014,A000210,128,134,12
A000014,A000363,139,145,12
A000014,B001234,136,143,8
A000014,B001256,34,145,0
A000014,B000013,51,137,3
A000014,B001229,133,144,11
A000014,B000072,33,96,0
A000014,B001230,137,146,10
A000014,B001239,28,140,0
A000014,B001252,124,146,8
A000014,B000208,54,145,1
A000014,B000213,43,143,0
A000014,B001253,123,142,5
A000014,B000287,135,143,8
A000014,B001231,129,140,11
A000014,B000410,126,133,10
A000014,B000420,129,144,6
A000014,B001232,71,144,3
A000014,B000461,50,141,3
A000014,B001257,66,144,0
A000014,B001250,47,137,0
A000014,B001242,135,144,10
A000014,B000490,133,143,8
A000014,B001243,31,139,0
A000014,B000574,132,145,10
A000014,B000575,36,142,1
A000014,B000589,30,134,0
A000014,B001244,47,138,2
A000014,B001228,80,139,3
A000014,B001236,60,145,0
A000014,B001245,0,0,9
A000014,B001254,108,138,4
A000014,B000652,131,142,10
A000014,B000657,131,138,6
A000014,B001255,59,144,0
A000014,B000716,125,139,5
A000014,B001258,130,145,4
A000014,B000755,38,138,1
A000014,B001227,125,131,10
A000014,B001259,132,140,12
A000014,B001262,10,86,0
A000014,B000911,128,136,12
A000014,B001235,54,141,1
A000014,B001247,63,133,3
A000014,B001260,80,144,1
A000014,B001248,44,140,0
A000014,B001149,37,142,0
A000014,B001251,133,142,8
A000014,B001203,44,125,0
A000014,C000059,49,134,1
A000014,C000071,55,142,0
A000014,C001064,20,137,0
A000014,C000116,34,134,0
A000014,C001046,32,134,0
A000014,C001047,99,145,3
A000014,C001036,138,146,11
A000014,C001037,136,146,11
A000014,C001050,126,138,8
A000014,C001060,139,144,11
A000014,C001065,130,143,6
A000014,C000191,70,73,9
A000014,C001072,34,36,4
A000014,C001051,38,138,0
A000014,C000243,99,146,3
A000014,C001066,134,142,8
A000014,C001073,25,28,0
A000014,C000266,57,145,1
A000014,C001058,137,146,10
A000014,C001074,25,28,0
A000014,C000380,0,0,8
A000014,C001067,122,132,11
A000014,C001049,134,140,8
A000014,C001061,136,142,14
A000014,C000537,136,143,8
A000014,C000556,40,139,2
A000014,C001068,137,144,10
A000014,C001053,58,143,2
A000014,C001062,36,145,0
A000014,C000714,128,136,11
A000014,C000754,121,140,6
A000014,C001059,131,142,7
A000014,C000794,134,144,8
A000014,C001069,139,146,10
A000014,C000868,127,140,6
A000014,C001045,52,135,0
A000014,C001038,135,145,9
A000014,C000962,17,77,2
A000014,C001063,132,146,7
A000014,C001048,30,141,0
A000014,C000984,137,143,12
A000014,D000598,136,143,10
A000014,D000597,8,14,1
A000014,D000136,75,139,3
A000014,D000603,47,143,1
A000014,D000606,43,144,0
A000014,D000096,138,146,11
A000014,D000602,134,146,11
A000014,D000599,124,143,8
A000014,D000168,28,137,0
A000014,D000191,135,142,11
A000014,D000197,134,139,8
A000014,D000210,125,132,16
A000014,D000216,139,146,11
A000014,D000604,101,145,3
A000014,D000600,85,141,1
A000014,D000299,87,143,3
A000014,D000327,134,143,6
A000014,D000355,133,140,9
A000014,D000399,129,138,10
A000014,D000607,132,146,2
A000014,D000429,43,142,0
A000014,D000482,130,136,8
A000014,D000605,53,144,1
A000014,D000492,43,138,1
A000014,D000533,33,145,0
A000014,E000063,132,145,6
A000014,E000290,19,21,0
A000014,E000092,75,141,3
A000014,E000288,131,142,11
A000014,E000289,128,145,4
A000014,E000287,132,141,9
A000014,E000172,88,143,3
A000014,E000179,126,132,9
A000014,E000187,93,144,4
A000014,E000215,134,142,10
A000014,E000226,135,145,7
A000014,E000268,41,128,1
A000014,F000010,0,0,8
A000014,F000453,52,143,0
A000014,F000030,135,144,12
A000014,F000043,117,125,8
A000014,F000447,28,135,0
A000014,F000443,94,141,2
A000014,F000116,128,141,11
A000014,F000444,18,143,0
A000014,F000445,53,141,0
A000014,F000449,78,142,0
A000014,F000452,0,0,3
A000014,F000440,67,138,1
A000014,F000454,36,37,0
A000014,F000450,27,145,0
A000014,F000339,133,143,11
A000014,F000448,18,145,2
A000014,F000372,79,144,2
A000014,F000455,1,1,0
A000014,G000021,52,142,2
A000014,G000548,37,145,1
A000014,G000549,102,142,3
A000014,G000554,132,142,11
A000014,G000180,113,132,6
A000014,G000555,131,140,6
A000014,G000210,35,66,3
A000014,G000550,31,143,1
A000014,G000552,47,138,0
A000014,G000544,135,143,12
A000014,G000280,47,142,0
A000014,G000289,48,144,0
A000014,G000309,128,139,8
A000014,G000377,45,139,0
A000014,G000546,63,142,1
A000014,G000553,134,142,10
A000014,G000410,136,146,10
A000014,G000551,140,144,15
A000014,G000535,132,139,9
A000014,H000067,56,145,3
A000014,H001039,136,145,8
A000014,H001040,140,146,12
A000014,H000213,130,138,9
A000014,H000323,23,71,0
A000014,H000329,44,137,0
A000014,H000324,131,136,11
A000014,H001029,89,139,2
A000014,H001041,56,144,0
A000014,H001036,20,143,0
A000014,H000528,32,139,0
A000014,H001037,130,146,9
A000014,H001038,128,135,10
A000014,H001030,136,144,6
A000014,H000627,138,146,10
A000014,H000636,118,128,13
A000014,H001042,141,146,16
A000014,H000666,78,141,0
A000014,H001043,140,145,7
A000014,H000676,37,142,1
A000014,H000712,132,142,6
A000014,H001032,138,146,12
A000014,H001034,134,141,12
A000014,H000762,130,137,10
A000014,H000874,135,145,7
A000014,H000948,49,124,0
A000014,H000981,37,111,2
A000014,I000023,47,145,0
A000014,I000026,133,141,8
A000014,I000057,134,142,10
A000014,I000056,41,136,1
A000014,J000283,138,146,12
A000014,J000032,131,139,12
A000014,J000070,128,135,8
A000014,J000287,31,60,1
A000014,J000126,120,123,12
A000014,J000288,134,141,0
A000014,J000285,96,144,0
A000014,J000174,27,131,0
A000014,J000284,121,125,12
A000014,J000255,91,140,2
A000014,J000289,29,145,0
A000014,K000365,138,144,10
A000014,K000008,132,141,5
A000014,K000009,137,143,11
A000014,K000361,63,141,1
A000014,K000113,134,141,10
A000014,K000172,140,146,10
A000014,K000180,131,137,10
A000014,K000188,134,145,9
A000014,K000362,28,140,1
A000014,K000210,79,141,3
A000014,K000220,31,141,0
A000014,K000360,97,142,4
A000014,K000366,131,141,8
A000014,K000363,43,144,1
A000014,K000288,79,141,2
A000014,K000336,117,138,13
A000014,K000364,77,145,0
A000014,L000552,83,120,2
A000014,L000564,22,144,0
A000014,L000043,98,123,5
A000014,L000559,138,146,9
A000014,L000090,90,95,7
A000014,L000560,137,145,8
A000014,L000557,134,142,11
A000014,L000111,72,146,0
A000014,L000553,101,143,4
A000014,L000566,13,45,0
A000014,L000551,126,141,10
A000014,L000263,134,141,9
A000014,L000293,53,142,1
A000014,L000287,130,143,11
A000014,L000274,49,141,2
A000014,L000321,29,141,1
A000014,L000563,134,145,10
A000014,L000554,110,146,5
A000014,L000565,136,141,11
A000014,L000397,133,141,9
A000014,L000480,134,142,8
A000014,L000491,54,141,0
A000014,L000517,44,141,0
A000014,L000562,139,146,11
A000014,M001155,34,139,0
A000014,M001164,131,142,3
A000014,M000087,135,143,12
A000014,M001138,41,145,0
A000014,M001158,32,133,1
A000014,M000133,136,145,9
A000014,M001146,109,140,6
A000014,M001142,119,142,10
A000014,M001163,138,145,14
A000014,M000309,135,144,11
A000014,M001165,43,145,0
A000014,M001157,55,144,0
A000014,M001143,135,143,14
A000014,M001147,71,141,1
A000014,M000388,52,136,0
A000014,M000404,128,142,11
A000014,M000312,137,144,11
A000014,M001156,29,141,0
A000014,M000472,100,141,5
A000014,M000485,131,146,6
A000014,M000508,44,142,0
A000014,M001159,52,127,0
A000014,M001166,136,146,10
A000014,M000590,131,140,8
A000014,M000627,47,49,6
A000014,M001148,135,142,9
A000014,M001137,134,141,5
A000014,M001161,127,144,6
A000014,M000689,47,143,2
A000014,M001149,134,145,8
A000014,M000714,15,15,4
A000014,M000725,130,138,14
A000014,M001144,30,141,1
A000014,M001139,41,127,1
A000014,M001150,93,144,1
A000014,M001154,139,146,10
A000014,M001167,129,146,7
A000014,M000844,138,145,8
A000014,M001160,134,142,9
A000014,M001140,138,146,8
A000014,M000934,59,140,1
A000014,M000933,132,142,15
A000014,M001168,135,145,8
A000014,M001151,97,146,1
A000014,M001169,136,143,8
A000014,M001120,137,144,7
A000014,M001152,37,142,1
A000014,M001134,35,142,0
A000014,N000002,134,142,13
A000014,N000179,135,142,9
A000014,N000015,137,145,8
A000014,N000182,32,139,0
A000014,N000147,0,0,9
A000014,N000159,0,0,0
A000014,N000181,46,139,1
A000014,O000006,128,134,10
A000014,O000007,138,145,6
A000014,O000085,136,143,9
A000014,O000107,122,132,9
A000014,P000034,135,142,11
A000014,P000096,135,143,10
A000014,P000099,142,146,8
A000014,P000583,17,108,0
A000014,P000149,133,144,13
A000014,P000588,50,142,0
A000014,P000197,37,146,0
A000014,P000587,26,140,0
A000014,P000593,128,138,9
A000014,P000258,126,143,7
A000014,P000263,58,128,1
A000014,P000265,63,146,2
A000014,P000323,58,128,0
A000014,P000373,33,138,0
A000014,P000585,95,144,5
A000014,P000592,39,139,0
A000014,P000422,134,144,7
A000014,P000589,92,141,3
A000014,P000591,26,144,0
A000014,P000523,140,146,9
A000014,P000555,69,122,2
A000014,P000586,39,138,0
A000014,R000004,31,130,0
A000014,R000011,136,146,10
A000014,R000033,94,146,4
A000014,R000053,132,139,9
A000014,R000141,87,145,1
A000014,R000571,64,145,0
A000014,R000578,98,141,1
A000014,R000574,80,139,2
A000014,R000170,135,142,10
A000014,R000569,64,143,0
A000014,R000581,67,73,2
A000014,R000568,133,144,8
A000014,R000395,59,143,0
A000014,R000572,67,144,0
A000014,R000575,71,144,1
A000014,R000409,40,139,0
A000014,R000435,96,141,3
A000014,R000580,52,145,1
A000014,R000573,133,145,9
A000014,R000462,135,142,9
A000014,R000486,139,146,8
A000014,R000487,28,141,0
A000014,R000576,132,142,8
A000014,R000515,108,114,9
A000014,R000570,41,143,1
A000014,R000577,136,141,11
A000014,S001158,133,144,7
A000014,S001167,26,145,0
A000014,S000030,134,140,13
A000014,S001156,137,144,12
A000014,S001168,138,146,10
A000014,S000097,89,135,4
A000014,S001176,6,29,0
A000014,S001145,140,146,12
A000014,S001150,136,145,9
A000014,S001164,59,145,2
A000014,S001162,137,146,7
A000014,S000185,139,146,0
A000014,S001157,136,144,6
A000014,S000244,29,143,1
A000014,S000248,135,145,11
A000014,S000250,33,140,1
A000014,S001169,134,143,7
A000014,S000275,24,142,0
A000014,S001144,108,142,10
A000014,S001170,138,143,12
A000014,S000344,135,142,8
A000014,S000364,66,140,0
A000014,S001171,127,143,3
A000014,S001154,49,141,3
A000014,S001148,63,140,0
A000014,S001165,138,145,12
A000014,S000465,132,142,8
A000014,S000480,133,140,11
A000014,S000583,53,144,2
A000014,S000510,132,141,8
A000014,S001172,42,145,0
A000014,S000522,110,144,6
A000014,S000672,129,141,8
A000014,S001153,138,144,9
A000014,S001143,58,135,2
A000014,S001173,135,145,7
A000014,S001175,30,31,2
A000014,S000749,135,143,5
A000014,S000810,120,139,11
A000014,S000822,39,144,0
A000014,S001045,134,143,6
A000014,S001155,41,132,1
A000014,S001174,135,141,10
A000014,T000458,12,108,1
A000014,T000038,126,139,3
A000014,T000057,134,144,12
A000014,T000074,122,145,3
A000014,T000459,57,143,0
A000014,T000460,137,145,8
A000014,T000193,138,145,8
A000014,T000238,40,143,0
A000014,T000260,56,142,1
A000014,T000462,62,143,0
A000014,T000266,137,144,11
A000014,T000326,138,144,9
A000014,T000465,57,60,4
A000014,T000463,78,144,0
A000014,U000039,137,144,7
A000014,U000038,133,142,11
A000014,U000031,92,146,3
A000014,V000128,136,144,14
A000014,V000081,135,144,7
A000014,V000108,132,138,5
A000014,W000798,44,142,1
A000014,W000791,66,142,1
A000014,W000099,91,136,5
A000014,W000799,136,146,11
A000014,W000119,55,145,1
A000014,W000797,137,144,10
A000014,W000187,129,142,9
A000014,W000794,132,141,10
A000014,W000207,136,144,8
A000014,W000215,132,142,9
A000014,W000792,135,145,9
A000014,W000800,139,145,8
A000014,W000267,44,142,2
A000014,W000273,76,127,2
A000014,W000796,27,134,0
A000014,W000314,134,142,11
A000014,W000413,75,142,2
A000014,W000437,37,96,0
A000014,W000801,125,135,6
A000014,W000789,72,137,0
A000014,W000795,38,145,2
A000014,W000804,20,44,0
A000014,W000672,83,145,2
A000014,W000738,126,140,16
A000014,W000793,138,145,12
A000014,W000784,104,109,9
A000014,Y000062,137,145,11
A000014,Y000031,73,143,1
A000014,Y000033,64,128,6
A000022,A000055,55,140,1
A000022,A000358,31,141,1
A000022,A000361,60,137,2
A000022,A000357,135,140,15
A000022,A000362,136,144,12
A000022,A000210,130,133,14
A000022,A000363,140,143,12
A000022,B001234,137,141,13
A000022,B001256,36,143,0
A000022,B000013,57,137,4
A000022,B001229,138,142,13
A000022,B000072,33,93,1
A000022,B001230,138,144,13
A000022,B001239,29,138,0
A000022,B001252,127,144,6
A000022,B000208,55,143,1
A000022,B000213,41,141,1
A000022,B001253,128,140,8
A000022,B000287,140,141,13
A000022,B001231,135,138,15
A000022,B000410,131,133,15
A000022,B000420,130,142,10
A000022,B001232,72,142,4
A000022,B000461,50,139,2
A000022,B001257,68,142,0
A000022,B001250,45,135,0
A000022,B001242,141,142,12
A000022,B000490,138,141,11
A000022,B001243,34,137,0
A000022,B000574,136,143,13
A000022,B000575,39,140,2
A000022,B000589,30,132,0
A000022,B001244,51,137,2
A000022,B001228,84,136,3
A000022,B001236,62,143,0
A000022,B001245,0,0,12
A000022,B001254,112,136,5
A000022,B000652,134,140,13
A000022,B000657,133,137,10
A000022,B001255,61,142,0
A000022,B000716,122,137,4
A000022,B001258,133,143,6
A000022,B000755,43,137,1
A000022,B001227,126,129,14
A000022,B001259,134,138,14
A000022,B001262,10,83,0
A000022,B000911,133,134,9
A000022,B001235,54,139,1
A000022,B001247,64,131,3
A000022,B001260,82,142,2
A000022,B001248,44,139,0
A000022,B001149,41,140,0
A000022,B001251,139,141,13
A000022,B001203,43,122,0
A000022,C000059,51,132,1
A000022,C000071,56,139,0
A000022,C001064,22,135,0
A000022,C000116,34,132,0
A000022,C001046,37,132,0
A000022,C001047,103,143,3
A000022,C001036,141,144,14
A000022,C001037,135,144,14
A000022,C001050,131,137,11
A000022,C001060,139,142,12
A000022,C001065,129,141,9
A000022,C000191,74,74,11
A000022,C001072,36,37,3
A000022,C001051,39,136,0
A000022,C000243,103,144,3
A000022,C001066,139,140,12
A000022,C001073,26,28,0
A000022,C000266,58,143,1
A000022,C001058,140,144,12
A000022,C001074,26,28,0
A000022,C000380,0,0,11
A000022,C001067,125,130,13
A000022,C001049,133,138,15
A000022,C001061,139,141,15
A000022,C000537,140,141,12
A000022,C000556,44,137,2
A000022,C001068,140,142,13
A000022,C001053,58,141,1
A000022,C001062,38,143,0
A000022,C000714,133,136,15
A000022,C000754,126,138,13
A000022,C001059,134,140,8
A000022,C000794,132,142,8
A000022,C001069,140,144,14
A000022,C000868,127,138,7
A000022,C001045,55,134,0
A000022,C001038,142,143,14
A000022,C000962,18,77,2
A000022,C001063,136,144,10
A000022,C001048,32,139,0
A000022,C000984,139,141,16
A000022,D000598,139,141,11
A000022,D000597,8,14,0
A000022,D000136,79,138,3
A000022,D000603,49,141,1
A000022,D000606,46,142,0
A000022,D000096,141,144,15
A000022,D000602,139,144,13
A000022,D000599,129,141,12
A000022,D000168,29,135,0
A000022,D000191,134,140,15
A000022,D000197,135,137,12
A000022,D000210,127,130,13
A000022,D000216,139,143,13
A000022,D000604,104,143,2
A000022,D000600,88,139,1
A000022,D000299,89,140,2
A000022,D000327,141,141,12
A000022,D000355,132,138,11
A000022,D000399,134,136,14
A000022,D000607,133,144,7
A000022,D000429,49,140,0
A000022,D000482,131,134,11
A000022,D000605,57,142,1
A000022,D000492,48,136,1
A000022,D000533,35,143,0
A000022,E000063,137,143,6
A000022,E000290,20,21,0
A000022,E000092,78,139,2
A000022,E000288,134,140,15
A000022,E000289,130,143,9
A000022,E000287,139,139,11
A000022,E000172,90,141,3
A000022,E000179,129,130,13
A000022,E000187,96,142,4
A000022,E000215,139,140,13
A000022,E000226,138,143,10
A000022,E000268,43,126,1
A000022,F000010,0,0,11
A000022,F000453,54,141,0
A000022,F000030,140,142,13
A000022,F000043,121,122,13
A000022,F000447,29,132,0
A000022,F000443,95,138,2
A000022,F000116,131,139,13
A000022,F000444,19,141,0
A000022,F000445,57,138,0
A000022,F000449,83,140,0
A000022,F000452,0,0,2
A000022,F000440,70,136,2
A000022,F000454,34,38,0
A000022,F000450,29,143,0
A000022,F000339,137,142,16
A000022,F000448,21,143,2
A000022,F000372,81,142,2
A000022,F000455,1,1,0
A000022,G000021,55,140,1
A000022,G000548,38,143,2
A000022,G000549,104,140,3
A000022,G000554,134,140,13
A000022,G000180,117,130,5
A000022,G000555,134,138,11
A000022,G000210,38,67,3
A000022,G000550,33,141,0
A000022,G000552,45,137,0
A000022,G000544,138,141,14
A000022,G000280,46,140,0
A000022,G000289,52,142,0
A000022,G000309,132,139,8
A000022,G000377,49,137,0
A000022,G000546,64,140,0
A000022,G000553,139,140,15
A000022,G000410,137,144,13
A000022,G000551,137,142,14
A000022,G000535,137,138,13
A000022,H000067,55,143,2
A000022,H001039,139,143,10
A000022,H001040,141,144,12
A000022,H000213,135,136,13
A000022,H000323,26,69,0
A000022,H000329,46,135,1
A000022,H000324,130,134,13
A000022,H001029,89,137,1
A000022,H001041,61,143,0
A000022,H001036,25,142,0
A000022,H000528,35,138,0
A000022,H001037,132,144,10
A000022,H001038,127,133,15
A000022,H001030,135,142,9
A000022,H000627,137,144,13
A000022,H000636,124,126,14
A000022,H001042,140,144,13
A000022,H000666,82,139,0
A000022,H001043,137,143,13
A000022,H000676,39,140,2
A000022,H000712,132,140,10
A000022,H001032,137,144,13
A000022,H001034,137,139,13
A000022,H000762,135,136,14
A000022,H000874,142,143,12
A000022,H000948,53,122,0
A000022,H000981,38,109,1
A000022,I000023,50,143,0
A000022,I000026,136,139,10
A000022,I000057,139,140,16
A000022,I000056,42,134,1
A000022,J000283,139,144,14
A000022,J000032,134,137,14
A000022,J000070,131,133,7
A000022,J000287,34,61,0
A000022,J000126,119,123,11
A000022,J000288,137,139,0
A000022,J000285,96,142,1
A000022,J000174,26,129,0
A000022,J000284,122,123,13
A000022,J000255,90,138,1
A000022,J000289,31,143,0
A000022,K000365,137,142,12
A000022,K000008,129,139,8
A000022,K000009,135,142,12
A000022,K000361,67,139,1
A000022,K000113,135,139,12
A000022,K000172,141,144,13
A000022,K000180,133,136,11
A000022,K000188,137,143,12
A000022,K000362,30,138,1
A000022,K000210,81,139,5
A000022,K000220,33,139,0
A000022,K000360,102,140,4
A000022,K000366,138,139,12
A000022,K000363,45,142,1
A000022,K000288,81,139,2
A000022,K000336,118,137,15
A000022,K000364,79,143,0
A000022,L000552,86,117,2
A000022,L000564,25,143,0
A000022,L000043,100,121,6
A000022,L000559,143,144,14
A000022,L000090,92,92,14
A000022,L000560,142,143,12
A000022,L000557,137,138,13
A000022,L000111,75,144,0
A000022,L000553,100,141,5
A000022,L000566,13,45,0
A000022,L000551,129,139,13
A000022,L000263,137,139,14
A000022,L000293,55,140,1
A000022,L000287,133,141,13
A000022,L000274,52,139,2
A000022,L000321,32,139,1
A000022,L000563,135,143,10
A000022,L000554,110,144,4
A000022,L000565,135,139,13
A000022,L000397,138,139,14
A000022,L000480,140,141,13
A000022,L000491,56,139,0
A000022,L000517,43,139,0
A000022,L000562,142,144,16
A000022,M001155,32,137,0
A000022,M001164,134,140,8
A000022,M000087,138,141,18
A000022,M001138,43,143,1
A000022,M001158,36,130,1
A000022,M000133,139,143,13
A000022,M001146,112,138,7
A000022,M001142,123,140,8
A000022,M001163,142,144,14
A000022,M000309,142,142,15
A000022,M001165,47,143,0
A000022,M001157,58,142,0
A000022,M001143,138,141,15
A000022,M001147,74,139,2
A000022,M000388,52,134,0
A000022,M000404,132,140,14
A000022,M000312,140,142,13
A000022,M001156,31,139,0
A000022,M000472,98,139,5
A000022,M000485,132,144,7
A000022,M000508,46,140,0
A000022,M001159,52,125,1
A000022,M001166,139,144,11
A000022,M000590,131,139,13
A000022,M000627,50,50,11
A000022,M001148,139,141,12
A000022,M001137,137,139,8
A000022,M001161,128,142,4
A000022,M000689,47,141,1
A000022,M001149,131,143,12
A000022,M000714,16,16,9
A000022,M000725,132,137,16
A000022,M001144,30,139,0
A000022,M001139,44,126,1
A000022,M001150,94,142,1
A000022,M001154,142,144,11
A000022,M001167,133,144,10
A000022,M000844,135,143,7
A000022,M001160,136,140,9
A000022,M001140,141,144,12
A000022,M000934,60,138,1
A000022,M000933,137,140,14
A000022,M001168,134,143,12
A000022,M001151,98,144,2
A000022,M001169,136,141,13
A000022,M001120,140,142,7
A000022,M001152,41,140,1
A000022,M001134,38,141,1
A000022,N000002,137,140,15
A000022,N000179,138,140,12
A000022,N000015,142,143,9
A000022,N000182,36,137,0
A000022,N000147,0,0,15
A000022,N000159,0,0,0
A000022,N000181,48,137,1
A000022,O000006,126,132,12
A000022,O000007,140,143,10
A000022,O000085,135,141,13
A000022,O000107,124,129,11
A000022,P000034,135,140,13
A000022,P000096,138,141,14
A000022,P000099,139,144,12
A000022,P000583,12,108,1
A000022,P000149,134,142,14
A000022,P000588,53,140,0
A000022,P000197,39,144,0
A000022,P000587,30,138,0
A000022,P000593,135,136,12
A000022,P000258,127,141,8
A000022,P000263,58,126,1
A000022,P000265,64,144,1
A000022,P000323,60,127,0
A000022,P000373,36,136,0
A000022,P000585,97,142,4
A000022,P000592,42,136,0
A000022,P000422,137,142,11
A000022,P000589,97,139,2
A000022,P000591,30,142,0
A000022,P000523,141,144,11
A000022,P000555,75,121,3
A000022,P000586,43,137,0
A000022,R000004,34,128,0
A000022,R000011,135,144,11
A000022,R000033,97,144,4
A000022,R000053,134,137,14
A000022,R000141,91,143,1
A000022,R000571,67,143,0
A000022,R000578,100,139,2
A000022,R000574,82,137,1
A000022,R000170,138,140,12
A000022,R000569,64,141,1
A000022,R000581,69,70,1
A000022,R000568,134,142,12
A000022,R000395,62,141,0
A000022,R000572,70,142,0
A000022,R000575,72,142,0
A000022,R000409,40,137,0
A000022,R000435,98,139,5
A000022,R000580,55,143,1
A000022,R000573,136,143,11
A000022,R000462,135,140,14
A000022,R000486,142,144,13
A000022,R000487,28,139,0
A000022,R000576,140,141,13
A000022,R000515,110,111,12
A000022,R000570,43,141,1
A000022,R000577,135,139,13
A000022,S001158,137,142,10
A000022,S001167,28,143,0
A000022,S000030,134,138,8
A000022,S001156,140,142,14
A000022,S001168,140,143,13
A000022,S000097,91,133,2
A000022,S001176,7,29,0
A000022,S001145,137,144,14
A000022,S001150,143,143,13
A000022,S001164,61,143,2
A000022,S001162,140,144,13
A000022,S000185,142,144,0
A000022,S001157,141,143,13
A000022,S000244,31,141,1
A000022,S000248,137,144,14
A000022,S000250,35,138,1
A000022,S001169,141,141,11
A000022,S000275,23,141,0
A000022,S001144,113,139,13
A000022,S001170,137,141,13
A000022,S000344,139,140,14
A000022,S000364,70,138,0
A000022,S001171,129,142,6
A000022,S001154,53,139,1
A000022,S001148,69,138,0
A000022,S001165,138,142,15
A000022,S000465,137,140,11
A000022,S000480,136,138,14
A000022,S000583,55,142,3
A000022,S000510,138,140,11
A000022,S001172,44,143,0
A000022,S000522,115,142,5
A000022,S000672,135,139,9
A000022,S001153,139,142,13
A000022,S001143,62,134,1
A000022,S001173,136,143,10
A000022,S001175,30,31,2
A000022,S000749,138,141,10
A000022,S000810,125,137,13
A000022,S000822,41,142,0
A000022,S001045,136,142,10
A000022,S001155,43,130,1
A000022,S001174,137,139,13
A000022,T000458,15,108,1
A000022,T000038,124,137,3
A000022,T000057,142,143,13
A000022,T000074,122,143,2
A000022,T000459,61,142,0
A000022,T000460,140,143,12
A000022,T000193,141,143,12
A000022,T000238,42,141,0
A000022,T000260,59,140,1
A000022,T000462,66,141,0
A000022,T000266,136,142,14
A000022,T000326,137,142,9
A000022,T000465,56,59,3
A000022,T000463,81,142,0
A000022,U000039,138,142,12
A000022,U000038,136,140,12
A000022,U000031,95,144,2
A000022,V000128,141,142,15
A000022,V000081,136,142,12
A000022,V000108,134,136,5
A000022,W000798,46,140,0
A000022,W000791,71,140,1
A000022,W000099,94,135,5
A000022,W000799,137,144,12
A000022,W000119,58,143,1
A000022,W000797,140,142,13
A000022,W000187,132,141,12
A000022,W000794,132,139,16
A000022,W000207,137,142,8
A000022,W000215,137,140,14
A000022,W000792,140,143,13
A000022,W000800,138,143,12
A000022,W000267,43,140,2
A000022,W000273,79,126,2
A000022,W000796,27,133,0
A000022,W000314,137,140,12
A000022,W000413,74,140,1
A000022,W000437,38,93,0
A000022,W000801,125,135,11
A000022,W000789,76,135,0
A000022,W000795,40,143,2
A000022,W000804,20,44,0
A000022,W000672,88,143,1
A000022,W000738,127,138,15
A000022,W000793,139,143,13
A000022,W000784,106,107,13
A000022,Y000062,142,143,14
A000022,Y000031,77,142,1
A000022,Y000033,62,126,3
A000055,A000358,112,143,1
A000055,A000361,112,138,1
A000055,A000357,56,141,1
A000055,A000362,66,145,1
A000055,A000210,49,133,1
A000055,A000363,59,144,0
A000055,B001234,59,142,0
A000055,B001256,120,145,0
A000055,B000013,112,137,1
A000055,B001229,61,143,1
A000055,B000072,76,97,0
A000055,B001230,54,145,1
A000055,B001239,108,140,0
A000055,B001252,68,145,1
A000055,B000208,119,144,0
A000055,B000213,113,143,0
A000055,B001253,64,141,0
A000055,B000287,55,142,1
A000055,B001231,57,139,1
A000055,B000410,50,132,1
A000055,B000420,65,143,1
A000055,B001232,109,144,1
A000055,B000461,107,141,0
A000055,B001257,115,144,0
A000055,B001250,111,137,0
A000055,B001242,56,143,0
A000055,B000490,58,142,1
A000055,B001243,111,138,0
A000055,B000574,54,144,1
A000055,B000575,117,142,0
A000055,B000589,109,134,0
A000055,B001244,123,138,0
A000055,B001228,96,138,0
A000055,B001236,129,145,0
A000055,B001245,0,0,1
A000055,B001254,75,137,0
A000055,B000652,59,141,0
A000055,B000657,54,137,0
A000055,B001255,119,144,0
A000055,B000716,64,138,1
A000055,B001258,65,144,0
A000055,B000755,107,138,1
A000055,B001227,49,130,1
A000055,B001259,57,139,0
A000055,B001262,66,85,0
A000055,B000911,53,135,1
A000055,B001235,116,141,1
A000055,B001247,105,134,0
A000055,B001260,105,144,0
A000055,B001248,114,140,0
A000055,B001149,111,142,0
A000055,B001251,56,141,1
A000055,B001203,97,125,0
A000055,C000059,111,136,0
A000055,C000071,117,140,0
A000055,C001064,98,137,0
A000055,C000116,106,135,0
A000055,C001046,104,134,0
A000055,C001047,97,145,1
A000055,C001036,57,145,1
A000055,C001037,59,145,1
A000055,C001050,57,137,1
A000055,C001060,58,143,0
A000055,C001065,67,142,0
A000055,C000191,33,73,1
A000055,C001072,12,36,0
A000055,C001051,114,138,0
A000055,C000243,87,145,0
A000055,C001066,55,141,1
A000055,C001073,10,27,0
A000055,C000266,119,144,1
A000055,C001058,62,145,1
A000055,C001074,10,27,0
A000055,C000380,0,0,1
A000055,C001067,56,132,0
A000055,C001049,51,139,0
A000055,C001061,55,141,1
A000055,C000537,54,142,1
A000055,C000556,114,139,1
A000055,C001068,57,143,0
A000055,C001053,117,143,1
A000055,C001062,118,145,0
A000055,C000714,52,135,1
A000055,C000754,65,139,1
A000055,C001059,59,141,1
A000055,C000794,64,143,0
A000055,C001069,58,145,0
A000055,C000868,63,139,1
A000055,C001045,116,135,0
A000055,C001038,59,144,1
A000055,C000962,59,75,1
A000055,C001063,64,145,1
A000055,C001048,111,141,0
A000055,C000984,57,142,1
