member_a,member_b,votes_same,bills_same,mutual_sponsorships
K000382,O000171,135,167,2
A000367,C001037,66,169,1
B001260,B001248,159,166,3
K000378,P000601,160,163,4
P000594,S001189,169,173,4
A000374,C001092,164,167,8
D000625,N000190,97,106,4
R000598,T000460,46,170,0
C001087,P000609,167,168,9
M001199,S001183,164,173,5
C001097,D000621,50,162,2
C000984,R000604,30,123,0
B001304,G000558,43,167,1
A000375,B001284,169,171,3
K000386,L000586,74,162,1
A000369,C001114,80,82,2
C001091,N000189,37,161,0
G000558,R000577,38,166,0
C000266,G000289,171,171,13
C001101,C001059,91,153,0
B001269,L000585,161,162,7
L000580,W000809,49,168,0
B001293,M001159,170,172,5
B001296,S001148,42,156,1
P000197,W000799,100,115,0
R000515,R000609,27,131,0
J000298,S001156,153,164,0
K000376,L000562,49,166,2
B001290,G000578,154,170,5
M000087,S001195,34,165,1
B001284,L000562,49,168,2
M001190,G000585,21,105,0
H001067,T000472,26,162,0
J000032,L000589,10,40,0
E000293,R000487,52,171,1
B001285,S001180,119,168,0
C001106,M001189,144,160,5
C001096,S001200,47,161,0
J000294,S001156,152,162,0
C001105,M001185,67,161,3
B001273,K000380,24,134,1
B001257,R000602,57,167,2
E000179,J000288,146,161,0
F000460,L000567,113,125,2
M001198,H001078,113,113,8
D000615,S000364,161,165,9
C000984,H001067,25,118,0
B001297,F000466,133,170,4
H001068,T000238,25,164,0
K000378,L000480,35,170,0
R000409,W000804,155,170,2
K000362,S001172,163,166,6
S000344,W000187,139,166,0
T000468,W000821,37,164,1
B000490,S000583,75,158,3
B001275,W000800,31,172,0
E000288,E000296,134,145,0
A000055,G000574,34,164,0
E000296,F000455,159,169,0
C001110,S001191,124,167,2
E000297,B000287,2,2,0
B000490,C001051,78,159,1
C001090,W000810,50,170,0
N000127,S001168,135,160,0
S001191,T000463,114,166,6
B001283,S000248,11,89,0
M001193,R000607,157,165,4
C001080,M001157,26,170,0
L000563,V000081,112,167,0
S001150,S001190,135,171,1
G000552,K000379,39,150,0
H001077,S000522,141,169,6
F000454,S001157,141,165,1
J000290,M001201,166,169,16
P000598,P000599,40,154,1
B001243,L000567,139,160,6
O000168,S001170,41,160,0
B001289,K000378,170,172,6
B001295,D000610,39,164,0
P000604,G000584,17,107,0
D000615,W000813,163,168,13
C001066,S000248,156,172,0
C001091,H001065,41,173,0
C001106,P000604,33,151,0
K000381,V000131,150,171,1
M001193,T000468,42,163,2
M001190,Y000065,161,166,11
G000571,M001185,120,156,0
R000575,T000193,36,162,1
C001078,E000298,42,131,0
A000375,L000576,156,156,8
Q000023,S001201,129,165,0
E000288,H001056,23,147,1
K000379,R000570,3,157,0
C001038,T000477,28,158,0
D000191,P000592,43,155,1
C001106,Y000066,152,166,3
O000171,W000822,100,171,2
G000581,H001059,75,172,4
O000168,R000586,153,154,12
M001185,W000819,68,160,3
G000581,R000588,117,156,1
F000454,S000344,152,170,1
C001048,S001172,166,167,7
E000288,J000292,19,147,1
J000292,P000034,29,173,0
L000582,R000603,46,160,2
M001193,P000602,0,0,0
H001071,R000577,42,166,0
C000266,D000482,40,172,1
M001165,R000575,166,168,0
R000577,B001306,2,4,0
B001305,R000487,162,170,7
B001251,D000600,51,166,0
G000576,Q000023,41,164,0
C001109,G000585,21,100,0
C001077,F000462,41,159,1
L000569,Y000062,34,170,0
S001190,W000809,75,171,2
L000573,M001159,130,149,5
A000055,M001137,50,159,2
H000874,L000578,37,167,0
D000598,L000584,42,169,0
F000464,K000387,163,172,6
P000592,S000248,30,162,1
G000568,W000187,32,163,0
C001103,M001180,161,166,8
H001068,M001184,57,164,0
B000574,J000297,27,154,0
K000390,P000602,0,0,0
B001281,S001157,133,158,2
A000371,C001093,55,166,3
B001270,L000573,27,135,1
B001274,B001284,152,165,5
B001304,M001179,39,156,0
B001297,M001160,37,163,0
M001182,S001157,1,1,0
S001175,W000819,28,139,2
O000171,P000593,124,167,1
F000464,P000601,151,163,3
B001298,M001166,44,170,0
M001199,P000594,165,173,3
C001092,B000287,0,2,0
B001270,C000059,24,157,1
B001278,M001201,36,172,0
F000454,F000450,50,172,0
G000535,S001195,27,157,0
W000187,W000815,25,167,0
C001049,M001158,35,156,0
P000593,R000578,64,163,1
R000582,V000081,24,172,1
C001053,J000299,163,167,5
D000096,D000533,49,156,0
D000399,H001059,34,171,0
C001068,M001166,149,170,2
G000576,L000557,43,161,1
L000578,Y000062,34,167,0
B001304,J000295,46,168,1
M001188,Y000062,153,168,0
J000294,M001166,145,164,0
B001293,S001183,167,172,11
A000372,V000131,58,171,1
B001269,M001185,64,156,3
K000391,W000821,52,173,1
C001097,R000580,51,165,2
N000015,W000814,38,163,0
N000181,Z000018,1,1,0
G000551,M001184,56,170,0
B001285,D000624,148,168,0
E000294,Z000018,1,1,0
L000557,L000580,144,162,0
P000605,R000593,156,168,4
C001067,F000450,26,171,2
E000294,R000598,163,171,15
K000382,L000557,135,159,0
B000490,D000197,118,162,0
F000455,P000611,35,170,0
H001045,L000570,37,162,0
K000379,S001157,127,150,0
D000627,G000585,94,107,0
D000619,S000248,28,171,1
M001137,R000435,77,152,3
A000369,D000626,156,168,3
D000604,M001194,133,136,7
F000455,H000324,152,168,0
P000606,S001165,41,162,2
C001097,C001051,48,161,3
C000059,M001163,38,170,1
E000294,L000566,168,171,12
D000216,P000588,32,154,1
E000179,V000129,35,163,0
A000372,W000798,172,173,11
B001273,D000619,131,134,10
B001297,T000467,159,170,7
G000289,N000190,106,110,7
J000299,T000467,166,169,4
R000486,T000474,146,165,0
B001290,P000609,163,170,11
E000293,L000557,152,165,1
W000797,W000809,38,168,0
J000292,J000289,159,169,9
L000287,W000187,153,161,0
F000462,S001157,129,154,1
F000448,W000187,13,94,0
L000576,M001190,153,153,9
G000546,W000815,164,165,6
J000292,M001200,35,164,1
D000197,G000584,21,110,1
H001071,N000184,155,158,10
S001196,E000298,123,131,3
B001292,W000795,42,164,0
H000324,K000389,150,168,0
G000551,S001180,107,169,0
B001290,P000597,43,169,0
L000562,N000127,124,157,1
M001160,Q000023,140,160,0
D000216,S000522,61,164,1
J000255,R000598,81,146,9
J000298,M001187,27,168,0
W000814,W000815,164,167,11
C001076,R000580,56,56,4
D000216,H001071,38,164,0
L000554,M001189,138,163,2
F000461,L000557,43,164,1
P000608,R000604,83,169,4
G000583,L000588,40,45,0
C001106,W000804,146,164,2
F000461,S001201,74,168,1
C001078,P000588,47,161,1
R000593,W000816,163,167,15
H001071,R000585,161,168,7
C001111,D000610,137,162,0
B001289,Z000017,167,171,8
D000216,S001196,44,165,1
C001101,Y000062,151,162,0
B001270,P000593,123,152,1
G000410,M001180,65,166,3
M001193,M001184,110,171,2
S000248,T000463,29,172,1
A000370,R000588,144,154,1
O000170,N000190,33,107,1
B001269,H000324,33,159,2
H001073,L000584,167,171,3
B001257,J000299,164,167,9
M001196,W000815,50,167,1
D000600,M001137,60,163,1
C001066,H000874,160,169,0
C001078,G000566,48,169,0
F000459,G000565,151,164,14
H001053,N000189,159,160,10
K000375,S001175,126,144,1
D000216,G000377,34,155,0
M001181,M001189,118,130,4
G000553,S001168,158,172,0
C001063,P000602,0,0,0
C001112,P000604,124,155,1
C001109,T000475,154,155,4
M001160,H001078,18,106,1
C001068,F000459,35,173,2
R000586,Y000062,30,156,0
F000461,F000462,37,159,1
C001094,S000480,13,102,0
D000620,M000312,128,168,0
B001283,K000382,26,89,1
C001061,S001157,123,154,0
C001038,M001195,32,166,0
C001096,J000298,21,158,0
F000461,J000288,27,167,1
C001090,S001200,141,170,0
G000289,L000583,162,167,7
A000369,S000583,158,160,6
C001111,S001175,116,142,1
E000293,R000592,54,168,1
D000625,K000387,155,168,4
B001281,C001084,149,165,0
A000369,K000210,147,162,2
D000197,M001193,38,168,1
F000449,K000376,163,166,9
K000378,S000250,168,170,7
D000625,S001191,108,162,4
K000381,L000586,147,168,0
L000397,O000168,29,164,0
G000546,H001045,152,154,5
D000610,L000397,145,162,0
K000392,M001187,158,165,8
B001260,M001198,161,168,6
A000375,S000510,28,163,0
G000571,M001188,141,161,0
B001260,C001114,76,83,3
B001243,S001176,111,113,7
M001151,S000522,67,78,6
C001037,C001076,8,55,0
C001059,M001179,86,150,1
D000616,H000324,32,169,3
G000560,N000002,30,168,0
S001148,E000298,118,121,3
C001080,C001094,28,171,0
C001067,F000455,152,169,0
C001061,M001177,45,161,0
D000617,M001163,156,171,0
K000392,S000480,12,100,0
C001096,Y000033,154,159,9
C001087,S000583,162,162,12
M000087,R000591,32,168,1
G000552,S001191,100,160,3
B001273,V000132,48,132,2
B001305,R000515,29,135,2
C001051,S001190,70,164,3
B001286,C000059,65,171,2
C001080,G000577,32,169,0
B001299,D000616,170,172,11
C001063,K000379,61,155,0
J000289,S001191,105,163,1
L000567,Y000033,148,171,4
G000571,S001156,142,157,0
L000576,P000613,51,157,0
C001084,L000491,33,172,0
C001076,M001179,46,47,4
J000126,S001190,120,157,1
W000800,L000589,8,40,0
B001270,S001191,74,153,1
D000626,R000593,158,169,8
L000585,L000589,40,40,1
J000297,L000566,159,159,11
E000293,G000581,138,172,1
G000579,N000184,156,158,7
C001101,C001067,150,164,0
M001202,W000809,91,172,1
M001181,N000189,115,123,2
D000197,B001306,1,6,0
A000369,F000455,30,167,0
B001297,D000617,46,170,1
S001183,W000804,167,171,5
B001250,R000608,71,167,2
R000395,S001145,20,157,0
P000593,R000577,142,162,0
B001287,B001290,74,172,2
C001059,M001195,91,161,2
V000081,W000797,148,167,1
S001196,V000131,68,171,1
P000606,G000585,19,103,0
B001284,N000188,49,169,2
J000297,W000795,157,158,8
R000576,R000609,58,165,0
B001248,C001110,90,171,3
D000600,M001193,160,170,4
B001285,L000263,148,170,0
G000559,Z000017,52,167,0
A000372,M001180,168,173,7
G000579,S001195,167,169,9
B001260,K000381,56,168,2
E000215,H001065,35,165,0
K000382,M001194,63,167,1
A000372,S001200,49,173,0
C001106,K000382,70,160,2
P000605,S001148,146,160,3
E000179,M001177,46,165,0
J000174,P000592,136,141,12
M001179,B000287,0,2,0
F000462,S001180,105,158,0
L000587,W000806,152,158,6
B001304,H001053,43,167,1
M001200,Y000063,37,161,0
G000576,L000564,166,169,11
J000297,R000606,25,159,0
B001278,C000714,84,89,0
P000611,R000597,164,168,6
C000537,M001201,36,165,0
B001248,K000376,165,168,9
P000197,Z000017,32,161,0
K000362,Q000023,44,165,0
B001298,C000754,72,173,0
R000577,S000510,145,158,0
C000754,N000127,129,161,0
D000624,R000585,41,167,0
E000215,G000579,34,164,0
B001284,G000377,159,161,3
C001069,L000578,48,168,2
C000059,C001059,93,160,4
K000389,R000515,124,134,0
C001053,W000804,162,168,6
B001286,S001170,144,165,0
B001299,M001143,38,172,1
K000389,L000585,26,171,1
M001151,P000601,77,77,7
H001068,N000179,129,138,0
N000189,S001176,112,113,5
B001298,W000819,165,167,9
C001109,D000625,148,161,2
C001108,L000480,38,169,0
B001227,N000190,27,108,1
C001093,D000533,136,165,7
D000610,R000592,41,162,0
O000168,P000608,75,165,3
B001292,O000168,42,160,0
C001092,D000600,155,165,4
H001052,L000569,161,171,14
P000607,G000584,12,92,0
C001111,D000621,60,164,1
B001248,E000179,36,163,0
H001073,S001150,45,171,0
P000096,Y000062,153,167,0
D000600,S000244,152,169,3
L000570,U000031,48,171,0
K000381,M001160,142,165,0
M001197,T000472,26,165,0
G000377,R000576,56,161,0
B001303,M001163,149,169,0
H001065,S001183,170,173,11
B001275,C001048,169,171,6
C001051,P000523,36,166,0
B001305,N000188,48,169,3
B001302,W000820,144,171,8
E000215,S001148,33,154,0
G000566,K000362,163,166,7
B001301,C000059,171,171,4
I000056,S001165,44,164,2
B001287,C001053,72,170,3
F000372,M001189,150,163,5
F000459,S001176,124,125,5
D000600,E000296,44,169,0
J000299,M001166,43,166,1
B001278,J000174,29,152,0
E000215,H001071,37,164,0
G000578,H000874,45,168,0
A000374,C001114,81,84,3
G000289,S001150,39,172,1
F000372,S001187,149,159,5
B001305,J000295,162,172,8
J000295,B001306,6,6,0
A000370,B001282,36,168,1
C001084,S001150,163,173,1
B001291,U000031,156,168,6
R000586,V000130,40,158,0
B001270,L000576,22,143,1
G000551,T000468,144,162,0
D000610,K000388,42,164,0
L000582,S000051,63,161,2
C000984,S001145,117,124,0
B000574,H001068,154,160,0
B001294,F000464,155,168,3
M001199,B000287,0,2,0
J000298,W000814,23,164,0
F000462,V000129,39,158,1
M001157,S001183,167,172,6
G000546,H000874,35,162,0
B001282,R000487,168,169,10
G000577,H001059,164,171,6
L000573,S000480,12,94,0
S001180,W000800,115,170,0
B001243,J000290,155,158,11
B001293,M001194,172,172,9
M001156,S000051,130,171,3
G000553,L000560,150,170,0
G000566,N000184,155,157,6
K000375,R000487,52,169,2
A000374,C001077,166,172,5
M001194,R000608,75,172,2
C001053,J000126,40,156,2
N000181,G000585,17,104,0
D000096,F000460,16,111,0
D000623,K000210,31,164,0
G000559,H001052,51,167,0
M001163,W000797,150,166,0
O000168,R000601,165,166,11
D000624,T000469,161,168,0
P000599,W000797,42,160,1
G000558,V000132,70,166,2
B001275,T000465,34,161,0
L000554,O000170,77,166,1
H001059,T000474,52,169,2
C001078,L000587,50,170,0
B001303,R000395,45,156,0
L000567,N000188,63,170,2
J000255,S001185,69,139,1
B001273,F000460,113,113,9
H001071,J000298,25,169,0
C001092,T000469,34,164,0
M001190,R000599,62,169,2
F000460,J000289,117,121,9
B001304,S000244,45,166,1
B001269,C000266,158,161,12
E000296,W000799,107,122,0
C001066,D000626,43,171,0
D000600,H001078,104,111,4
G000579,H001068,27,164,0
G000581,R000580,76,169,3
B001283,P000599,85,87,7
C001076,M001177,55,56,3
M001143,W000798,35,172,2
F000465,J000299,167,169,3
C001108,F000461,166,170,10
B001270,D000533,51,156,0
H001050,N000127,124,149,1
S001168,S001200,153,172,0
D000621,M001193,158,166,5
F000448,Y000033,93,96,6
H001072,N000190,107,110,8
P000258,S000344,81,168,0
C001092,M001202,88,166,1
M001196,P000613,149,167,0
D000600,F000449,159,167,2
E000297,R000585,29,169,1
J000299,T000477,160,161,3
T000475,W000795,160,160,6
B001285,I000056,58,165,2
B001275,L000480,34,170,0
L000560,M001198,49,170,0
D000612,P000611,165,170,3
D000616,M001166,43,169,2
C001066,K000392,39,166,0
B001294,L000554,139,166,2
B001300,Z000017,42,167,2
B001270,C001087,25,156,1
F000466,G000551,54,171,0
R000583,T000193,30,145,3
L000581,M001163,154,167,0
F000449,M001165,165,167,0
G000577,T000238,164,170,3
K000381,T000238,53,172,2
G000577,R000588,40,155,0
C001038,R000607,32,159,0
P000606,R000608,75,166,3
C001105,S001145,23,167,0
M001198,N000127,52,161,2
C001111,J000255,71,143,1
A000055,S001156,28,161,1
J000292,Q000023,43,168,0
B001291,S001191,107,164,3
B001274,L000560,55,163,0
D000620,H001036,63,169,0
O000170,S001193,135,164,0
H001050,R000577,135,152,0
B001248,C001080,28,169,0
B001286,G000583,126,171,1
C001066,L000263,161,172,0
B001301,U000031,161,170,3
B001283,P000096,15,88,1
B001292,L000579,143,164,0
C001061,H001058,34,159,0
A000369,S001168,30,168,0
C001048,D000482,41,171,0
C001092,V000081,21,166,0
C001061,M001197,35,156,0
F000461,S000244,160,169,7
C001105,G000571,38,159,0
F000450,H000874,39,170,0
C001053,F000461,166,168,10
L000579,R000607,32,164,0
P000197,R000598,35,163,0
A000371,S001196,70,172,2
L000587,W000822,28,168,1
Z000017,H001078,107,111,9
H001045,L000584,159,162,10
R000601,H001078,110,112,8
B001302,P000592,135,162,13
C001049,S000051,59,165,0
C001084,M001177,42,173,0
E000288,G000559,125,143,0
M001143,Y000033,37,170,1
P000598,V000132,111,158,0
R000609,S001199,165,166,7
S000522,W000821,143,172,5
M001195,P000258,133,170,5
C000754,R000599,135,173,0
C001096,W000187,24,156,0
A000369,N000190,105,109,4
L000580,P000599,53,160,1
J000174,K000386,131,147,4
D000533,K000388,143,170,8
F000449,P000604,25,155,1
K000392,L000585,165,167,5
B001298,S000250,170,171,12
C001077,L000580,51,167,1
L000565,M001157,66,169,1
J000032,T000193,149,161,0
P000523,W000816,37,170,0
C001080,W000804,29,169,0
K000380,L000560,150,168,0
W000814,E000298,123,125,6
B001283,D000612,87,89,3
A000374,G000579,170,172,6
J000288,P000607,138,147,0
B001248,D000399,35,169,0
H001058,R000575,164,166,8
E000296,P000591,0,0,0
S001165,W000804,43,166,1
C001090,D000623,137,168,0
B001260,L000576,147,153,3
C001062,G000580,146,166,7
H001064,K000210,60,166,0
P000592,S001148,144,151,4
R000597,S001183,164,169,11
J000292,W000808,32,153,0
J000126,R000609,39,153,1
A000372,M001187,166,171,10
B001302,T000460,50,170,0
C000537,G000583,103,165,0
H001036,S001195,168,170,10
P000611,R000395,154,157,3
B001301,M001182,1,1,0
D000625,K000009,45,166,0
M001165,P000598,39,162,0
D000600,R000593,160,170,3
H001047,L000554,82,167,0
P000606,S000522,139,166,7
S001170,S000364,41,162,0
B001278,C001084,166,173,0
B001284,D000619,169,170,6
C001110,K000362,89,170,1
C001072,C001114,24,83,0
B001295,G000377,157,161,5
M001189,S000248,29,166,1
C001080,F000449,27,167,0
D000623,G000563,21,171,1
D000598,R000599,146,169,0
A000367,C001080,69,171,0
H001053,W000821,171,172,9
K000389,K000390,145,167,0
R000578,R000576,67,168,0
A000372,K000389,26,171,1
S001196,T000470,158,171,4
B001285,L000551,130,165,0
K000381,L000263,154,173,0
H001048,W000815,171,172,9
S000244,S001200,50,171,0
C001080,D000621,27,165,1
A000369,H001056,164,169,6
L000569,P000606,167,167,19
G000578,N000015,45,167,0
K000378,R000603,168,170,7
B000574,R000592,32,163,0
L000569,M001163,38,171,1
C001048,P000613,56,171,0
M001200,V000081,143,163,0
R000597,G000585,22,105,0
C000984,M001163,117,123,0
B001291,T000462,95,97,10
L000579,P000523,161,171,0
F000449,L000573,126,145,7
B001286,S001175,115,144,1
R000588,T000472,141,155,0
B001260,U000031,152,166,3
D000216,R000486,157,162,0
J000298,M001181,24,130,0
B001289,B001306,6,6,0
K000376,G000585,21,107,0
S000522,B001306,4,6,0
G000577,J000289,155,167,4
R000487,V000108,35,165,0
B000574,M001159,31,168,0
H001052,H000324,39,168,2
M001200,W000820,35,162,1
K000376,S000583,159,161,13
Y000066,L000589,39,40,1
C001112,O000168,58,164,4
S001172,S001199,169,169,6
M001199,R000570,13,173,0
F000455,S001156,152,165,0
B001292,G000577,47,164,0
H001071,S000051,132,172,5
H001065,G000584,112,114,4
R000609,S001190,75,164,3
C001090,E000215,142,162,0
B001305,M001160,31,164,0
E000179,S001190,125,163,0
C001107,L000567,142,164,3
B001250,H001072,163,166,7
L000480,M001177,43,170,0
D000617,T000478,46,173,1
N000181,R000578,155,163,6
M001187,R000582,167,171,14
A000370,B001270,142,155,1
L000565,N000181,64,164,1
R000586,W000808,26,140,0
E000215,E000296,146,163,0
C001069,R000577,148,165,0
L000573,H001078,76,92,7
C001094,R000591,172,173,4
E000288,S001187,18,135,1
B001273,L000580,30,131,1
F000462,L000573,30,137,1
B001274,W000791,152,165,3
G000566,L000587,160,166,5
C001110,M001199,94,173,2
H001050,S000364,42,156,2
B001295,D000600,158,170,4
H001050,W000815,43,158,1
L000586,W000820,61,166,1
J000294,M001190,29,163,0
C001051,G000574,34,163,0
G000289,P000602,0,0,0
R000591,S001176,124,125,5
R000585,Z000017,159,167,6
C001067,D000626,32,170,2
S000248,Y000063,30,170,0
C001062,Y000062,34,170,0
Q000023,G000584,28,110,0
M001201,N000002,29,168,0
C001111,S000364,60,167,2
E000296,L000567,54,171,2
M001166,W000791,44,169,0
B001275,S000583,163,164,7
J000294,S001180,107,165,0
C001061,S001201,116,158,0
H001064,L000562,135,169,0
G000579,S000248,27,172,0
J000295,K000392,161,167,7
R000591,C001115,14,14,0
M001199,W000797,42,168,0
C001061,R000604,41,159,0
B001292,L000557,140,158,0
C001101,G000580,39,158,1
C001068,W000797,149,168,1
L000559,R000597,44,168,0
M001193,V000130,49,171,1
B001290,W000822,30,170,2
B001273,N000189,123,125,10
K000392,T000467,163,167,8
G000559,M000087,144,164,0
G000565,Y000066,151,164,8
D000600,V000130,53,170,0
J000032,J000297,32,155,0
G000289,T000474,51,168,2
J000032,P000599,41,161,1
A000370,A000372,37,170,1
L000554,T000472,53,167,0
W000797,L000588,30,46,0
C001062,G000581,76,172,3
B001291,D000533,141,168,9
C001106,D000620,73,163,2
D000399,R000608,125,170,0
C001068,R000593,34,170,2
L000569,P000597,37,170,0
K000362,H001078,110,113,8
C001037,S001189,27,169,2
B001294,R000588,35,153,0
A000375,B001274,154,165,8
M001157,S001154,166,167,8
H001074,M001166,43,166,1
C001097,C001062,49,168,2
M001182,S000051,1,1,0
C001062,W000800,31,172,0
B001299,G000553,36,173,0
K000375,T000468,140,162,2
C001038,L000557,145,158,0
L000560,M000312,145,169,0
J000255,L000567,72,146,3
G000566,N000002,27,165,1
S001176,S000510,20,118,0
B001303,O000168,48,165,1
R000606,T000478,29,173,0
F000462,G000559,137,156,0
H001065,M001157,170,172,6
E000297,W000820,27,171,1
C001109,V000130,44,165,0
F000461,R000580,164,168,9
B001305,J000289,159,168,6
F000372,P000588,149,160,5
S001175,V000130,127,144,0
B001296,W000798,46,167,1
A000375,K000376,166,169,11
G000576,K000375,50,167,1
C000714,R000486,79,85,0
N000184,P000605,149,157,4
K000210,Z000017,150,166,7
M001195,S001199,167,173,6
B001299,B001269,159,162,10
A000375,W000822,25,170,1
C001084,M000312,165,172,0
B001257,M001201,167,170,12
M001193,N000181,160,166,5
E000296,Y000063,38,168,0
G000551,N000181,20,165,0
A000375,L000562,51,168,2
B001243,W000820,155,158,8
B001251,S000185,149,167,0
B001289,T000470,170,171,10
C001110,M001184,92,172,1
L000583,Z000017,157,166,10
C001101,S001156,149,159,0
M001188,N000002,154,167,0
S001157,V000108,129,160,0
O000170,R000582,56,169,1
H001056,M001180,165,173,5
R000578,W000809,159,169,2
C001072,D000620,126,165,0
B001289,V000132,71,167,2
L000263,M001199,39,173,0
B001270,W000187,143,152,0
D000624,P000606,38,165,0
H000874,R000588,141,154,0
J000294,K000376,30,165,0
B001302,B001248,145,171,8
H001077,J000292,170,170,9
C001091,S001201,123,170,0
A000367,R000576,69,172,0
G000535,S000510,142,153,0
C001049,K000379,135,149,0
C001109,M001165,163,164,0
K000382,S001180,119,165,0
G000289,M001199,167,172,3
G000377,R000580,153,159,4
K000390,R000435,73,156,0
B001298,B001299,170,173,9
P000607,S001154,22,146,0
H001045,M001158,151,154,6
A000370,B001298,36,170,1
I000056,T000468,38,159,1
G000563,M001199,169,173,2
S001175,W000804,25,144,1
F000466,S001180,98,171,0
T000470,G000585,21,105,0
C001072,K000188,123,166,0
M001190,P000609,166,167,9
A000055,K000378,164,166,5
C001110,M001157,90,172,1
M000087,Y000033,31,166,0
G000560,V000130,47,171,0
T000475,W000816,157,159,8
W000821,W000810,171,173,5
J000174,S001154,144,147,7
B000574,W000798,29,168,0
C001092,P000606,161,161,9
O000170,S001176,42,122,1
C001101,M001166,142,162,0
H001050,T000468,130,150,1
M001198,S001175,26,145,1
P000608,W000187,115,165,0
B000213,G000581,75,169,2
G000552,E000298,113,125,4
L000480,T000462,21,99,0
C001111,H001072,61,168,1
H001047,T000474,146,166,0
L000567,S000522,156,172,4
G000289,R000577,38,166,0
H001053,S001176,124,124,7
I000056,O000171,96,168,2
K000379,W000822,137,155,0
H001047,K000385,145,167,0
C000266,S001195,167,169,13
C001037,D000191,143,161,2
E000288,R000608,106,146,1
K000378,R000607,162,165,3
A000370,P000602,0,0,0
F000461,L000570,38,171,0
C001091,S001176,32,125,0
W000819,W000187,25,161,0
M001193,R000395,151,157,3
A000374,L000589,40,40,2
H001068,J000032,143,161,0
B000574,W000187,147,162,0
J000298,P000611,24,169,0
L000566,S001190,76,171,2
L000585,P000613,57,173,0
G000560,W000815,169,172,9
J000297,S000185,28,158,0
C001111,Q000023,142,165,0
E000294,L000554,138,168,2
K000392,L000564,163,167,7
M001202,N000179,93,145,0
L000570,W000812,39,169,0
B001299,R000591,171,173,10
M001143,W000800,159,171,0
G000563,M001189,163,166,12
C001048,W000797,40,166,1
D000616,R000609,162,165,8
G000566,W000798,168,169,6
C001093,D000616,163,166,9
M001190,R000607,159,162,6
D000482,S001192,39,168,0
E000293,Y000033,51,171,1
B000490,H001053,78,165,2
F000454,J000294,146,166,0
L000585,P000609,170,171,7
M001163,R000588,140,157,1
F000454,Y000062,152,169,0
M001196,S001150,151,167,0
R000583,S001180,74,150,2
B001274,C001062,153,166,9
G000558,S001195,166,169,13
C001109,H001038,41,162,1
N000181,S001176,125,125,2
G000552,L000578,151,163,11
C000754,K000388,71,172,0
C001087,L000588,30,46,0
M001151,W000799,25,76,2
S001192,Z000018,1,1,0
F000448,F000455,15,97,0
C001069,L000563,133,166,1
C000984,M001177,35,125,0
M001199,S000344,55,171,0
B001289,S001189,172,173,10
