member_a,member_b,votes_same,bills_same,mutual_sponsorships
C001090,H001047,136,167,0
E000294,L000491,166,170,11
L000560,T000469,148,167,0
R000582,W000812,167,169,15
C001068,L000589,8,40,0
K000387,S001187,159,160,8
D000623,L000589,4,40,0
M001158,W000799,38,121,1
G000581,L000564,77,172,3
B001289,K000362,167,170,8
M001163,P000604,142,156,0
G000560,G000546,162,164,6
F000461,G000559,48,167,0
G000580,R000591,147,166,8
K000379,S001156,140,151,0
B001282,M001198,171,171,9
B001269,R000576,58,161,0
G000574,J000126,142,156,0
C001068,M001165,33,171,0
C001108,N000189,156,160,8
C001110,P000604,97,158,0
B000755,B001286,64,168,0
B001278,T000478,35,173,0
D000627,P000611,45,169,0
P000258,S000244,129,168,6
M001151,P000613,23,79,0
G000558,R000582,170,172,18
H001077,K000387,169,170,4
D000616,R000570,11,172,0
G000579,W000822,24,170,1
R000578,R000570,12,169,1
H001077,L000554,141,167,1
B001278,G000577,40,171,0
B001286,S001199,66,172,2
C000754,T000478,73,173,0
H000324,P000609,33,168,2
M001189,V000130,47,165,1
S001176,T000460,30,122,0
G000289,P000593,54,166,0
C001105,P000588,151,156,6
D000626,W000819,158,167,10
F000454,K000375,147,170,0
B001282,P000604,24,156,0
C001110,W000799,93,124,1
H001053,L000583,161,167,9
C001105,P000034,30,168,0
H001053,H001068,26,164,0
P000592,S001170,45,157,0
C001109,G000578,149,164,4
A000369,Z000018,1,1,0
M001190,Z000017,163,167,6
S001168,S001187,31,159,0
B001257,T000463,166,170,9
B001243,V000129,154,158,6
B001269,G000553,34,162,0
M001197,W000795,164,167,8
F000465,R000604,166,171,5
C000714,G000551,87,89,0
P000599,R000487,157,163,8
D000616,P000613,55,172,0
P000258,R000599,92,170,2
K000362,W000187,27,164,0
G000535,R000592,27,157,0
D000615,H001064,51,168,0
M000312,W000815,26,172,0
B001257,V000081,22,170,1
D000627,M001197,41,165,0
H000874,M001158,37,162,0
P000096,R000586,35,156,1
B001300,B001302,55,169,2
M001180,M001189,159,166,11
S001150,T000462,23,99,0
B001243,Z000017,153,158,9
H001056,R000582,169,173,8
M001189,G000585,22,101,0
C001109,G000574,34,163,0
P000608,R000607,77,164,3
S001150,S001183,42,173,0
B001273,D000600,123,134,4
B001290,M001182,1,1,0
C001078,F000372,59,170,1
D000533,G000289,142,170,8
R000603,T000468,36,162,2
B001260,M001188,41,166,0
C001094,D000625,156,168,2
C001087,P000588,156,159,10
C000984,P000597,118,124,0
F000449,G000580,140,162,7
M001194,S001195,167,170,12
S001172,V000129,165,167,4
H001072,P000034,30,171,0
C001109,T000463,161,165,5
B000755,V000130,43,168,1
W000804,H001078,109,112,4
C001112,J000295,62,170,3
H001050,M001160,135,152,1
C001096,S000510,26,154,0
K000375,V000131,141,169,0
C001101,F000460,18,117,1
C001084,S001193,157,168,0
G000558,G000584,113,113,5
C001094,H001045,160,162,5
S001187,W000798,160,160,13
B001251,C001115,2,13,0
A000375,N000184,155,158,11
C001068,W000809,34,173,1
R000603,W000797,38,167,1
K000390,R000606,146,169,0
C000266,F000454,49,171,1
G000546,R000580,159,164,6
L000573,S001201,61,147,1
F000465,J000292,171,173,7
L000563,G000585,70,102,0
D000616,R000577,39,166,0
B001303,S001189,50,171,1
G000576,K000386,144,163,5
E000179,M001137,139,158,0
K000387,T000475,161,162,5
F000459,G000571,38,163,0
H001052,M001158,154,162,11
M001182,T000465,1,1,0
C001094,Y000033,164,171,7
L000579,S001170,143,163,0
H000324,Z000017,36,168,2
N000179,U000031,35,144,1
A000367,B001299,107,173,5
B001248,M001200,35,162,0
C001106,I000056,145,161,4
D000623,D000600,31,169,0
A000369,R000606,25,169,0
G000535,R000597,27,156,0
G000410,H001045,57,155,3
L000583,N000190,102,106,7
J000289,R000591,160,169,9
C001061,L000563,115,156,0
S001185,N000190,39,103,2
B001248,R000585,162,167,7
C001053,R000601,164,169,10
H001071,R000602,60,168,1
B001302,R000602,68,169,2
F000462,L000491,38,159,1
C000059,J000297,157,158,8
M001182,T000470,1,1,0
S001154,W000819,159,162,7
M001182,R000487,1,1,0
D000625,S001172,151,164,2
C001048,S001150,43,171,0
J000294,P000258,58,164,0
B001304,B001305,42,167,0
C001053,P000602,0,0,0
S000364,W000808,31,150,1
W000798,W000822,23,171,2
L000551,R000570,3,168,0
B001278,D000096,147,157,0
G000289,L000579,28,170,0
C001094,L000491,170,172,6
C001106,J000299,147,162,1
D000628,I000056,164,167,6
D000623,K000188,115,170,0
P000593,R000592,55,162,1
A000370,B001287,135,170,1
L000263,W000815,35,173,0
M001182,N000189,1,1,0
F000459,B000287,0,2,0
J000290,J000174,147,149,16
K000379,L000551,137,152,0
B001285,C001090,139,167,0
M001189,S001199,163,166,9
F000459,H001073,168,171,3
D000615,P000608,72,166,5
H001065,R000580,164,170,9
K000375,P000588,47,159,2
R000409,R000583,135,151,3
G000565,P000593,56,158,1
C001077,H001073,167,170,2
L000566,N000015,39,169,0
D000616,T000468,37,163,2
L000564,M001151,78,79,9
E000215,P000034,147,165,0
E000293,K000378,52,172,1
G000571,N000179,126,139,0
F000455,J000299,33,167,0
H001072,L000587,164,168,9
A000055,B000574,30,162,0
B001273,H000324,21,133,2
F000450,P000588,157,161,8
H001073,J000294,32,165,0
L000576,M001181,110,118,2
C001049,S001168,152,165,0
K000388,L000397,31,169,0
B001275,W000813,172,173,9
B001295,C001114,81,84,4
E000215,K000376,33,162,0
R000395,S001199,157,158,4
H001048,V000130,45,171,0
B001269,H001068,26,154,0
H001059,N000190,107,111,8
M001157,P000605,158,170,4
J000255,T000193,73,140,1
K000391,L000579,150,171,0
S000185,U000031,41,170,1
A000367,L000563,65,168,2
H001071,M001181,121,132,2
C001084,P000607,141,151,0
F000455,R000409,43,170,0
G000546,S001170,40,157,0
Q000023,L000588,31,43,0
B001278,P000602,0,0,0
D000197,V000131,136,167,1
B001227,L000397,149,167,0
C001090,H001045,46,159,0
C001061,L000573,33,138,0
B000490,S001175,95,139,0
F000448,S001180,42,95,1
R000603,C001114,82,84,4
C001105,C001096,152,156,9
N000188,S001191,93,164,3
D000612,L000573,130,148,3
S001157,T000463,67,166,2
B001290,J000297,151,158,11
D000482,S000510,146,164,0
L000263,L000576,33,157,0
B001297,L000589,34,38,2
M001159,S001180,85,171,3
A000371,C001078,154,172,1
B001243,S001193,35,156,1
M000312,Y000062,160,169,0
G000571,M001201,39,162,0
J000299,M001182,1,1,0
L000557,S000510,141,157,0
L000566,S000583,164,164,11
R000575,T000470,166,168,3
D000620,F000454,150,168,1
R000576,S001187,54,159,0
P000594,S001168,36,172,0
B001284,K000387,171,172,8
N000184,P000197,28,149,0
C001077,C001038,33,165,0
C001037,T000478,28,169,2
C000537,L000584,34,166,0
M001199,W000810,168,173,1
R000585,Y000063,159,166,4
D000216,H001068,141,157,0
P000607,T000460,129,148,0
L000491,S001190,75,170,2
M001137,T000472,136,162,0
A000369,W000815,168,169,6
L000582,W000799,105,116,1
S000522,W000812,140,168,8
K000387,R000570,13,173,0
G000563,T000470,169,171,5
F000455,L000578,33,168,0
C001062,G000577,165,171,4
M001199,R000487,166,171,2
K000378,L000580,48,167,1
D000604,T000238,133,136,3
B001281,F000465,45,165,0
D000625,S001154,151,163,4
W000798,W000187,25,167,0
G000551,K000188,117,168,0
B001292,D000600,53,164,0
L000583,M001200,36,159,0
H001038,S001157,130,163,2
S001148,P000602,0,0,0
D000612,G000584,110,112,3
L000557,P000594,45,165,1
H001071,M001196,54,166,1
D000610,W000804,41,163,0
K000385,S001201,121,167,0
D000627,R000609,43,164,1
B001295,D000399,34,170,0
F000450,T000470,169,171,2
P000591,H001078,0,0,0
B001298,D000627,43,170,0
G000553,W000821,36,173,0
K000387,S001170,43,165,0
C001091,M001181,37,133,0
B001248,K000387,168,171,6
C001109,H001047,57,163,0
H001072,H001065,168,171,9
O000170,S000185,139,168,0
B000213,K000375,52,168,1
J000126,R000597,40,155,2
P000594,R000582,167,173,7
B001283,R000591,87,89,7
P000609,R000575,166,168,8
S001189,S001185,54,164,3
B001299,M001193,163,172,6
H001045,T000238,160,161,4
L000562,S001170,137,161,0
C001072,T000469,145,166,0
B001289,C001072,40,169,0
C001037,S001191,81,163,2
H001052,P000599,152,163,10
M001181,P000594,126,133,4
B001270,W000797,137,154,1
D000625,W000795,155,167,4
E000288,L000287,140,143,0
D000482,S001180,119,171,1
M001197,Y000065,155,164,9
L000580,L000588,37,43,0
K000387,R000586,157,159,6
D000610,L000580,139,160,0
D000604,P000604,23,125,0
G000289,H001036,172,172,6
H001036,P000597,38,170,0
F000461,K000378,169,170,6
C001049,R000599,135,165,0
M001163,R000591,39,171,1
C001097,W000822,137,166,1
B001295,P000606,164,166,14
B000213,L000587,162,167,6
W000819,C001114,80,83,3
B000574,K000387,30,168,0
C001067,N000179,135,144,0
D000625,R000578,148,164,3
E000294,S001172,164,167,9
L000578,S001148,156,159,5
R000592,T000193,36,160,1
M001158,M001179,150,153,8
B001275,C001037,27,169,1
P000591,S001183,0,0,0
A000375,B001306,6,6,0
J000126,M001190,39,155,2
P000593,R000609,53,160,0
P000605,R000580,152,168,2
K000378,Y000063,164,169,4
M001179,P000258,130,158,10
B001300,K000390,145,165,0
B001293,B001306,6,6,0
L000557,R000577,142,159,0
E000294,P000523,37,171,0
N000015,R000435,69,158,0
B001289,L000562,50,169,2
C001111,M001198,62,170,2
L000567,P000605,145,171,2
B001248,C001084,35,171,0
R000591,W000821,173,173,9
P000609,T000465,36,159,0
D000628,W000815,172,172,12
A000367,Y000063,103,170,5
D000625,P000604,33,153,1
K000390,W000800,145,168,0
D000628,L000587,164,169,8
R000435,S001180,98,158,0
W000814,W000821,165,167,12
L000587,R000609,158,163,4
R000578,R000582,157,169,4
M001179,W000800,27,161,0
D000598,O000171,117,169,0
B001281,C001076,11,54,0
H001064,S000344,151,171,0
H001036,H001067,163,164,9
B001292,P000613,139,166,0
B001283,K000378,86,89,3
D000533,C001114,64,83,2
G000581,H001045,73,161,2
K000388,M001137,52,164,2
A000369,D000625,152,164,2
L000397,W000804,32,168,0
A000371,H001074,59,168,2
J000126,V000131,140,158,1
M001195,R000582,168,173,12
B001269,D000482,39,162,0
C001048,L000589,37,38,2
M001156,S001185,52,162,1
C001106,R000586,142,153,4
J000292,N000189,160,161,11
G000559,S001157,126,162,0
G000571,S001172,37,159,0
C000984,S000510,111,118,0
F000450,M001184,117,172,5
C001094,K000385,34,170,0
K000210,S001175,36,140,1
M001182,P000607,0,1,0
V000081,W000813,23,172,1
B000213,G000553,35,170,0
C001077,D000598,45,168,0
F000455,L000586,136,166,0
C001097,D000197,144,164,1
C001097,L000563,123,163,0
L000586,N000002,128,164,0
C000754,D000612,70,171,0
B001300,C001096,37,157,2
H001053,O000168,165,166,12
B001302,P000606,140,167,10
B001286,R000603,64,170,3
K000381,M001177,57,173,2
D000604,H001053,133,136,3
M001199,W000795,167,171,4
D000625,F000464,149,167,4
J000174,S001175,23,127,2
L000554,P000588,134,161,2
G000580,G000553,40,166,0
G000553,W000809,35,173,0
G000578,L000564,154,171,6
N000002,U000031,36,167,0
B001291,S000510,26,161,0
H001056,P000606,164,167,8
B001275,J000288,28,169,1
H001053,C001114,82,83,4
C001108,H001078,109,112,6
C001093,P000096,37,164,1
C001069,F000462,140,158,1
D000624,M001143,161,170,0
B001294,G000546,161,163,4
H001045,M001201,158,161,11
D000624,V000132,130,165,0
D000533,R000603,141,169,7
B001243,M001196,47,155,1
E000293,S001199,52,173,1
G000574,T000475,32,159,0
M001185,S001175,110,144,1
C000754,P000609,72,171,0
J000174,N000184,136,139,16
L000263,P000601,34,164,0
C001107,R000608,87,163,3
G000576,P000608,72,167,4
P000607,P000611,23,150,0
B001269,G000289,158,161,10
L000557,Y000063,47,162,1
A000369,B001305,161,168,4
H001047,M001177,56,170,0
B001290,R000598,163,172,12
G000583,W000815,100,172,2
R000577,S001201,123,164,0
L000576,W000791,155,156,3
A000372,B001293,171,172,12
C001090,R000487,47,168,0
C001059,G000580,89,156,1
M001185,P000609,69,164,3
L000576,L000588,29,45,0
D000399,N000179,138,145,0
O000168,S000364,163,164,10
C001068,J000290,35,170,1
P000599,R000409,151,164,6
F000449,M001184,110,168,4
M001143,T000467,36,172,1
G000565,L000263,42,164,0
J000299,S000244,158,167,4
C001037,G000559,139,165,2
S001185,W000812,54,160,3
D000626,P000597,44,170,0
C001063,W000812,137,167,4
H001047,C001114,35,82,0
H001067,P000604,25,150,1
R000582,R000576,59,172,0
E000179,Z000018,0,1,0
L000584,M001200,35,164,0
R000580,W000820,165,168,4
B001275,J000290,169,170,8
M001181,R000582,123,133,5
L000491,R000604,163,170,9
B001302,B001290,151,172,10
S000364,W000187,24,164,0
P000605,W000822,33,169,0
D000399,H001050,140,156,0
B001270,S001172,24,154,0
H001071,L000570,43,172,0
C001051,M001160,29,158,0
M001188,S001175,127,143,0
F000449,P000608,76,167,2
L000554,W000800,57,169,0
C001063,H001064,80,171,0
B001227,P000258,72,168,0
S001190,T000193,119,163,1
C000714,F000455,81,89,0
P000609,S000344,51,169,0
M000312,S000250,27,170,2
C001049,M001199,39,165,0
M000087,T000472,155,165,0
B000574,P000197,147,158,0
L000579,C001115,1,14,0
G000559,M001157,49,168,0
M001195,L000588,29,46,0
D000610,W000820,40,163,0
M001177,S001170,51,165,0
C001051,G000560,162,165,8
F000466,Q000023,75,168,0
P000613,L000589,18,40,0
G000551,L000583,26,166,0
C001038,L000559,153,165,0
H001077,L000564,167,170,11
W000808,C001115,2,14,0
J000032,W000804,38,167,0
B001270,B001257,24,156,1
C001090,L000562,140,166,0
H001048,M000312,27,171,0
G000560,K000388,170,171,7
C000537,L000480,155,163,0
C001107,P000591,0,0,0
G000559,R000395,46,154,0
L000584,M001143,35,172,1
F000448,L000287,12,96,1
O000171,P000602,0,0,0
M001185,W000820,67,164,3
L000564,N000181,164,167,5
G000574,L000559,157,169,0
A000372,Z000018,1,1,0
B001250,G000563,166,168,9
M001137,R000603,50,163,2
B001295,H001065,168,172,6
R000597,S001156,30,163,1
B001295,L000559,43,171,0
B001293,K000375,51,170,2
B001227,B001289,41,170,2
C001097,H001052,55,166,3
B001284,C001061,34,160,1
B001301,C000537,34,165,0
R000578,U000031,154,167,2
L000583,S001175,28,140,1
B001243,K000210,136,153,3
B000490,N000002,109,162,0
C001105,F000459,163,168,7
F000465,R000585,166,169,3
F000465,S000522,144,172,5
P000607,R000487,22,149,0
C001077,K000392,160,166,5
V000129,W000815,170,171,5
M001199,S001150,45,173,0
C001090,H001064,143,170,0
C001110,N000181,87,167,2
M000312,M001190,26,168,1
H001072,S001200,49,171,0
H001077,G000585,20,104,0
B001292,G000579,44,165,0
C001091,N000002,153,169,0
L000566,M001151,79,79,9
H001077,P000608,75,168,2
D000615,V000129,161,166,6
K000376,S001150,41,170,0
B001293,R000599,61,172,2
B001284,W000819,164,166,8
M001193,M001187,158,170,7
A000375,Z000018,1,1,0
J000289,M001166,48,166,0
J000298,R000591,22,170,0
L000579,R000435,61,158,0
B001303,M001184,61,170,0
B001275,C001092,167,167,6
F000465,M001157,170,172,6
F000372,P000608,82,168,2
M001165,W000809,171,171,1
L000573,B000287,0,2,0
B001282,V000081,22,170,0
C001061,F000454,139,160,0
C001038,P000601,28,157,0
G000574,H001065,36,170,0
S001191,W000187,81,161,0
K000390,P000607,125,147,0
T000460,Y000062,153,167,0
B001289,M001195,167,173,10
B001278,D000624,160,171,0
B001303,W000810,51,171,0
S001172,S000583,160,160,8
B001227,S000185,155,169,1
F000461,P000588,158,159,14
E000293,P000592,53,162,1
P000598,R000603,39,160,0
P000593,S001185,132,160,2
B001243,M001200,34,152,1
L000287,S001196,32,167,1
K000188,K000392,73,164,1
C001091,C001063,71,171,0
C001068,Y000063,38,170,0
D000628,H000324,32,169,2
B000574,C001062,29,168,0
C001076,W000804,55,55,4
K000390,S001195,48,166,0
S001172,W000806,155,158,5
N000184,S000185,31,158,0
B000490,J000295,82,166,2
C000754,G000559,132,169,0
B001291,H001058,163,166,11
L000554,L000583,135,165,2
L000560,P000606,48,164,0
R000588,V000131,135,155,0
S001148,S001195,154,159,4
B001290,M001163,42,170,1
C001067,C001108,28,171,1
C001091,T000193,150,165,0
B001278,F000450,36,173,0
C001094,D000482,41,173,0
F000465,R000606,30,173,0
M001198,P000096,40,170,1
K000392,M001193,157,166,7
C001062,L000579,30,171,0
A000370,B001303,153,168,1
C001108,W000187,27,166,0
A000374,A000370,39,170,1
B001305,C001053,160,169,7
W000813,H001078,112,113,7
B001270,G000560,27,158,0
E000294,G000584,108,112,4
I000056,Y000063,159,165,5
R000606,R000395,25,158,0
K000381,R000585,56,169,2
S000480,W000795,12,102,0
F000372,R000487,157,168,4
A000374,Z000018,1,1,0
B001287,C001067,124,171,1
H001077,R000395,158,158,7
G000580,K000378,145,166,5
L000567,L000566,152,173,4
S001154,W000814,158,162,9
H001068,S001199,27,165,0
L000554,S000248,52,170,0
C001111,L000564,61,170,2
L000569,P000602,0,0,0
B001302,F000449,139,169,6
G000551,L000563,113,166,0
B001300,D000533,58,167,2
C001067,D000619,26,169,2
H001064,R000597,52,169,0
G000577,S001176,118,123,2
C001069,W000821,49,171,2
A000372,J000297,159,159,7
C001097,L000579,143,166,0
K000210,T000467,150,166,3
B001301,I000056,164,167,4
M001195,B000287,0,2,0
L000582,L000579,141,159,0
M001187,Y000062,40,168,0
C001091,G000559,149,169,0
D000617,R000588,135,157,0
B001269,L000580,49,157,1
B000574,P000597,149,165,0
C001087,P000611,166,169,6
G000563,R000607,164,166,8
B001243,N000127,46,151,2
W000799,W000809,37,124,3
B000213,N000015,38,166,0
P000609,P000604,26,157,1
R000591,R000575,169,170,9
D000191,T000467,41,165,1
H001068,S000250,27,164,0
J000299,S001199,168,169,6
B001278,L000576,31,157,0
N000189,W000800,25,160,0
E000297,Y000062,158,170,0
C001053,N000015,39,166,0
B001251,G000553,152,168,0
H001068,P000607,134,143,0
S001195,W000810,168,170,6
A000372,R000577,39,167,0
L000579,P000591,0,0,0
S000522,P000602,0,0,0
L000563,S000051,81,168,1
L000560,P000604,133,155,1
A000375,F000372,157,169,2
C001076,S000510,8,53,0
B001281,S001187,42,152,3
C001077,V000132,73,166,2
B001301,B001257,169,170,8
G000581,M001163,127,170,0
B001250,G000574,35,165,0
P000598,W000821,40,162,0
S001195,C001114,78,81,3
G000563,S000364,170,170,11
B001305,L000554,140,169,3
O000168,T000474,50,163,2
R000515,S001156,120,131,0
M001190,P000613,55,169,0
R000609,W000808,32,146,0
K000390,S000344,149,167,2
G000535,I000056,28,155,0
S001148,Y000065,150,158,4
M001151,O000170,24,79,1
C001108,G000563,168,172,10
C001090,R000608,129,169,0
E000179,M001187,40,163,0
E000215,L000569,33,165,0
C001112,M001180,62,170,3
D000625,R000570,9,168,0
B001227,M001182,0,1,0
J000289,M001189,154,162,8
A000374,B001283,87,89,7
G000579,H001073,167,170,2
M001197,N000181,159,162,5
B001292,H001058,43,162,0
C001076,N000127,15,54,1
F000466,P000523,69,173,0
C001061,P000592,37,151,1
C001069,R000395,44,157,0
C001092,T000193,33,159,2
A000372,F000372,159,170,3
C001107,L000263,53,164,0
L000566,S001172,169,169,8
J000032,N000181,35,164,0
P000258,Y000062,64,167,0
C000754,P000591,0,0,0
D000096,W000800,148,157,0
C001077,S000248,29,172,1
C000984,K000391,112,125,0
S001170,W000813,43,165,0
C001091,J000174,37,152,0
L000557,P000602,0,0,0
D000598,P000523,160,169,0
F000450,S000510,28,164,0
G000574,W000806,33,158,0
R000585,S001199,165,169,5
E000296,J000292,34,171,1
C001053,C001096,156,158,9
B001260,C000059,160,167,6
J000297,M001137,45,151,2
K000379,S001168,146,156,0
J000032,J000294,151,163,0
G000559,G000377,48,158,0
C001103,T000468,37,157,1
P000523,V000081,156,172,0
R000607,W000797,39,161,0
G000580,L000562,51,162,2
G000583,H001077,97,169,1
H001074,K000390,46,165,2
H000874,S000250,38,168,0
M001193,M001195,159,172,9
C000059,M001156,170,170,3
G000535,W000797,138,156,0
R000603,S001200,48,171,0
D000533,G000565,136,162,8
J000297,M001190,155,155,12
A000055,S001170,41,159,0
H001053,W000800,31,171,0
L000564,N000189,158,161,12
H001068,T000462,15,98,0
B001243,B001274,140,153,10
E000179,G000559,141,161,0
D000626,S000583,154,163,7
C001062,D000096,26,157,1
H001068,R000593,26,162,0
D000096,M001200,140,152,0
I000056,K000188,76,165,3
P000599,R000583,141,146,8
W000804,G000585,23,106,0
C001061,L000580,132,156,1
G000535,M001163,140,158,0
H001047,P000593,141,164,2
C001061,G000410,128,156,1
M001182,R000607,1,1,0
T000193,W000795,35,164,3
C001051,T000463,160,165,6
B001250,V000081,23,167,0
L000578,S001176,122,123,5
M001179,W000797,35,157,0
F000459,S001154,166,168,10
B001294,T000468,38,160,1
C001091,S001172,41,169,0
R000592,Y000065,157,164,16
C001078,M000312,147,172,1
F000460,T000478,124,125,7
F000462,M001184,50,160,1
K000385,V000081,158,169,1
D000399,M001181,35,132,0
C001053,W000797,40,166,1
C000714,K000379,83,89,0
H001059,P000593,55,167,4
S001189,T000469,36,170,0
I000056,L000569,165,168,7
G000580,W000795,144,164,9
B001283,H001068,9,89,0
P000613,V000129,57,171,0
T000469,T000475,34,160,0
S000250,G000585,21,106,0
L000578,L000570,39,170,0
J000299,J000292,167,169,6
B001283,U000031,86,89,3
C001038,L000263,162,166,0
G000566,H001045,157,159,6
L000554,R000586,132,156,2
M001156,R000576,58,170,0
B001243,L000588,20,35,0
C001103,H001050,43,151,1
H001038,W000804,43,167,1
B001275,H000874,37,170,0
C001108,W000815,168,172,9
M001157,T000193,35,164,2
G000377,P000598,39,151,0
R000599,V000081,132,172,0
D000628,H001064,51,172,0
B001270,R000582,26,158,1
C001097,W000815,49,168,2
C001101,E000288,134,139,1
C000714,L000565,70,87,0
H001050,P000591,0,0,0
B001248,G000558,168,170,11
B001284,T000477,163,164,3
M001143,R000577,154,166,0
T000238,T000463,168,171,4
E000288,T000238,19,147,1
L000559,M001184,53,171,0
C001090,L000588,33,44,0
F000460,F000459,124,125,7
B001294,T000238,165,168,3
H001036,M001188,40,171,0
L000573,N000002,30,146,1
L000586,N000184,54,154,1
B001296,S001157,132,160,2
H001038,N000181,38,163,1
B001299,P000034,32,173,0
A000367,P000597,64,170,0
D000614,G000552,150,161,8
D000604,L000287,20,133,0
J000294,S000583,28,159,0
A000375,R000580,163,169,8
B001292,C001038,145,159,0
C001112,F000464,70,169,3
H001071,L000569,168,172,13
K000376,R000609,162,163,7
T000469,Y000065,42,167,0
C001101,G000377,29,155,1
G000410,L000397,125,163,0
P000593,S001187,50,155,3
D000621,M001182,1,1,0
P000258,Y000066,135,170,8
L000480,G000584,22,111,0
B001243,L000263,36,160,0
M001187,Q000023,47,166,0
B001299,F000460,122,125,9
R000583,S001183,146,152,5
G000559,N000002,141,165,0
B001251,C001049,145,160,1
M001143,P000599,39,164,1
C000754,O000171,130,173,0
G000565,W000813,149,164,11
L000576,P000609,154,155,11
R000597,R000576,59,168,0
D000617,C001115,2,14,0
M001197,P000197,29,158,0
C001078,S001180,119,171,0
J000298,L000287,158,164,0
M001143,M001180,37,172,1
H001045,R000487,158,160,5
G000580,Z000018,1,1,0
S000185,W000821,33,172,1
M001193,R000409,151,171,3
B001297,P000605,154,169,3
G000576,W000816,160,166,9
K000390,L000263,151,169,0
K000188,L000491,74,169,3
B001257,H001078,110,111,9
D000625,P000606,151,162,3
D000598,M001151,17,75,0
D000191,N000015,141,162,1
M001158,S001165,42,159,2
L000554,Y000063,140,167,2
B001281,B001295,44,164,1
C001068,W000798,34,173,2
C000266,E000288,20,146,1
S001180,S001148,82,160,1
D000623,R000588,140,155,0
S000051,S001176,97,125,3
H001072,R000606,29,171,0
H001067,P000593,54,158,1
A000370,B001299,37,170,1
C001072,J000297,35,156,0
H001036,R000609,165,166,6
M001179,R000601,157,160,12
H001074,L000586,58,164,1
C001090,R000577,149,164,0
H001056,W000800,35,172,0
C000714,F000454,80,89,0
S001183,S001148,155,162,3
M001158,P000197,30,154,0
B001274,H001038,51,162,2
J000289,N000181,153,163,3
B001281,C001067,141,163,1
M001180,T000193,39,165,2
H001077,M001137,49,162,0
B001286,D000615,61,167,2
S001145,N000190,13,111,0
L000554,R000609,138,163,3
N000184,T000238,155,158,5
B001251,G000410,131,161,1
E000294,T000472,28,168,0
B001248,C001078,51,171,1
L000578,M001143,35,169,1
D000621,M001159,163,167,3
E000179,F000450,36,165,0
C001087,Y000033,162,168,6
B001289,D000628,171,172,10
C001087,F000466,137,170,3
S001154,G000584,108,109,3
C001048,V000132,72,165,1
H001038,H001078,27,113,1
C000984,R000602,107,124,0
A000367,L000589,16,40,1
C001062,D000615,164,168,10
U000031,W000820,161,169,4
B001291,C001096,155,158,15
R000515,Y000063,30,133,0
D000626,V000129,159,170,6
J000032,M001185,123,162,0
C001108,R000575,165,169,8
R000583,Z000017,144,150,8
D000216,L000589,11,39,0
L000573,L000397,35,147,0
K000210,M001188,49,164,0
S001148,W000187,24,157,0
L000569,S001172,168,169,10
C001106,G000580,128,159,2
C000266,S001175,27,144,2
C001109,D000399,34,164,0
D000399,V000129,34,169,0
D000216,L000578,34,162,1
D000191,L000580,137,160,0
G000580,T000467,145,166,8
G000289,W000806,155,160,7
A000370,S001200,154,170,0
B001302,J000294,44,167,0
H001056,P000613,58,173,0
C001066,H001074,41,168,0
I000056,M001166,46,165,1
F000462,H001053,38,159,1
S001156,S001189,28,167,1
S001183,S001154,162,168,6
M001194,W000798,173,173,12
M001185,M001195,66,166,2
F000449,H001056,163,169,5
C001068,R000583,30,152,2
M001160,R000570,3,165,0
L000566,R000602,59,169,0
R000602,W000799,105,123,0
M001157,L000588,29,46,0
C000984,W000795,24,123,0
R000597,S001154,161,164,5
B000755,C001087,165,166,4
B001301,M001159,170,172,3
R000486,R000515,124,132,0
P000034,W000814,29,167,0
B001304,C001103,43,161,0
K000387,N000181,166,167,6
C001049,S001196,46,165,1
F000455,W000820,33,169,0
D000482,W000800,160,172,0
M000087,W000806,31,156,0
H001064,R000602,147,169,0
C000266,C001110,91,172,3
C000537,G000577,38,164,0
D000616,J000126,38,158,2
S000344,S001175,115,143,0
R000606,R000580,30,170,0
M001202,Z000018,0,1,0
B001294,W000822,26,167,1
C001111,P000591,0,0,0
L000562,V000131,135,167,1
D000604,H001077,133,136,3
L000551,M001202,99,167,0
B001294,G000535,28,156,0
G000578,H001073,151,169,0
B000490,D000625,80,161,1
C001059,R000597,90,157,2
D000621,K000362,160,164,8
F000454,R000575,50,169,0
H001048,J000288,29,168,1
L000566,P000609,170,171,9
M001180,S000480,15,102,0
M001200,P000592,37,154,1
B001251,N000184,38,156,1
H001058,R000577,37,163,0
J000297,S001200,45,159,0
C001059,P000605,92,159,0
P000598,W000806,39,150,0
B001282,B001305,163,170,16
K000392,L000569,164,167,12
C001072,G000584,28,113,0
D000621,Y000033,158,165,4
F000449,S001201,77,166,1
C001080,P000613,140,171,0
D000627,R000593,43,167,0
C001062,H001048,171,172,6
F000465,M001189,162,166,9
E000179,K000378,35,164,0
K000390,L000567,65,169,0
L000586,M001185,147,161,1
H001053,B001306,6,6,0
H001050,V000081,135,157,1
C001062,C001115,14,14,0
H001072,M001156,168,169,8
S000185,S001192,32,167,0
K000385,O000170,138,166,0
G000552,W000820,150,164,8
L000560,W000799,105,121,0
F000450,J000174,150,152,8
P000613,S000583,53,164,0
C001077,L000588,29,45,0
R000607,L000589,38,40,1
R000597,S001168,35,168,0
E000179,L000585,35,165,0
H001038,R000609,42,162,2
C001106,T000475,142,155,3
S001168,N000190,21,110,0
P000604,W000187,142,152,0
B001250,R000588,33,152,0
C001087,K000390,46,166,0
S001199,T000468,37,164,2
