member_a_id,member_b_id,member_a_name,member_b_name,votes_same,bills_same,mutual_sponsorships
M000355,M001153,Mitch McConnell,Lisa Murkowski,15,23,1
C000127,L000550,Maria Cantwell,Mary Landrieu,23,24,2
C000174,T000464,Thomas Carper,Jon Tester,19,25,2
C001100,W000818,Jeffrey Chiesa,John Walsh,0,0,0
M000702,V000127,Barbara Mikulski,David Vitter,17,25,0
B000944,H001046,Sherrod Brown,Martin Heinrich,21,23,2
F000457,G000555,Al Franken,Kirsten Gillibrand,23,25,4
L000123,T000461,Frank Lautenberg,Patrick Toomey,1,3,0
J000291,M001170,Mike Johanns,Claire McCaskill,13,19,1
H001069,M001169,Heidi Heitkamp,Christopher Murphy,21,23,3
C000141,R000307,Benjamin Cardin,Pat Roberts,8,24,0
H001049,I000024,Kay Hagan,James Inhofe,11,22,1
C000286,U000038,Saxby Chambliss,Mark Udall,17,23,0
B001277,H001069,Richard Blumenthal,Heidi Heitkamp,21,23,3
B001230,L000123,Tammy Baldwin,Frank Lautenberg,3,3,2
B000575,C000542,Roy Blunt,Daniel Coats,20,25,1
C001098,M001183,Ted Cruz,Joe Manchin,9,23,1
B001230,M001183,Tammy Baldwin,Joe Manchin,18,23,1
B001236,F000463,John Boozman,Deb Fischer,22,24,1
R000595,S001181,Marco Rubio,Jeanne Shaheen,10,24,0
C000567,L000123,Thad Cochran,Frank Lautenberg,3,3,0
H001041,R000122,Dean Heller,Jack Reed,17,24,2
F000463,K000384,Deb Fischer,Tim Kaine,14,24,0
J000293,V000127,Ron Johnson,David Vitter,15,25,1
B001261,H001061,John Barrasso,John Hoeven,15,24,1
B001288,M001153,Cory Booker,Lisa Murkowski,12,13,1
H001046,S001194,Martin Heinrich,Brian Schatz,22,22,2
B001236,U000038,John Boozman,Mark Udall,14,24,1
F000062,H001041,Dianne Feinstein,Dean Heller,17,24,1
C000542,C001071,Daniel Coats,Bob Corker,20,25,1
H001049,M001170,Kay Hagan,Claire McCaskill,21,21,3
C001035,S000770,Susan Collins,Debbie Stabenow,23,25,2
M001183,S000033,Joe Manchin,Bernard Sanders,20,23,1
B000243,W000805,Max Baucus,Mark Warner,12,13,2
F000463,S000320,Deb Fischer,Richard Shelby,18,24,1
B000711,M000639,Barbara Boxer,Robert Menendez,23,23,2
C000567,F000444,Thad Cochran,Jeff Flake,9,21,1
N000032,W000437,Bill Nelson,Roger Wicker,21,25,1
B001236,C001070,John Boozman,Bob Casey,16,24,0
J000177,M001183,Tim Johnson,Joe Manchin,20,24,2
B000243,C001100,Max Baucus,Jeffrey Chiesa,5,5,0
B000711,W000779,Barbara Boxer,Ron Wyden,20,23,2
H000206,R000361,Tom Harkin,John Rockefeller,23,24,3
K000360,L000123,Mark Kirk,Frank Lautenberg,1,3,2
C001070,K000384,Bob Casey,Tim Kaine,22,23,2
M000639,W000779,Robert Menendez,Ron Wyden,21,25,3
B001277,G000386,Richard Blumenthal,Charles Grassley,11,25,0
K000148,R000584,John Kerry,Jim Risch,1,2,0
F000457,V000127,Al Franken,David Vitter,16,25,1
M000355,P000449,Mitch McConnell,Rob Portman,16,25,1
T000461,W000805,Patrick Toomey,Mark Warner,14,24,1
M001111,N000032,Patty Murray,Bill Nelson,22,22,2
I000055,M000702,Johnny Isakson,Barbara Mikulski,19,25,1
H001042,S000320,Mazie Hirono,Richard Shelby,13,24,0
N000032,P000603,Bill Nelson,Rand Paul,8,23,0
F000444,J000177,Jeff Flake,Tim Johnson,12,24,0
M001111,W000818,Patty Murray,John Walsh,10,11,0
C001099,H001042,William Cowan,Mazie Hirono,6,6,3
B000944,C001100,Sherrod Brown,Jeffrey Chiesa,4,5,0
F000062,M000702,Dianne Feinstein,Barbara Mikulski,25,25,2
K000384,K000148,Tim Kaine,John Kerry,1,1,0
M001176,T000461,Jeff Merkley,Patrick Toomey,13,24,0
L000174,M001169,Patrick Leahy,Christopher Murphy,22,24,2
M001176,W000437,Jeff Merkley,Roger Wicker,18,24,1
F000463,S000770,Deb Fischer,Debbie Stabenow,13,24,0
F000463,T000461,Deb Fischer,Patrick Toomey,17,24,1
C000542,S001181,Daniel Coats,Jeanne Shaheen,15,25,0
B001277,P000590,Richard Blumenthal,Mark Pryor,23,25,1
C000560,C001098,Tom Coburn,Ted Cruz,17,22,1
G000386,L000123,Charles Grassley,Frank Lautenberg,0,3,0
B001230,C000560,Tammy Baldwin,Tom Coburn,5,22,0
M000639,R000595,Robert Menendez,Marco Rubio,8,24,1
D000607,J000293,Joe Donnelly,Ron Johnson,7,24,1
T000250,W000818,John Thune,John Walsh,8,11,1
H001069,W000802,Heidi Heitkamp,Sheldon Whitehouse,19,23,4
G000555,M000133,Kirsten Gillibrand,Edward Markey,16,16,3
C000127,G000386,Maria Cantwell,Charles Grassley,12,25,0
H001049,M001176,Kay Hagan,Jeff Merkley,21,24,3
B000944,R000146,Sherrod Brown,Harry Reid,22,24,2
C000567,L000174,Thad Cochran,Patrick Leahy,16,22,0
D000563,K000148,Richard Durbin,John Kerry,2,2,0
C001100,H000206,Jeffrey Chiesa,Tom Harkin,5,5,0
H001069,S000148,Heidi Heitkamp,Charles Schumer,22,23,3
B000243,R000361,Max Baucus,John Rockefeller,13,14,2
H001069,S000320,Heidi Heitkamp,Richard Shelby,15,23,1
C001070,T000461,Bob Casey,Patrick Toomey,12,24,0
C000174,H001049,Thomas Carper,Kay Hagan,21,25,2
F000062,R000307,Dianne Feinstein,Pat Roberts,9,24,0
G000555,K000383,Kirsten Gillibrand,Angus King,22,23,2
C001099,R000307,William Cowan,Pat Roberts,1,6,0
C001035,D000563,Susan Collins,Richard Durbin,24,25,3
E000285,H001041,Michael Enzi,Dean Heller,15,24,1
E000285,U000039,Michael Enzi,Tom Udall,11,25,0
M000303,T000464,John McCain,Jon Tester,15,23,1
L000174,M001176,Patrick Leahy,Jeff Merkley,21,24,2
M001183,M000934,Joe Manchin,Jerry Moran,12,20,2
C001071,R000146,Bob Corker,Harry Reid,15,25,0
E000285,V000127,Michael Enzi,David Vitter,18,25,1
B000243,T000250,Max Baucus,John Thune,7,14,0
B001261,H001049,John Barrasso,Kay Hagan,14,24,1
H000206,M001169,Tom Harkin,Christopher Murphy,22,23,3
H000338,W000805,Orrin Hatch,Mark Warner,15,24,1
L000174,M001170,Patrick Leahy,Claire McCaskill,18,21,2
B001267,J000177,Michael Bennet,Tim Johnson,21,25,2
H001042,R000122,Mazie Hirono,Jack Reed,23,24,3
C000174,S000033,Thomas Carper,Bernard Sanders,18,24,2
H001049,M000303,Kay Hagan,John McCain,15,23,1
B001288,M000702,Cory Booker,Barbara Mikulski,13,13,2
J000293,K000148,Ron Johnson,John Kerry,1,2,0
I000055,W000437,Johnny Isakson,Roger Wicker,23,25,2
M000702,M001153,Barbara Mikulski,Lisa Murkowski,21,23,1
L000261,M000303,Carl Levin,John McCain,14,23,0
B001267,C000542,Michael Bennet,Daniel Coats,17,25,0
B000575,R000146,Roy Blunt,Harry Reid,19,25,0
A000368,C000560,Kelly Ayotte,Tom Coburn,13,23,1
B001277,U000038,Richard Blumenthal,Mark Udall,23,24,2
C001035,I000024,Susan Collins,James Inhofe,11,22,1
H001061,K000360,John Hoeven,Mark Kirk,14,22,1
D000563,T000464,Richard Durbin,Jon Tester,22,25,3
M000133,S001184,Edward Markey,Tim Scott,8,16,0
H001042,R000595,Mazie Hirono,Marco Rubio,8,23,0
A000360,C001071,Lamar Alexander,Bob Corker,20,23,2
B001267,C001098,Michael Bennet,Ted Cruz,8,24,0
V000127,W000817,David Vitter,Elizabeth Warren,14,24,1
B001230,B001267,Tammy Baldwin,Michael Bennet,20,24,2
C000141,C000560,Benjamin Cardin,Tom Coburn,5,23,0
B001267,S000033,Michael Bennet,Bernard Sanders,21,24,2
F000444,S001194,Jeff Flake,Brian Schatz,10,22,0
N000032,R000584,Bill Nelson,Jim Risch,9,25,0
I000055,M001153,Johnny Isakson,Lisa Murkowski,17,23,2
B001135,L000174,Richard Burr,Patrick Leahy,15,25,0
C001100,H000338,Jeffrey Chiesa,Orrin Hatch,4,5,0
M000303,M000639,John McCain,Robert Menendez,13,23,1
B001261,C000141,John Barrasso,Benjamin Cardin,12,24,0
A000360,M001170,Lamar Alexander,Claire McCaskill,15,19,1
K000384,W000818,Tim Kaine,John Walsh,10,11,0
D000607,M001111,Joe Donnelly,Patty Murray,20,21,2
H001046,H001042,Martin Heinrich,Mazie Hirono,23,24,2
R000146,S001181,Harry Reid,Jeanne Shaheen,24,25,2
B001265,H001041,Mark Begich,Dean Heller,18,22,2
J000177,L000261,Tim Johnson,Carl Levin,24,25,3
G000555,K000367,Kirsten Gillibrand,Amy Klobuchar,23,25,4
B000575,R000307,Roy Blunt,Pat Roberts,15,24,1
K000360,W000805,Mark Kirk,Mark Warner,15,21,4
C001088,F000463,Christopher Coons,Deb Fischer,13,23,0
C001100,P000449,Jeffrey Chiesa,Rob Portman,3,5,0
E000285,W000437,Michael Enzi,Roger Wicker,16,25,1
D000607,E000285,Joe Donnelly,Michael Enzi,12,24,1
C001099,H001041,William Cowan,Dean Heller,2,6,1
J000293,W000818,Ron Johnson,John Walsh,5,11,1
H001041,S000320,Dean Heller,Richard Shelby,15,24,1
H001041,T000461,Dean Heller,Patrick Toomey,16,24,1
B001135,L000123,Richard Burr,Frank Lautenberg,1,3,0
C000127,H000338,Maria Cantwell,Orrin Hatch,15,25,0
G000386,T000250,Charles Grassley,John Thune,18,25,1
C000880,G000386,Michael Crapo,Charles Grassley,19,25,1
C001098,L000261,Ted Cruz,Carl Levin,8,24,0
B001230,L000261,Tammy Baldwin,Carl Levin,22,24,2
J000293,R000361,Ron Johnson,John Rockefeller,7,25,0
C001070,C001088,Bob Casey,Christopher Coons,22,23,2
F000463,P000603,Deb Fischer,Rand Paul,17,22,1
C001035,W000817,Susan Collins,Elizabeth Warren,21,24,4
F000062,W000437,Dianne Feinstein,Roger Wicker,21,25,0
M000934,S000148,Jerry Moran,Charles Schumer,12,21,1
D000563,H001041,Richard Durbin,Dean Heller,17,24,2
F000457,G000386,Al Franken,Charles Grassley,13,25,0
L000577,M000639,Mike Lee,Robert Menendez,5,24,0
A000360,B001135,Lamar Alexander,Richard Burr,16,23,2
A000360,C001098,Lamar Alexander,Ted Cruz,12,22,1
K000148,W000817,John Kerry,Elizabeth Warren,1,1,0
H000338,R000361,Orrin Hatch,John Rockefeller,15,25,0
P000449,W000805,Rob Portman,Mark Warner,17,24,1
B000944,C000542,Sherrod Brown,Daniel Coats,16,24,0
J000177,L000577,Tim Johnson,Mike Lee,5,24,0
A000368,M001183,Kelly Ayotte,Joe Manchin,17,24,2
H001061,M001176,John Hoeven,Jeff Merkley,19,24,1
B001230,F000444,Tammy Baldwin,Jeff Flake,11,24,0
K000148,R000361,John Kerry,John Rockefeller,2,2,0
C000127,F000457,Maria Cantwell,Al Franken,24,25,2
C001100,N000032,Jeffrey Chiesa,Bill Nelson,5,5,0
C001088,L000174,Christopher Coons,Patrick Leahy,21,24,2
B001261,B000944,John Barrasso,Sherrod Brown,11,23,0
C000286,P000590,Saxby Chambliss,Mark Pryor,19,24,1
S001141,W000779,Jeff Sessions,Ron Wyden,9,23,0
M001170,P000449,Claire McCaskill,Rob Portman,12,21,1
B000575,H001046,Roy Blunt,Martin Heinrich,18,24,0
J000177,R000307,Tim Johnson,Pat Roberts,10,24,0
H001061,L000261,John Hoeven,Carl Levin,22,25,0
J000291,S001184,Mike Johanns,Tim Scott,15,22,1
P000449,U000038,Rob Portman,Mark Udall,15,24,0
V000127,W000805,David Vitter,Mark Warner,16,24,1
C001071,H001046,Bob Corker,Martin Heinrich,14,24,0
H001049,R000146,Kay Hagan,Harry Reid,24,25,2
G000359,J000177,Lindsey Graham,Tim Johnson,17,25,1
E000285,H000338,Michael Enzi,Orrin Hatch,18,25,1
A000360,C001100,Lamar Alexander,Jeffrey Chiesa,5,5,0
D000563,H001049,Richard Durbin,Kay Hagan,24,25,2
C001100,V000127,Jeffrey Chiesa,David Vitter,3,5,0
G000359,S000033,Lindsey Graham,Bernard Sanders,16,24,0
E000285,M000639,Michael Enzi,Robert Menendez,11,25,0
F000463,I000024,Deb Fischer,James Inhofe,18,21,1
G000359,K000148,Lindsey Graham,John Kerry,1,2,0
B000711,M000702,Barbara Boxer,Barbara Mikulski,22,23,2
C000880,S001184,Michael Crapo,Tim Scott,20,24,1
C001098,R000307,Ted Cruz,Pat Roberts,19,23,1
C000174,C001035,Thomas Carper,Susan Collins,21,25,3
B001230,R000307,Tammy Baldwin,Pat Roberts,8,23,0
B000575,F000444,Roy Blunt,Jeff Flake,11,24,1
M001169,W000779,Christopher Murphy,Ron Wyden,20,24,2
N000032,W000805,Bill Nelson,Mark Warner,22,24,2
R000307,S000033,Pat Roberts,Bernard Sanders,7,23,0
D000607,R000361,Joe Donnelly,John Rockefeller,23,24,2
B001230,G000359,Tammy Baldwin,Lindsey Graham,17,24,0
C001098,G000359,Ted Cruz,Lindsey Graham,15,24,1
I000055,W000779,Johnny Isakson,Ron Wyden,16,25,1
C001035,M001176,Susan Collins,Jeff Merkley,21,24,3
A000368,S001194,Kelly Ayotte,Brian Schatz,16,23,1
C001088,F000444,Christopher Coons,Jeff Flake,10,23,0
H001049,S000770,Kay Hagan,Debbie Stabenow,23,25,2
B001236,K000367,John Boozman,Amy Klobuchar,16,25,1
F000444,S000033,Jeff Flake,Bernard Sanders,10,23,0
U000039,W000818,Tom Udall,John Walsh,10,11,0
D000607,W000805,Joe Donnelly,Mark Warner,22,23,4
F000463,S001184,Deb Fischer,Tim Scott,15,24,1
C001056,J000177,John Cornyn,Tim Johnson,12,24,0
A000368,S001141,Kelly Ayotte,Jeff Sessions,10,23,1
H001049,W000802,Kay Hagan,Sheldon Whitehouse,21,25,3
B000243,C000567,Max Baucus,Thad Cochran,11,14,0
C000141,S001194,Benjamin Cardin,Brian Schatz,22,23,2
C000542,F000062,Daniel Coats,Dianne Feinstein,16,25,0
H001042,R000146,Mazie Hirono,Harry Reid,23,24,2
C000542,H001041,Daniel Coats,Dean Heller,12,24,1
B001135,C001070,Richard Burr,Bob Casey,17,24,0
B000575,R000122,Roy Blunt,Jack Reed,17,25,2
C000286,H001069,Saxby Chambliss,Heidi Heitkamp,17,22,1
C000286,M000934,Saxby Chambliss,Jerry Moran,17,20,1
H001069,L000577,Heidi Heitkamp,Mike Lee,5,22,1
K000148,W000802,John Kerry,Sheldon Whitehouse,2,2,0
A000360,P000603,Lamar Alexander,Rand Paul,13,21,1
B000575,R000595,Roy Blunt,Marco Rubio,13,24,1
G000386,M000133,Charles Grassley,Edward Markey,9,16,0
M001111,T000461,Patty Murray,Patrick Toomey,11,22,0
B001265,B000944,Mark Begich,Sherrod Brown,19,22,2
C001056,C001098,John Cornyn,Ted Cruz,19,23,1
C001070,M001170,Bob Casey,Claire McCaskill,20,20,2
C001088,L000123,Christopher Coons,Frank Lautenberg,3,3,2
M000702,W000437,Barbara Mikulski,Roger Wicker,21,25,0
C000880,L000550,Michael Crapo,Mary Landrieu,11,24,2
H001046,T000250,Martin Heinrich,John Thune,14,24,0
L000550,P000449,Mary Landrieu,Rob Portman,15,24,1
D000607,U000039,Joe Donnelly,Tom Udall,22,24,2
C001100,D000607,Jeffrey Chiesa,Joe Donnelly,5,5,0
B000944,S000320,Sherrod Brown,Richard Shelby,12,24,0
G000386,S001184,Charles Grassley,Tim Scott,19,24,1
B000944,C001099,Sherrod Brown,William Cowan,6,6,2
C001056,S000033,John Cornyn,Bernard Sanders,9,23,0
C001071,R000595,Bob Corker,Marco Rubio,13,24,1
B001135,F000463,Richard Burr,Deb Fischer,19,24,1
F000062,M000639,Dianne Feinstein,Robert Menendez,24,25,2
D000607,P000603,Joe Donnelly,Rand Paul,9,22,1
L000174,S000770,Patrick Leahy,Debbie Stabenow,23,25,2
D000563,F000463,Richard Durbin,Deb Fischer,14,24,0
C000542,I000055,Daniel Coats,Johnny Isakson,22,25,1
C000560,W000818,Tom Coburn,John Walsh,4,10,1
P000603,U000038,Rand Paul,Mark Udall,8,23,0
B001267,N000032,Michael Bennet,Bill Nelson,22,25,2
M000355,R000122,Mitch McConnell,Jack Reed,14,25,0
C001098,E000285,Ted Cruz,Michael Enzi,19,24,1
B001230,E000285,Tammy Baldwin,Michael Enzi,11,24,0
B001261,L000550,John Barrasso,Mary Landrieu,14,23,1
L000261,R000146,Carl Levin,Harry Reid,25,25,2
M001183,R000584,Joe Manchin,Jim Risch,12,24,1
A000360,C000141,Lamar Alexander,Benjamin Cardin,15,23,1
E000285,S000033,Michael Enzi,Bernard Sanders,10,24,0
C001098,M001111,Ted Cruz,Patty Murray,8,21,0
B001236,P000590,John Boozman,Mark Pryor,16,25,2
B001230,M001111,Tammy Baldwin,Patty Murray,19,21,2
H001069,T000461,Heidi Heitkamp,Patrick Toomey,12,23,1
B000711,H001046,Barbara Boxer,Martin Heinrich,21,22,2
G000386,W000802,Charles Grassley,Sheldon Whitehouse,9,25,0
B001267,V000127,Michael Bennet,David Vitter,16,25,0
P000603,R000307,Rand Paul,Pat Roberts,19,22,1
C000127,K000148,Maria Cantwell,John Kerry,2,2,0
F000463,S000148,Deb Fischer,Charles Schumer,14,24,0
C000560,H001049,Tom Coburn,Kay Hagan,7,23,1
G000359,H000338,Lindsey Graham,Orrin Hatch,16,25,1
E000285,J000177,Michael Enzi,Tim Johnson,13,25,1
B001265,M000303,Mark Begich,John McCain,14,22,1
C000560,U000039,Tom Coburn,Tom Udall,5,23,0
M000355,R000595,Mitch McConnell,Marco Rubio,14,24,1
B001288,R000146,Cory Booker,Harry Reid,13,13,1
C000127,C001035,Maria Cantwell,Susan Collins,24,25,2
B000243,S001141,Max Baucus,Jeff Sessions,4,13,0
D000607,L000261,Joe Donnelly,Carl Levin,23,24,2
B001236,C001056,John Boozman,John Cornyn,19,24,1
B000575,M000702,Roy Blunt,Barbara Mikulski,19,25,1
J000177,M001111,Tim Johnson,Patty Murray,21,22,2
L000550,W000817,Mary Landrieu,Elizabeth Warren,20,23,4
B000243,S001194,Max Baucus,Brian Schatz,13,14,2
C001099,M000303,William Cowan,John McCain,3,5,0
L000261,N000032,Carl Levin,Bill Nelson,25,25,2
B000944,M001153,Sherrod Brown,Lisa Murkowski,18,22,1
H001069,K000384,Heidi Heitkamp,Tim Kaine,22,23,2
R000595,U000039,Marco Rubio,Tom Udall,8,24,0
B001277,F000463,Richard Blumenthal,Deb Fischer,13,24,0
B001261,S001184,John Barrasso,Tim Scott,16,23,1
G000386,S000770,Charles Grassley,Debbie Stabenow,11,25,0
B001236,M000934,John Boozman,Jerry Moran,19,21,1
B001236,H001069,John Boozman,Heidi Heitkamp,15,23,2
L000577,L000261,Mike Lee,Carl Levin,4,24,0
J000291,T000464,Mike Johanns,Jon Tester,13,23,2
G000359,P000449,Lindsey Graham,Rob Portman,16,25,1
H001049,U000038,Kay Hagan,Mark Udall,23,24,2
H001061,K000367,John Hoeven,Amy Klobuchar,21,25,1
B000243,L000577,Max Baucus,Mike Lee,2,14,0
K000360,L000577,Mark Kirk,Mike Lee,10,22,1
H001046,M000355,Martin Heinrich,Mitch McConnell,13,24,0
L000261,U000038,Carl Levin,Mark Udall,24,24,3
B001265,L000577,Mark Begich,Mike Lee,5,22,1
M001169,W000437,Christopher Murphy,Roger Wicker,19,24,0
G000359,L000174,Lindsey Graham,Patrick Leahy,15,25,0
B000944,R000361,Sherrod Brown,John Rockefeller,22,24,2
B000944,W000437,Sherrod Brown,Roger Wicker,18,24,0
S001141,V000127,Jeff Sessions,David Vitter,12,23,1
T000464,T000250,Jon Tester,John Thune,14,25,1
B001277,C001070,Richard Blumenthal,Bob Casey,22,24,3
C000141,J000293,Benjamin Cardin,Ron Johnson,6,25,0
C000880,T000464,Michael Crapo,Jon Tester,13,25,3
G000555,M001176,Kirsten Gillibrand,Jeff Merkley,21,24,4
M000702,S001181,Barbara Mikulski,Jeanne Shaheen,24,25,3
B000711,R000595,Barbara Boxer,Marco Rubio,6,22,0
B001265,M000133,Mark Begich,Edward Markey,14,16,2
B001267,D000607,Michael Bennet,Joe Donnelly,23,24,2
A000360,A000368,Lamar Alexander,Kelly Ayotte,13,23,2
H000206,W000802,Tom Harkin,Sheldon Whitehouse,20,24,3
I000024,S000770,James Inhofe,Debbie Stabenow,9,22,0
U000038,W000802,Mark Udall,Sheldon Whitehouse,22,24,3
F000062,T000464,Dianne Feinstein,Jon Tester,22,25,2
F000457,T000464,Al Franken,Jon Tester,21,25,3
C001056,H000338,John Cornyn,Orrin Hatch,20,24,1
A000368,J000293,Kelly Ayotte,Ron Johnson,14,25,1
C000174,G000555,Thomas Carper,Kirsten Gillibrand,19,25,2
H001046,T000464,Martin Heinrich,Jon Tester,21,24,2
B000243,M001183,Max Baucus,Joe Manchin,11,13,1
S001184,S000770,Tim Scott,Debbie Stabenow,8,24,0
L000123,S000148,Frank Lautenberg,Charles Schumer,3,3,2
B001267,M000303,Michael Bennet,John McCain,13,23,1
L000577,W000818,Mike Lee,John Walsh,4,10,1
B001261,G000386,John Barrasso,Charles Grassley,19,24,1
C001099,I000055,William Cowan,Johnny Isakson,5,6,0
L000261,P000449,Carl Levin,Rob Portman,15,25,0
I000055,S000320,Johnny Isakson,Richard Shelby,16,25,1
B000711,R000146,Barbara Boxer,Harry Reid,22,23,2
B001277,L000174,Richard Blumenthal,Patrick Leahy,23,25,2
B001135,U000038,Richard Burr,Mark Udall,15,24,0
K000360,P000590,Mark Kirk,Mark Pryor,16,22,2
K000384,M001153,Tim Kaine,Lisa Murkowski,20,22,1
B000243,R000146,Max Baucus,Harry Reid,13,14,2
B001135,M001183,Richard Burr,Joe Manchin,16,24,1
B001265,I000055,Mark Begich,Johnny Isakson,18,23,2
C000560,H000206,Tom Coburn,Tom Harkin,4,22,0
C001035,K000367,Susan Collins,Amy Klobuchar,23,25,4
F000062,M001153,Dianne Feinstein,Lisa Murkowski,21,23,1
M000702,S000320,Barbara Mikulski,Richard Shelby,14,25,0
M001170,U000038,Claire McCaskill,Mark Udall,19,20,2
F000444,W000805,Jeff Flake,Mark Warner,13,23,1
B001288,H001046,Cory Booker,Martin Heinrich,13,13,1
P000449,P000590,Rob Portman,Mark Pryor,16,25,1
M000303,R000146,John McCain,Harry Reid,14,23,0
D000563,L000550,Richard Durbin,Mary Landrieu,23,24,3
R000584,S001141,Jim Risch,Jeff Sessions,17,23,1
A000360,S000148,Lamar Alexander,Charles Schumer,16,23,0
U000039,W000805,Tom Udall,Mark Warner,21,24,2
M001170,R000146,Claire McCaskill,Harry Reid,20,21,2
C001100,C001098,Jeffrey Chiesa,Ted Cruz,1,5,0
R000122,W000818,Jack Reed,John Walsh,10,11,0
B001230,C001100,Tammy Baldwin,Jeffrey Chiesa,4,5,0
C000567,P000590,Thad Cochran,Mark Pryor,19,22,1
C001100,S000033,Jeffrey Chiesa,Bernard Sanders,4,5,0
G000359,V000127,Lindsey Graham,David Vitter,18,25,2
L000174,W000802,Patrick Leahy,Sheldon Whitehouse,23,25,2
C001056,D000607,John Cornyn,Joe Donnelly,11,23,1
S000033,W000437,Bernard Sanders,Roger Wicker,19,24,0
J000177,W000805,Tim Johnson,Mark Warner,21,24,4
B001267,H000338,Michael Bennet,Orrin Hatch,14,25,0
C000567,H001049,Thad Cochran,Kay Hagan,19,22,2
H001049,H000338,Kay Hagan,Orrin Hatch,16,25,1
B000944,W000779,Sherrod Brown,Ron Wyden,21,24,2
B001267,B001277,Michael Bennet,Richard Blumenthal,21,25,2
C000560,H001069,Tom Coburn,Heidi Heitkamp,6,21,1
K000360,M000934,Mark Kirk,Jerry Moran,13,18,2
A000360,B001277,Lamar Alexander,Richard Blumenthal,15,23,0
H001041,W000437,Dean Heller,Roger Wicker,15,24,1
B001236,R000584,John Boozman,Jim Risch,19,25,1
B001288,R000595,Cory Booker,Marco Rubio,7,13,0
M000355,R000146,Mitch McConnell,Harry Reid,14,25,0
B001267,P000449,Michael Bennet,Rob Portman,16,25,0
H001049,J000291,Kay Hagan,Mike Johanns,15,23,1
S000320,T000461,Richard Shelby,Patrick Toomey,17,25,1
B001236,C000174,John Boozman,Thomas Carper,18,25,1
B000243,C000560,Max Baucus,Tom Coburn,4,13,0
P000603,P000590,Rand Paul,Mark Pryor,9,23,1
L000174,S000148,Patrick Leahy,Charles Schumer,22,25,2
D000563,S001184,Richard Durbin,Tim Scott,9,24,0
F000444,H001046,Jeff Flake,Martin Heinrich,11,24,0
D000607,G000359,Joe Donnelly,Lindsey Graham,18,24,1
C000567,M000934,Thad Cochran,Jerry Moran,14,19,1
C001056,V000127,John Cornyn,David Vitter,16,24,1
C000880,H001049,Michael Crapo,Kay Hagan,11,25,2
B001230,R000361,Tammy Baldwin,John Rockefeller,22,24,2
H001041,M001153,Dean Heller,Lisa Murkowski,19,22,2
C001098,R000361,Ted Cruz,John Rockefeller,8,24,0
B001277,L000123,Richard Blumenthal,Frank Lautenberg,3,3,2
V000127,W000818,David Vitter,John Walsh,10,11,1
M000133,T000464,Edward Markey,Jon Tester,14,16,2
B001265,F000062,Mark Begich,Dianne Feinstein,22,23,2
G000555,M001153,Kirsten Gillibrand,Lisa Murkowski,20,23,2
C000127,H001061,Maria Cantwell,John Hoeven,22,25,0
H001042,M000702,Mazie Hirono,Barbara Mikulski,23,24,2
B001288,R000122,Cory Booker,Jack Reed,13,13,3
B000944,M000639,Sherrod Brown,Robert Menendez,23,24,2
H000338,L000261,Orrin Hatch,Carl Levin,15,25,0
F000062,S000320,Dianne Feinstein,Richard Shelby,14,25,0
C001099,F000062,William Cowan,Dianne Feinstein,6,6,3
H001049,H001061,Kay Hagan,John Hoeven,23,25,2
C000141,R000361,Benjamin Cardin,John Rockefeller,24,25,3
M001170,M000934,Claire McCaskill,Jerry Moran,12,19,2
H001069,M001170,Heidi Heitkamp,Claire McCaskill,19,19,3
K000148,P000603,John Kerry,Rand Paul,0,2,0
J000177,K000384,Tim Johnson,Tim Kaine,23,24,2
H001046,I000055,Martin Heinrich,Johnny Isakson,18,24,0
B000575,M000639,Roy Blunt,Robert Menendez,18,25,1
L000123,P000449,Frank Lautenberg,Rob Portman,1,3,0
A000368,R000361,Kelly Ayotte,John Rockefeller,18,25,1
F000062,R000595,Dianne Feinstein,Marco Rubio,9,24,0
C000286,F000463,Saxby Chambliss,Deb Fischer,19,23,1
C000880,M000934,Michael Crapo,Jerry Moran,17,21,2
C001071,M000639,Bob Corker,Robert Menendez,14,25,0
I000055,W000817,Johnny Isakson,Elizabeth Warren,16,24,1
A000360,L000550,Lamar Alexander,Mary Landrieu,17,22,3
N000032,S001141,Bill Nelson,Jeff Sessions,9,23,0
C000880,H001069,Michael Crapo,Heidi Heitkamp,10,23,2
C001056,U000039,John Cornyn,Tom Udall,10,24,0
M001153,S000033,Lisa Murkowski,Bernard Sanders,19,22,1
C001071,W000779,Bob Corker,Ron Wyden,14,25,0
B001288,C001099,Cory Booker,William Cowan,0,0,1
B001288,S000320,Cory Booker,Richard Shelby,6,13,0
P000603,S001194,Rand Paul,Brian Schatz,7,21,0
C001035,K000383,Susan Collins,Angus King,22,23,3
H000206,L000261,Tom Harkin,Carl Levin,23,24,3
D000563,G000555,Richard Durbin,Kirsten Gillibrand,24,25,3
G000359,R000584,Lindsey Graham,Jim Risch,16,25,1
H001069,K000367,Heidi Heitkamp,Amy Klobuchar,22,23,4
N000032,U000039,Bill Nelson,Tom Udall,24,25,2
B001265,B001288,Mark Begich,Cory Booker,12,13,2
B001135,M000934,Richard Burr,Jerry Moran,17,21,1
C001035,M000133,Susan Collins,Edward Markey,14,16,2
R000361,S001141,John Rockefeller,Jeff Sessions,9,23,0
C001056,W000818,John Cornyn,John Walsh,8,11,1
