member_a_id,member_b_id,member_a_name,member_b_name,votes_same,bills_same,mutual_sponsorships
F000062,M000303,Dianne Feinstein,John McCain,14,23,0
C000174,W000817,Thomas Carper,Elizabeth Warren,18,24,3
B001267,C001056,Michael Bennet,John Cornyn,10,24,0
B001135,R000361,Richard Burr,John Rockefeller,16,25,0
F000463,L000174,Deb Fischer,Patrick Leahy,11,24,0
I000024,R000361,James Inhofe,John Rockefeller,10,22,0
B001236,C000141,John Boozman,Benjamin Cardin,14,25,1
S001194,U000039,Brian Schatz,Tom Udall,22,23,2
B000575,H001042,Roy Blunt,Mazie Hirono,17,24,1
E000285,S000320,Michael Enzi,Richard Shelby,19,25,1
D000607,H000338,Joe Donnelly,Orrin Hatch,15,24,1
C001098,J000177,Ted Cruz,Tim Johnson,7,24,0
B001261,C001100,John Barrasso,Jeffrey Chiesa,3,5,0
C001071,H001042,Bob Corker,Mazie Hirono,13,24,1
I000024,W000802,James Inhofe,Sheldon Whitehouse,9,22,0
E000285,S001184,Michael Enzi,Tim Scott,18,24,1
K000360,M000355,Mark Kirk,Mitch McConnell,16,22,1
H000206,R000584,Tom Harkin,Jim Risch,7,24,0
M001169,T000461,Christopher Murphy,Patrick Toomey,10,24,0
B000243,W000818,Max Baucus,John Walsh,0,0,0
K000360,T000461,Mark Kirk,Patrick Toomey,17,22,1
M001170,W000802,Claire McCaskill,Sheldon Whitehouse,18,21,2
H001042,J000177,Mazie Hirono,Tim Johnson,22,24,3
C000560,S001194,Tom Coburn,Brian Schatz,6,21,0
A000360,H000338,Lamar Alexander,Orrin Hatch,17,23,1
C001070,L000174,Bob Casey,Patrick Leahy,20,24,2
L000261,U000039,Carl Levin,Tom Udall,24,25,2
K000148,U000039,John Kerry,Tom Udall,2,2,0
C000560,S001141,Tom Coburn,Jeff Sessions,15,22,1
P000449,V000127,Rob Portman,David Vitter,15,25,1
M000934,R000307,Jerry Moran,Pat Roberts,16,20,1
A000360,F000457,Lamar Alexander,Al Franken,17,23,1
L000577,M000303,Mike Lee,John McCain,12,22,1
B000243,U000039,Max Baucus,Tom Udall,12,14,2
M000133,W000818,Edward Markey,John Walsh,10,11,0
I000055,L000577,Johnny Isakson,Mike Lee,10,24,1
L000577,T000461,Mike Lee,Patrick Toomey,16,24,1
E000285,M001176,Michael Enzi,Jeff Merkley,9,24,0
B001288,M000355,Cory Booker,Mitch McConnell,8,13,0
R000146,R000595,Harry Reid,Marco Rubio,9,24,0
B001265,R000146,Mark Begich,Harry Reid,22,23,2
H001041,S001181,Dean Heller,Jeanne Shaheen,18,24,1
L000123,S001141,Frank Lautenberg,Jeff Sessions,0,3,0
F000444,L000123,Jeff Flake,Frank Lautenberg,1,3,0
H000338,R000584,Orrin Hatch,Jim Risch,19,25,1
G000555,G000386,Kirsten Gillibrand,Charles Grassley,11,25,0
B000243,V000127,Max Baucus,David Vitter,9,14,0
B000575,U000039,Roy Blunt,Tom Udall,18,25,0
H001046,L000261,Martin Heinrich,Carl Levin,24,24,2
C000542,H001046,Daniel Coats,Martin Heinrich,15,24,0
C001099,R000146,William Cowan,Harry Reid,6,6,2
J000291,K000367,Mike Johanns,Amy Klobuchar,15,23,1
R000146,S000320,Harry Reid,Richard Shelby,14,25,0
B000711,I000055,Barbara Boxer,Johnny Isakson,16,23,0
B001267,S001194,Michael Bennet,Brian Schatz,20,23,2
J000293,W000805,Ron Johnson,Mark Warner,9,24,1
C000127,K000383,Maria Cantwell,Angus King,23,23,2
B001288,M000303,Cory Booker,John McCain,6,12,0
B001267,S001141,Michael Bennet,Jeff Sessions,9,23,0
D000607,H000206,Joe Donnelly,Tom Harkin,22,23,2
J000177,M001153,Tim Johnson,Lisa Murkowski,20,23,1
F000062,M000355,Dianne Feinstein,Mitch McConnell,14,25,0
E000285,W000818,Michael Enzi,John Walsh,8,11,1
B001135,T000461,Richard Burr,Patrick Toomey,17,25,1
C000880,K000367,Michael Crapo,Amy Klobuchar,11,25,2
C001100,J000293,Jeffrey Chiesa,Ron Johnson,2,5,0
A000368,M000639,Kelly Ayotte,Robert Menendez,17,25,1
B000243,N000032,Max Baucus,Bill Nelson,13,14,2
C000560,C001056,Tom Coburn,John Cornyn,17,22,1
M001111,U000039,Patty Murray,Tom Udall,21,22,2
C000286,S000148,Saxby Chambliss,Charles Schumer,18,24,1
B000944,H001042,Sherrod Brown,Mazie Hirono,22,23,2
L000123,M000133,Frank Lautenberg,Edward Markey,0,0,1
M000639,M000702,Robert Menendez,Barbara Mikulski,24,25,3
S000320,U000038,Richard Shelby,Mark Udall,14,24,0
C000174,S000770,Thomas Carper,Debbie Stabenow,19,25,2
J000291,W000437,Mike Johanns,Roger Wicker,18,23,1
L000550,M000355,Mary Landrieu,Mitch McConnell,15,24,1
B001261,W000817,John Barrasso,Elizabeth Warren,10,23,0
G000359,M001183,Lindsey Graham,Joe Manchin,16,24,3
C001088,K000360,Christopher Coons,Mark Kirk,14,21,2
C000567,P000603,Thad Cochran,Rand Paul,9,20,1
L000174,N000032,Patrick Leahy,Bill Nelson,22,25,2
D000563,M001176,Richard Durbin,Jeff Merkley,22,24,3
C001088,M001169,Christopher Coons,Christopher Murphy,22,23,2
K000384,M001170,Tim Kaine,Claire McCaskill,19,20,2
D000563,M000303,Richard Durbin,John McCain,14,23,1
B001236,M001170,John Boozman,Claire McCaskill,14,21,1
C001071,H001041,Bob Corker,Dean Heller,14,24,1
H001049,K000148,Kay Hagan,John Kerry,2,2,0
H000338,W000818,Orrin Hatch,John Walsh,8,11,1
B001288,L000577,Cory Booker,Mike Lee,3,12,0
M000639,S000148,Robert Menendez,Charles Schumer,24,25,5
E000285,L000550,Michael Enzi,Mary Landrieu,13,24,2
T000464,V000127,Jon Tester,David Vitter,20,25,1
R000307,W000805,Pat Roberts,Mark Warner,11,23,1
I000055,M000355,Johnny Isakson,Mitch McConnell,20,25,1
C000127,M000303,Maria Cantwell,John McCain,14,23,0
C000174,D000563,Thomas Carper,Richard Durbin,20,25,3
C001035,H001049,Susan Collins,Kay Hagan,25,25,4
C000542,R000122,Daniel Coats,Jack Reed,14,25,0
B000243,D000607,Max Baucus,Joe Donnelly,12,13,2
B001277,C000286,Richard Blumenthal,Saxby Chambliss,17,24,1
M000303,R000584,John McCain,Jim Risch,15,23,1
C000542,R000595,Daniel Coats,Marco Rubio,12,24,1
B000711,F000062,Barbara Boxer,Dianne Feinstein,22,23,2
C000560,G000359,Tom Coburn,Lindsey Graham,11,23,1
H000338,U000039,Orrin Hatch,Tom Udall,14,25,0
M001169,P000603,Christopher Murphy,Rand Paul,7,22,0
K000367,R000584,Amy Klobuchar,Jim Risch,10,25,0
H000206,N000032,Tom Harkin,Bill Nelson,23,24,2
C000567,H001069,Thad Cochran,Heidi Heitkamp,17,20,2
C001056,M001183,John Cornyn,Joe Manchin,12,23,1
S000770,W000802,Debbie Stabenow,Sheldon Whitehouse,23,25,2
C000560,R000307,Tom Coburn,Pat Roberts,19,22,1
B001261,I000024,John Barrasso,James Inhofe,20,21,1
B001135,K000384,Richard Burr,Tim Kaine,15,24,0
B001135,E000285,Richard Burr,Michael Enzi,17,25,1
B001236,B001135,John Boozman,Richard Burr,18,25,1
M000303,M001170,John McCain,Claire McCaskill,13,19,1
R000361,S000320,John Rockefeller,Richard Shelby,14,25,0
G000386,M000639,Charles Grassley,Robert Menendez,11,25,0
C001099,H001046,William Cowan,Martin Heinrich,6,6,2
C000127,C000880,Maria Cantwell,Michael Crapo,10,25,1
L000577,W000802,Mike Lee,Sheldon Whitehouse,6,24,0
R000122,R000595,Jack Reed,Marco Rubio,9,24,0
C000127,T000250,Maria Cantwell,John Thune,15,25,0
E000285,J000293,Michael Enzi,Ron Johnson,20,25,1
H001049,T000250,Kay Hagan,John Thune,16,25,1
G000359,S001141,Lindsey Graham,Jeff Sessions,13,23,1
G000555,L000550,Kirsten Gillibrand,Mary Landrieu,22,24,4
B001265,H001046,Mark Begich,Martin Heinrich,21,22,2
D000563,W000817,Richard Durbin,Elizabeth Warren,22,24,3
B001288,T000461,Cory Booker,Patrick Toomey,7,13,0
B000243,H000338,Max Baucus,Orrin Hatch,9,14,0
C001056,R000307,John Cornyn,Pat Roberts,19,23,1
R000361,S001194,John Rockefeller,Brian Schatz,23,23,2
C000542,R000146,Daniel Coats,Harry Reid,16,25,0
C001088,T000461,Christopher Coons,Patrick Toomey,11,24,0
F000463,H001041,Deb Fischer,Dean Heller,13,23,1
B000711,M000303,Barbara Boxer,John McCain,12,21,0
F000444,J000293,Jeff Flake,Ron Johnson,17,24,1
H000206,P000449,Tom Harkin,Rob Portman,13,24,0
H001069,U000038,Heidi Heitkamp,Mark Udall,21,22,3
H001041,M001111,Dean Heller,Patty Murray,15,21,1
B001261,W000802,John Barrasso,Sheldon Whitehouse,12,24,0
B001267,M001183,Michael Bennet,Joe Manchin,22,24,1
B001288,I000055,Cory Booker,Johnny Isakson,10,13,2
L000550,S001184,Mary Landrieu,Tim Scott,10,23,1
L000577,M000355,Mike Lee,Mitch McConnell,15,24,1
D000607,R000307,Joe Donnelly,Pat Roberts,9,23,1
B000944,S001181,Sherrod Brown,Jeanne Shaheen,21,24,2
C000560,L000261,Tom Coburn,Carl Levin,6,23,0
D000563,F000444,Richard Durbin,Jeff Flake,11,24,1
S001184,S001181,Tim Scott,Jeanne Shaheen,10,24,0
L000174,V000127,Patrick Leahy,David Vitter,14,25,0
F000444,L000174,Jeff Flake,Patrick Leahy,12,24,0
R000361,S000033,John Rockefeller,Bernard Sanders,23,24,2
C000127,J000291,Maria Cantwell,Mike Johanns,14,23,0
M000303,U000038,John McCain,Mark Udall,14,23,0
F000457,M001183,Al Franken,Joe Manchin,20,24,3
G000555,I000024,Kirsten Gillibrand,James Inhofe,9,22,0
M001170,M001169,Claire McCaskill,Christopher Murphy,19,20,2
L000577,S000770,Mike Lee,Debbie Stabenow,5,24,0
C001088,K000384,Christopher Coons,Tim Kaine,23,23,2
K000360,M001170,Mark Kirk,Claire McCaskill,12,18,3
B001265,R000122,Mark Begich,Jack Reed,21,23,3
L000261,M001153,Carl Levin,Lisa Murkowski,21,23,1
C000141,J000177,Benjamin Cardin,Tim Johnson,23,25,4
B001236,C001088,John Boozman,Christopher Coons,14,24,0
G000555,S001184,Kirsten Gillibrand,Tim Scott,8,24,0
T000464,W000779,Jon Tester,Ron Wyden,21,25,2
H000338,H001042,Orrin Hatch,Mazie Hirono,13,24,0
R000122,S000320,Jack Reed,Richard Shelby,14,25,0
C001056,S001194,John Cornyn,Brian Schatz,10,22,0
H000206,H000338,Tom Harkin,Orrin Hatch,13,24,0
B001135,C000567,Richard Burr,Thad Cochran,17,22,1
C001099,R000122,William Cowan,Jack Reed,5,6,3
A000368,J000177,Kelly Ayotte,Tim Johnson,17,25,1
C001056,S001141,John Cornyn,Jeff Sessions,16,22,1
K000360,W000802,Mark Kirk,Sheldon Whitehouse,15,22,2
C001035,T000464,Susan Collins,Jon Tester,23,25,3
B001288,F000062,Cory Booker,Dianne Feinstein,13,13,1
D000563,I000024,Richard Durbin,James Inhofe,10,22,0
K000384,P000603,Tim Kaine,Rand Paul,8,22,0
B000944,C001071,Sherrod Brown,Bob Corker,13,24,0
C000567,M001170,Thad Cochran,Claire McCaskill,17,19,1
A000368,S000033,Kelly Ayotte,Bernard Sanders,16,24,1
B000243,P000449,Max Baucus,Rob Portman,7,14,0
B001230,C000141,Tammy Baldwin,Benjamin Cardin,23,24,3
R000595,S000320,Marco Rubio,Richard Shelby,14,24,1
C000141,C001098,Benjamin Cardin,Ted Cruz,7,24,0
C001070,P000449,Bob Casey,Rob Portman,15,24,0
B000711,L000577,Barbara Boxer,Mike Lee,5,23,0
T000250,W000817,John Thune,Elizabeth Warren,12,24,0
B001261,M001176,John Barrasso,Jeff Merkley,12,23,0
C001099,R000595,William Cowan,Marco Rubio,1,6,0
B001135,M001169,Richard Burr,Christopher Murphy,14,24,0
F000457,L000550,Al Franken,Mary Landrieu,22,24,4
B001267,C000560,Michael Bennet,Tom Coburn,7,23,0
C000141,S000033,Benjamin Cardin,Bernard Sanders,24,24,2
N000032,W000818,Bill Nelson,John Walsh,10,11,0
F000457,J000177,Al Franken,Tim Johnson,23,25,4
A000368,B001230,Kelly Ayotte,Tammy Baldwin,15,24,1
B000575,B000944,Roy Blunt,Sherrod Brown,16,24,0
A000368,C001098,Kelly Ayotte,Ted Cruz,15,24,1
S001141,T000250,Jeff Sessions,John Thune,16,23,1
B001261,C000174,John Barrasso,Thomas Carper,16,24,0
P000603,T000461,Rand Paul,Patrick Toomey,18,23,1
A000368,K000367,Kelly Ayotte,Amy Klobuchar,17,25,1
K000367,S000770,Amy Klobuchar,Debbie Stabenow,23,25,2
B000243,C001098,Max Baucus,Ted Cruz,2,13,0
C001088,S000320,Christopher Coons,Richard Shelby,13,24,0
B001230,B000243,Tammy Baldwin,Max Baucus,11,13,2
F000463,M001183,Deb Fischer,Joe Manchin,14,23,1
C000174,F000457,Thomas Carper,Al Franken,21,25,3
C000141,P000449,Benjamin Cardin,Rob Portman,14,25,0
M001176,T000250,Jeff Merkley,John Thune,12,24,0
M000639,S001141,Robert Menendez,Jeff Sessions,8,23,0
G000555,T000464,Kirsten Gillibrand,Jon Tester,21,25,3
C000880,M001176,Michael Crapo,Jeff Merkley,11,24,2
K000384,R000584,Tim Kaine,Jim Risch,8,24,0
A000360,P000590,Lamar Alexander,Mark Pryor,17,23,2
M000639,R000146,Robert Menendez,Harry Reid,24,25,2
B000711,C000542,Barbara Boxer,Daniel Coats,14,23,0
G000386,H001061,Charles Grassley,John Hoeven,15,25,1
A000368,P000449,Kelly Ayotte,Rob Portman,18,25,1
B000243,S000033,Max Baucus,Bernard Sanders,12,14,2
C000174,C000880,Thomas Carper,Michael Crapo,13,25,1
C000880,M001183,Michael Crapo,Joe Manchin,13,24,2
M001169,U000039,Christopher Murphy,Tom Udall,24,24,2
M001111,S001194,Patty Murray,Brian Schatz,20,20,2
R000146,W000779,Harry Reid,Ron Wyden,22,25,2
C000174,J000291,Thomas Carper,Mike Johanns,15,23,0
B000243,J000177,Max Baucus,Tim Johnson,13,14,2
B001265,M000702,Mark Begich,Barbara Mikulski,22,23,2
C001100,M001183,Jeffrey Chiesa,Joe Manchin,4,4,0
C001071,M000303,Bob Corker,John McCain,17,23,1
B000944,M000355,Sherrod Brown,Mitch McConnell,12,24,0
L000550,W000802,Mary Landrieu,Sheldon Whitehouse,20,24,4
J000293,R000307,Ron Johnson,Pat Roberts,20,24,1
T000464,T000461,Jon Tester,Patrick Toomey,15,25,1
H001046,M001153,Martin Heinrich,Lisa Murkowski,20,22,1
H001041,M000133,Dean Heller,Edward Markey,11,15,1
B000575,M000303,Roy Blunt,John McCain,14,23,1
C001099,M000702,William Cowan,Barbara Mikulski,6,6,2
B001135,I000055,Richard Burr,Johnny Isakson,22,25,1
E000285,S001141,Michael Enzi,Jeff Sessions,17,23,1
G000359,J000293,Lindsey Graham,Ron Johnson,14,25,1
F000062,H001042,Dianne Feinstein,Mazie Hirono,23,24,3
M001170,M000355,Claire McCaskill,Mitch McConnell,13,21,1
M001170,M001111,Claire McCaskill,Patty Murray,17,18,2
C000560,W000805,Tom Coburn,Mark Warner,8,22,1
B001277,M001169,Richard Blumenthal,Christopher Murphy,24,24,3
R000122,W000437,Jack Reed,Roger Wicker,19,25,1
A000360,M000934,Lamar Alexander,Jerry Moran,16,19,1
B001277,K000360,Richard Blumenthal,Mark Kirk,14,22,3
R000584,V000127,Jim Risch,David Vitter,17,25,1
C000141,G000386,Benjamin Cardin,Charles Grassley,11,25,0
K000148,L000550,John Kerry,Mary Landrieu,2,2,0
A000360,D000607,Lamar Alexander,Joe Donnelly,16,22,1
H001042,I000055,Mazie Hirono,Johnny Isakson,17,24,0
M001111,P000449,Patty Murray,Rob Portman,14,22,0
K000384,L000123,Tim Kaine,Frank Lautenberg,3,3,2
F000457,W000802,Al Franken,Sheldon Whitehouse,21,25,4
F000457,K000367,Al Franken,Amy Klobuchar,25,25,5
C000542,P000590,Daniel Coats,Mark Pryor,17,25,1
L000577,V000127,Mike Lee,David Vitter,12,24,1
L000174,P000590,Patrick Leahy,Mark Pryor,21,25,1
B000944,F000444,Sherrod Brown,Jeff Flake,11,23,0
C000286,C001088,Saxby Chambliss,Christopher Coons,17,23,0
C001035,L000550,Susan Collins,Mary Landrieu,24,24,5
H001069,I000024,Heidi Heitkamp,James Inhofe,10,20,1
H000206,S000033,Tom Harkin,Bernard Sanders,21,23,2
D000563,K000367,Richard Durbin,Amy Klobuchar,24,25,4
B001261,C000127,John Barrasso,Maria Cantwell,13,24,0
C001071,L000577,Bob Corker,Mike Lee,12,24,1
K000148,M000355,John Kerry,Mitch McConnell,1,2,0
B001277,C000567,Richard Blumenthal,Thad Cochran,17,22,1
A000368,H000338,Kelly Ayotte,Orrin Hatch,18,25,1
C001056,J000293,John Cornyn,Ron Johnson,20,24,1
B000711,B000944,Barbara Boxer,Sherrod Brown,22,22,2
H001069,L000123,Heidi Heitkamp,Frank Lautenberg,3,3,2
L000123,M000934,Frank Lautenberg,Jerry Moran,1,3,1
M001183,R000361,Joe Manchin,John Rockefeller,21,24,2
I000055,M001111,Johnny Isakson,Patty Murray,18,22,0
B001277,K000367,Richard Blumenthal,Amy Klobuchar,23,25,4
H001061,P000449,John Hoeven,Rob Portman,14,25,1
C001100,C000560,Jeffrey Chiesa,Tom Coburn,2,5,0
B001288,H001041,Cory Booker,Dean Heller,10,12,1
C000286,P000603,Saxby Chambliss,Rand Paul,13,22,1
A000368,K000384,Kelly Ayotte,Tim Kaine,17,24,1
R000595,W000437,Marco Rubio,Roger Wicker,11,24,1
B000575,L000577,Roy Blunt,Mike Lee,10,24,1
F000457,I000024,Al Franken,James Inhofe,11,22,0
H001046,M000639,Martin Heinrich,Robert Menendez,23,24,2
H001041,M000355,Dean Heller,Mitch McConnell,15,24,1
C000174,K000383,Thomas Carper,Angus King,19,23,3
B000575,I000055,Roy Blunt,Johnny Isakson,23,25,2
G000555,H001049,Kirsten Gillibrand,Kay Hagan,23,25,3
R000146,S000033,Harry Reid,Bernard Sanders,23,24,2
M001170,S001181,Claire McCaskill,Jeanne Shaheen,19,21,2
E000285,M001183,Michael Enzi,Joe Manchin,13,24,2
I000024,T000250,James Inhofe,John Thune,19,22,1
B001230,R000584,Tammy Baldwin,Jim Risch,8,24,0
C000880,I000024,Michael Crapo,James Inhofe,19,22,1
C001100,S001194,Jeffrey Chiesa,Brian Schatz,5,5,0
L000577,S000148,Mike Lee,Charles Schumer,4,24,0
B001277,T000461,Richard Blumenthal,Patrick Toomey,11,25,0
C001071,I000055,Bob Corker,Johnny Isakson,19,25,1
C001100,S001141,Jeffrey Chiesa,Jeff Sessions,1,5,0
C000174,M000133,Thomas Carper,Edward Markey,11,16,1
L000550,M001170,Mary Landrieu,Claire McCaskill,21,21,3
B001236,S000148,John Boozman,Charles Schumer,15,25,0
M001176,P000590,Jeff Merkley,Mark Pryor,21,24,1
A000368,D000607,Kelly Ayotte,Joe Donnelly,18,24,2
B001265,C001100,Mark Begich,Jeffrey Chiesa,4,4,0
F000062,S001181,Dianne Feinstein,Jeanne Shaheen,24,25,2
S001141,W000805,Jeff Sessions,Mark Warner,11,22,1
C000127,S000770,Maria Cantwell,Debbie Stabenow,24,25,2
L000123,W000818,Frank Lautenberg,John Walsh,0,0,0
K000384,S000148,Tim Kaine,Charles Schumer,24,24,2
B001267,J000293,Michael Bennet,Ron Johnson,6,25,0
C000141,D000607,Benjamin Cardin,Joe Donnelly,22,24,3
H001042,L000577,Mazie Hirono,Mike Lee,5,23,0
H001046,W000779,Martin Heinrich,Ron Wyden,21,24,2
